ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
25,1973,1973-10-07,4,26.095,PIT,,SDG,W 38-21,4,61,15.25,0,0,0,,0,0,0,,0,0,0
26,1973,1973-11-11,9,26.130,PIT,@,OAK,W 17-9,,,,,,,,,,,,,,
27,1973,1973-11-18,10,26.137,PIT,,DEN,L 13-23,2,59,29.50,0,0,0,,0,0,0,,0,0,0
28,1973,1973-11-25,11,26.144,PIT,@,CLE,L 16-21,7,65,9.29,0,0,0,,0,0,0,,0,0,0
29,1973,1973-12-03,12,26.152,PIT,@,MIA,L 26-30,0,0,,0,1,-1,-1.00,0,0,0,,0,0,0
30,1973,1973-12-09,13,26.158,PIT,,HOU,W 33-7,1,4,4.00,0,0,0,,0,0,0,,0,0,0
31,1973,1973-12-15,14,26.164,PIT,@,SFO,W 37-14,5,84,16.80,1,0,0,,0,0,0,,0,1,6
32,1974,1974-09-15,1,27.073,PIT,,BAL,W 30-0,3,26,8.67,1,0,0,,0,0,0,,0,1,6
33,1974,1974-09-22,2,27.080,PIT,@,DEN,T 35-35,5,65,13.00,0,0,0,,0,0,0,,0,0,0
34,1974,1974-10-06,4,27.094,PIT,@,HOU,W 13-7,3,33,11.00,0,0,0,,0,0,0,,0,0,0
35,1974,1974-10-13,5,27.101,PIT,@,KAN,W 34-24,3,55,18.33,1,1,3,3.00,0,0,0,,0,1,6
36,1974,1974-10-20,6,27.108,PIT,,CLE,W 20-16,1,10,10.00,0,0,0,,0,0,0,,0,0,0
37,1974,1974-10-28,7,27.116,PIT,,ATL,W 24-17,3,26,8.67,0,0,0,,0,0,0,,0,0,0
38,1974,1974-11-03,8,27.122,PIT,,PHI,W 27-0,3,28,9.33,1,0,0,,0,0,0,,0,1,6
39,1974,1974-11-10,9,27.129,PIT,@,CIN,L 10-17,3,29,9.67,0,0,0,,0,0,0,,0,0,0
40,1974,1974-11-17,10,27.136,PIT,@,CLE,W 26-16,,,,,,,,,,,,,,
41,1974,1974-11-25,11,27.144,PIT,@,NOR,W 28-7,2,42,21.00,1,0,0,,0,0,0,,0,1,6
42,1974,1974-12-01,12,27.150,PIT,,HOU,L 10-13,1,12,12.00,0,1,22,22.00,0,0,0,,0,0,0
43,1974,1974-12-08,13,27.157,PIT,@,NWE,W 21-17,3,39,13.00,0,0,0,,0,0,0,,0,0,0
44,1975,1975-09-21,1,28.079,PIT,@,SDG,W 37-0,4,69,17.25,1,1,12,12.00,0,0,0,,0,1,6
45,1975,1975-09-28,2,28.086,PIT,,BUF,L 21-30,2,63,31.50,0,0,0,,0,0,0,,0,0,0
46,1975,1975-10-05,3,28.093,PIT,@,CLE,W 42-6,,,,,,,,,,,,,,
47,1975,1975-10-12,4,28.100,PIT,,DEN,W 20-9,2,45,22.50,0,0,0,,0,0,0,,0,0,0
48,1975,1975-10-19,5,28.107,PIT,,CHI,W 34-3,1,21,21.00,0,0,0,,0,0,0,,0,0,0
49,1975,1975-11-09,8,28.128,PIT,,HOU,W 24-17,0,0,,0,1,24,24.00,0,0,0,,0,0,0
50,1975,1975-11-24,10,28.143,PIT,@,HOU,W 32-9,3,47,15.67,0,0,0,,0,0,0,,0,0,0
51,1975,1975-11-30,11,28.149,PIT,@,NYJ,W 20-7,4,43,10.75,1,0,0,,0,0,0,,0,1,6
52,1975,1975-12-07,12,28.156,PIT,,CLE,W 31-17,1,20,20.00,0,0,0,,0,0,0,,0,0,0
53,1975,1975-12-20,14,28.169,PIT,@,RAM,L 3-10,,,,,,,,,,,,,,
54,1976,1976-09-26,3,29.084,PIT,,NWE,L 27-30,5,95,19.00,0,0,0,,0,0,0,,0,0,0
55,1976,1976-10-04,4,29.092,PIT,@,MIN,L 6-17,,,,,,,,,,,,,,
56,1976,1976-10-10,5,29.098,PIT,@,CLE,L 16-18,1,6,6.00,0,0,0,,0,0,0,,0,0,0
57,1976,1976-10-17,6,29.105,PIT,,CIN,W 23-6,1,17,17.00,0,0,0,,0,0,0,,0,0,0
58,1976,1976-10-24,7,29.112,PIT,@,NYG,W 27-0,3,43,14.33,0,1,16,16.00,1,0,0,,0,1,6
59,1976,1976-10-31,8,29.119,PIT,,SDG,W 23-0,1,15,15.00,0,0,0,,0,0,0,,0,0,0
60,1976,1976-11-07,9,29.126,PIT,@,KAN,W 45-0,1,19,19.00,1,0,0,,0,0,0,,0,1,6
61,1976,1976-11-14,10,29.133,PIT,,MIA,W 14-3,2,75,37.50,0,0,0,,0,0,0,,0,0,0
62,1976,1976-11-21,11,29.140,PIT,,HOU,W 32-16,,,,,,,,,,,,,,
63,1976,1976-11-28,12,29.147,PIT,@,CIN,W 7-3,2,27,13.50,0,0,0,,0,0,0,,0,0,0
64,1976,1976-12-05,13,29.154,PIT,,TAM,W 42-0,1,9,9.00,0,1,8,8.00,0,0,0,,0,0,0
65,1976,1976-12-11,14,29.160,PIT,@,HOU,W 21-0,,,,,,,,,,,,,,
66,1977,1977-09-19,1,30.077,PIT,,SFO,W 27-0,2,18,9.00,0,0,0,,0,0,0,,0,0,0
67,1977,1977-09-25,2,30.083,PIT,,OAK,L 7-16,2,33,16.50,0,0,0,,0,0,0,,0,0,0
68,1977,1977-10-02,3,30.090,PIT,@,CLE,W 28-14,1,65,65.00,1,0,0,,0,0,0,,0,1,6
69,1977,1977-10-09,4,30.097,PIT,@,HOU,L 10-27,1,18,18.00,0,0,0,,0,0,0,,0,0,0
70,1977,1977-10-17,5,30.105,PIT,,CIN,W 20-14,,,,,,,,,,,,,,
71,1977,1977-10-23,6,30.111,PIT,,HOU,W 27-10,,,,,,,,,,,,,,
72,1977,1977-10-30,7,30.118,PIT,@,BAL,L 21-31,2,93,46.50,0,0,0,,0,0,0,,0,0,0
73,1977,1977-11-06,8,30.125,PIT,@,DEN,L 7-21,1,19,19.00,0,0,0,,0,0,0,,0,0,0
74,1977,1977-11-20,10,30.139,PIT,,DAL,W 28-13,,,,,,,,,,,,,,
75,1977,1977-12-04,12,30.153,PIT,,SEA,W 30-20,2,17,8.50,0,0,0,,0,0,0,,0,0,0
76,1978,1978-09-03,1,31.061,BUF,,PIT,L 17-28,2,46,23.00,1,0,0,,0,0,0,,0,1,6
77,1978,1978-09-10,2,31.068,BUF,,NYJ,L 20-21,2,10,5.00,0,0,0,,0,0,0,,0,0,0
78,1978,1978-09-17,3,31.075,BUF,@,MIA,L 24-31,5,153,30.60,1,0,0,,0,0,0,,0,1,6
79,1978,1978-09-24,4,31.082,BUF,,BAL,W 24-17,2,62,31.00,1,0,0,,0,0,0,,0,1,6
80,1978,1978-10-01,5,31.089,BUF,,KAN,W 28-13,4,74,18.50,0,0,0,,0,0,0,,0,0,0
81,1978,1978-10-08,6,31.096,BUF,@,NYJ,L 14-45,1,29,29.00,0,0,0,,0,0,0,,0,0,0
82,1978,1978-10-15,7,31.103,BUF,@,HOU,L 10-17,2,35,17.50,0,0,0,,0,0,0,,0,0,0
83,1978,1978-10-22,8,31.110,BUF,,CIN,W 5-0,1,5,5.00,0,0,0,,0,0,0,,0,0,0
84,1978,1978-10-29,9,31.117,BUF,@,CLE,L 20-41,1,15,15.00,0,0,0,,0,0,0,,0,0,0
85,1978,1978-11-05,10,31.124,BUF,,NWE,L 10-14,4,34,8.50,0,0,0,,0,0,0,,0,0,0
86,1978,1978-11-12,11,31.131,BUF,,MIA,L 24-25,4,52,13.00,1,0,0,,0,0,0,,0,1,6
87,1978,1978-11-19,12,31.138,BUF,@,TAM,L 10-31,1,15,15.00,0,0,0,,0,0,0,,0,0,0
88,1978,1978-12-03,14,31.152,BUF,@,KAN,L 10-14,7,126,18.00,1,0,0,,0,0,0,,0,1,6
89,1978,1978-12-10,15,31.159,BUF,@,NWE,L 24-26,4,40,10.00,1,0,0,,0,0,0,,0,1,6
90,1978,1978-12-17,16,31.166,BUF,@,BAL,W 21-14,1,39,39.00,1,0,0,,0,0,0,,0,1,6
91,1979,1979-09-02,1,32.060,BUF,,MIA,L 7-9,2,48,24.00,0,0,0,,0,0,0,,0,0,0
92,1979,1979-09-09,2,32.067,BUF,,CIN,W 51-24,2,35,17.50,0,0,0,,0,0,0,,0,0,0
93,1979,1979-09-16,3,32.074,BUF,@,SDG,L 19-27,2,36,18.00,1,1,-5,-5.00,0,0,0,,0,1,6
94,1979,1979-09-23,4,32.081,BUF,,NYJ,W 46-31,3,60,20.00,0,0,0,,0,0,0,,0,0,0
95,1979,1979-09-30,5,32.088,BUF,@,BAL,W 31-13,3,120,40.00,1,0,0,,0,0,0,,0,1,6
96,1979,1979-10-07,6,32.095,BUF,,CHI,L 0-7,,,,,,,,,,,,,,
97,1979,1979-10-14,7,32.102,BUF,@,MIA,L 7-17,4,59,14.75,0,0,0,,0,0,0,,0,0,0
98,1979,1979-10-21,8,32.109,BUF,,BAL,L 13-14,8,158,19.75,0,0,0,,0,0,0,,0,0,0
99,1979,1979-10-28,9,32.116,BUF,@,DET,W 20-17,7,190,27.14,0,0,0,,0,0,0,,0,0,0
100,1979,1979-11-04,10,32.123,BUF,,NWE,L 6-26,2,35,17.50,0,0,0,,0,0,0,,0,0,0
101,1979,1979-11-11,11,32.130,BUF,@,NYJ,W 14-12,1,6,6.00,0,0,0,,0,0,0,,0,0,0
102,1979,1979-11-18,12,32.137,BUF,,GNB,W 19-12,6,116,19.33,0,1,-1,-1.00,0,0,0,,0,0,0
103,1979,1979-12-02,14,32.151,BUF,,DEN,L 16-19,5,86,17.20,0,0,0,,0,0,0,,0,0,0
104,1979,1979-12-09,15,32.158,BUF,@,MIN,L 3-10,8,111,13.88,0,0,0,,0,0,0,,0,0,0
105,1979,1979-12-16,16,32.165,BUF,@,PIT,L 0-28,1,22,22.00,0,0,0,,0,0,0,,0,0,0
106,1980,1980-09-07,1,33.065,BUF,,MIA,W 17-7,3,36,12.00,0,0,0,,0,0,0,,0,0,0
107,1980,1980-09-14,2,33.072,BUF,,NYJ,W 20-10,3,35,11.67,0,0,0,,0,0,0,,0,0,0
108,1980,1980-09-21,3,33.079,BUF,@,NOR,W 35-26,6,82,13.67,2,0,0,,0,0,0,,0,2,12
109,1980,1980-09-28,4,33.086,BUF,,OAK,W 24-7,2,23,11.50,0,0,0,,0,0,0,,0,0,0
110,1980,1980-10-05,5,33.093,BUF,@,SDG,W 26-24,,,,,,,,,,,,,,
111,1980,1980-10-12,6,33.100,BUF,,BAL,L 12-17,3,52,17.33,0,0,0,,0,0,0,,0,0,0
112,1980,1980-10-19,7,33.107,BUF,@,MIA,L 14-17,4,71,17.75,0,0,0,,0,0,0,,0,0,0
113,1980,1980-10-26,8,33.114,BUF,,NWE,W 31-13,5,80,16.00,2,0,0,,0,0,0,,0,2,12
114,1980,1980-11-02,9,33.121,BUF,,ATL,L 14-30,4,68,17.00,1,0,0,,0,0,0,,0,1,6
115,1980,1980-11-09,10,33.128,BUF,@,NYJ,W 31-24,2,39,19.50,1,0,0,,0,0,0,,0,1,6
116,1980,1980-11-16,11,33.135,BUF,@,CIN,W 14-0,2,32,16.00,0,0,0,,0,0,0,,0,0,0
117,1980,1980-11-23,12,33.142,BUF,,PIT,W 28-13,1,29,29.00,0,0,0,,0,0,0,,0,0,0
118,1980,1980-12-07,14,33.156,BUF,,RAM,W 10-7,4,87,21.75,0,0,0,,0,0,0,,0,0,0
119,1980,1980-12-14,15,33.163,BUF,@,NWE,L 2-24,,,,,,,,,,,,,,
120,1980,1980-12-21,16,33.170,BUF,@,SFO,W 18-13,1,14,14.00,0,0,0,,0,0,0,,0,0,0
121,1981,1981-09-06,1,34.064,BUF,,NYJ,W 31-0,5,87,17.40,0,0,0,,0,0,0,,0,0,0
122,1981,1981-09-13,2,34.071,BUF,@,BAL,W 35-3,4,82,20.50,0,0,0,,0,0,0,,0,0,0
123,1981,1981-09-17,3,34.075,BUF,,PHI,L 14-20,7,108,15.43,1,0,0,,0,0,0,,0,1,6
124,1981,1981-09-27,4,34.085,BUF,@,CIN,L 24-27,8,132,16.50,2,0,0,,0,0,0,,0,2,12
125,1981,1981-10-04,5,34.092,BUF,,BAL,W 23-17,2,16,8.00,0,0,0,,0,0,0,,0,0,0
126,1981,1981-10-12,6,34.100,BUF,,MIA,W 31-21,5,106,21.20,0,0,0,,0,0,0,,0,0,0
127,1981,1981-10-18,7,34.106,BUF,@,NYJ,L 14-33,6,109,18.17,1,0,0,,0,0,0,,0,1,6
128,1981,1981-10-25,8,34.113,BUF,,DEN,W 9-7,6,90,15.00,0,0,0,,0,0,0,,0,0,0
129,1981,1981-11-01,9,34.120,BUF,,CLE,W 22-13,5,97,19.40,0,0,0,,0,0,0,,0,0,0
130,1981,1981-11-09,10,34.128,BUF,@,DAL,L 14-27,4,72,18.00,0,0,0,,0,0,0,,0,0,0
131,1981,1981-11-15,11,34.134,BUF,@,STL,L 0-24,3,51,17.00,0,0,0,,0,0,0,,0,0,0
132,1981,1981-11-22,12,34.141,BUF,,NWE,W 20-17,4,84,21.00,0,0,0,,0,0,0,,0,0,0
133,1981,1981-11-29,13,34.148,BUF,,WAS,W 21-14,1,13,13.00,0,0,0,,0,0,0,,0,0,0
134,1981,1981-12-06,14,34.155,BUF,@,SDG,W 28-27,5,113,22.60,0,0,0,,0,0,0,,0,0,0
135,1981,1981-12-13,15,34.162,BUF,@,NWE,W 19-10,1,25,25.00,0,0,0,,0,0,0,,0,0,0
136,1981,1981-12-19,16,34.168,BUF,@,MIA,L 6-16,4,59,14.75,0,0,0,,0,0,0,,0,0,0
137,1982,1982-09-12,1,35.070,BUF,,KAN,W 14-9,3,38,12.67,1,0,0,,0,0,0,,0,1,6
138,1982,1982-09-16,2,35.074,BUF,,MIN,W 23-22,4,82,20.50,1,0,0,,0,0,0,,0,1,6
139,1982,1982-11-21,3,35.140,BUF,,MIA,L 7-9,4,50,12.50,0,0,0,,0,0,0,,0,0,0
140,1982,1982-11-28,4,35.147,BUF,,BAL,W 20-0,2,32,16.00,0,0,0,,0,0,0,,0,0,0
141,1982,1982-12-05,5,35.154,BUF,@,GNB,L 21-33,3,57,19.00,0,0,0,,0,0,0,,0,0,0
142,1982,1982-12-19,7,35.168,BUF,@,TAM,L 23-24,1,11,11.00,0,0,0,,0,0,0,,0,0,0
143,1982,1982-12-27,8,35.176,BUF,@,MIA,L 10-27,4,60,15.00,0,0,0,,0,0,0,,0,0,0
144,1982,1983-01-02,9,35.182,BUF,@,NWE,L 19-30,7,113,16.14,0,0,0,,0,0,0,,0,0,0
145,1983,1983-09-04,1,36.062,BUF,,MIA,L 0-12,0,0,,0,,,,,,,,,,
146,1983,1983-09-18,3,36.076,BUF,,BAL,W 28-23,3,48,16.00,1,0,0,,0,0,0,,0,1,6
147,1983,1983-09-25,4,36.083,BUF,,HOU,W 30-13,3,38,12.67,1,0,0,,0,0,0,,0,1,6
148,1983,1983-10-03,5,36.091,BUF,,NYJ,L 10-34,3,32,10.67,0,0,0,,0,0,0,,0,0,0
149,1983,1983-10-09,6,36.097,BUF,@,MIA,W 38-35,5,61,12.20,0,0,0,,0,0,0,,0,0,0
150,1983,1983-10-16,7,36.104,BUF,@,BAL,W 30-7,5,72,14.40,1,0,0,,0,0,0,,0,1,6
151,1983,1983-10-23,8,36.111,BUF,,NWE,L 0-31,7,116,16.57,0,0,0,,0,0,0,,0,0,0
152,1983,1983-10-30,9,36.118,BUF,,NOR,W 27-21,1,9,9.00,0,0,0,,0,0,0,,0,0,0
153,1983,1983-11-06,10,36.125,BUF,@,NWE,L 7-21,5,57,11.40,0,0,0,,0,0,0,,0,0,0
154,1983,1983-11-13,11,36.132,BUF,@,NYJ,W 24-17,3,45,15.00,0,0,0,,0,0,0,,0,0,0
155,1983,1983-11-20,12,36.139,BUF,,RAI,L 24-27,1,8,8.00,0,0,0,,0,0,0,,0,0,0
