ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1971,1971-09-19,1,24.077,PIT,@,CHI,L 15-17,,,,,,,,,,,,,,
2,1971,1971-10-10,4,24.098,PIT,@,CLE,L 17-27,1,22,22.00,0,0,0,,0,0,0,,0,0,0
3,1971,1971-10-18,5,24.106,PIT,@,KAN,L 16-38,,,,,,,,,,,,,,
4,1971,1971-10-24,6,24.112,PIT,,HOU,W 23-16,,,,,,,,,,,,,,
5,1971,1971-10-31,7,24.119,PIT,@,BAL,L 21-34,1,7,7.00,0,0,0,,0,0,0,,0,0,0
6,1971,1971-11-07,8,24.126,PIT,,CLE,W 26-9,,,,,,,,,,,,,,
7,1971,1971-11-21,10,24.140,PIT,,NYG,W 17-13,,,,,,,,,,,,,,
8,1971,1971-12-05,12,24.154,PIT,@,HOU,L 3-29,1,15,15.00,0,0,0,,0,0,0,,0,0,0
9,1971,1971-12-12,13,24.161,PIT,@,CIN,W 21-13,,,,,,,,,,,,,,
10,1972,1972-09-17,1,25.075,PIT,,OAK,W 34-28,0,0,,0,0,0,,0,2,34,17.00,0,0,0
11,1972,1972-10-01,3,25.089,PIT,@,STL,W 25-19,3,65,21.67,1,0,0,,0,0,0,,0,1,6
12,1972,1972-10-08,4,25.096,PIT,@,DAL,L 13-17,3,54,18.00,0,0,0,,0,3,22,7.33,0,0,0
13,1972,1972-10-15,5,25.103,PIT,,HOU,W 24-7,3,19,6.33,1,0,0,,0,0,0,,0,1,6
14,1972,1972-10-22,6,25.110,PIT,,NWE,W 33-3,1,52,52.00,0,0,0,,0,0,0,,0,0,0
15,1972,1972-10-29,7,25.117,PIT,@,BUF,W 38-21,2,23,11.50,0,0,0,,0,0,0,,0,0,0
16,1972,1972-11-05,8,25.124,PIT,,CIN,W 40-17,3,87,29.00,2,1,41,41.00,0,0,0,,0,2,12
17,1972,1972-11-12,9,25.131,PIT,,KAN,W 16-7,2,7,3.50,0,0,0,,0,0,0,,0,0,0
18,1972,1972-11-19,10,25.138,PIT,@,CLE,L 24-26,3,24,8.00,0,1,12,12.00,0,0,0,,0,0,0
19,1972,1972-11-26,11,25.145,PIT,,MIN,W 23-10,2,25,12.50,1,1,15,15.00,0,0,0,,0,1,6
20,1972,1972-12-03,12,25.152,PIT,,CLE,W 30-0,,,,,,,,,,,,,,
21,1972,1972-12-10,13,25.159,PIT,@,HOU,W 9-3,4,22,5.50,0,0,0,,0,0,0,,0,0,0
22,1972,1972-12-17,14,25.166,PIT,@,SDG,W 24-2,1,13,13.00,0,0,0,,0,0,0,,0,0,0
23,1973,1973-09-23,2,26.081,PIT,,CLE,W 33-6,3,92,30.67,2,0,0,,0,0,0,,0,2,12
24,1973,1973-09-30,3,26.088,PIT,@,HOU,W 36-7,1,44,44.00,0,0,0,,0,0,0,,0,0,0
