ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
13,1992,1992-12-06,13,23.221,DEN,,DAL,L 27-31,2,1,19,19.00,0,50.0%,9.50,0,0,,0,1,1,100.00,81,1,0,158.3,0,0,81.00,101.00,0,0,,0,2,32,16.00,0,0,0
14,1992,1992-12-12,14,23.227,DEN,@,BUF,L 17-27,5,2,33,16.50,0,40.0%,6.60,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,15,7.50,0,0,0
15,1992,1992-12-20,15,23.235,DEN,,SEA,W 10-6,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,3,13,4.33,0,0,0
16,1992,1992-12-27,16,23.242,DEN,@,KAN,L 20-42,1,1,62,62.00,0,100.0%,62.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12,6.00,0,0,0
17,1993,1993-09-05,1,24.129,DEN,@,NYJ,W 26-20,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,0,0,,0,,,,,,,,,,,,,
18,1993,1993-09-12,2,24.136,DEN,,SDG,W 34-17,7,6,76,12.67,1,85.7%,10.86,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
19,1993,1993-09-20,3,24.144,DEN,@,KAN,L 7-15,3,0,0,,0,0.0%,0.00,,,,,0,0,,0,0,0,,0,,,,,,,,,,,,,
20,1993,1993-10-03,4,24.157,DEN,,IND,W 35-13,,0,0,,0,0.0%,,0,0,,0,1,1,100.00,30,1,0,158.3,0,0,30.00,50.00,0,0,,0,0,0,,0,0,0
21,1993,1993-10-10,5,24.164,DEN,@,GNB,L 27-30,5,2,25,12.50,0,40.0%,5.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
22,1993,1993-10-18,6,24.172,DEN,,RAI,L 20-23,1,1,27,27.00,1,100.0%,27.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
23,1993,1993-10-31,7,24.185,DEN,,SEA,W 28-17,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,0,0,,0,,,,,,,,,,,,,
24,1993,1993-11-07,8,24.192,DEN,@,CLE,W 29-14,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,0,0,,0,,,,,,,,,,,,,
25,1993,1993-11-14,9,24.199,DEN,,MIN,L 23-26,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,0,0,,0,,,,,,,,,,,,,
26,1993,1993-11-21,10,24.206,DEN,,PIT,W 37-13,,0,0,,0,0.0%,,,,,,0,0,,0,0,0,,0,,,,,,,,,,,,,
27,1993,1993-11-28,11,24.213,DEN,@,SEA,W 17-9,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
28,1993,1993-12-05,12,24.220,DEN,@,SDG,L 10-13,5,3,44,14.67,0,60.0%,8.80,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
29,1993,1993-12-12,13,24.227,DEN,,KAN,W 27-21,5,4,48,12.00,0,80.0%,9.60,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
30,1993,1993-12-18,14,24.233,DEN,@,CHI,W 13-3,7,4,24,6.00,0,57.1%,3.43,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
31,1993,1993-12-26,15,24.241,DEN,,TAM,L 10-17,5,2,49,24.50,0,40.0%,9.80,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
32,1993,1994-01-02,16,24.248,DEN,@,RAI,L 30-33,9,5,64,12.80,0,55.6%,7.11,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
33,1994,1994-09-04,1,25.128,NYG,,PHI,W 28-23,1,1,10,10.00,0,100.0%,10.00,1,6,6.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
34,1994,1994-09-11,2,25.135,NYG,@,ARI,W 20-17,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,
35,1994,1994-09-18,3,25.142,NYG,,WAS,W 31-23,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,0,,,,3,65,21.67,0,0,0,,0,0,0
36,1994,1994-10-02,4,25.156,NYG,@,NOR,L 22-27,1,1,3,3.00,0,100.0%,3.00,1,2,2.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
37,1994,1994-10-10,5,25.164,NYG,,MIN,L 10-27,4,4,35,8.75,0,100.0%,8.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
38,1994,1994-10-16,6,25.170,NYG,@,RAM,L 10-17,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,
39,1994,1994-10-23,7,25.177,NYG,,PIT,L 6-10,1,1,31,31.00,0,100.0%,31.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
40,1994,1994-10-30,8,25.184,NYG,,DET,L 25-28,4,3,47,15.67,0,75.0%,11.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
41,1994,1994-11-07,9,25.192,NYG,@,DAL,L 10-38,2,1,24,24.00,0,50.0%,12.00,0,0,,0,0,0,,0,0,0,,0,,,,1,11,11.00,0,0,0,,0,0,0
42,1994,1994-11-13,10,25.198,NYG,,ARI,L 9-10,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,
43,1994,1994-11-21,11,25.206,NYG,@,HOU,W 13-10,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,,,2,35,17.50,0,0,0,,0,0,0
44,1994,1994-11-27,12,25.212,NYG,@,WAS,W 21-19,1,1,34,34.00,0,100.0%,34.00,0,0,,0,0,0,,0,0,0,,0,,,,2,33,16.50,0,0,0,,0,0,0
45,1994,1994-12-04,13,25.219,NYG,@,CLE,W 16-13,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0,,0,,,,2,39,19.50,0,0,0,,0,0,0
46,1994,1994-12-11,14,25.226,NYG,,CIN,W 27-20,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,0,,,,1,20,20.00,0,1,1,1.00,0,0,0
47,1994,1994-12-18,15,25.233,NYG,@,PHI,W 16-13,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,,,1,17,17.00,0,0,0,,0,0,0
48,1994,1994-12-24,16,25.239,NYG,,DAL,W 15-10,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,,,,3,29,9.67,0,0,0,,0,0,0
49,1995,1995-09-10,2,26.134,NYG,@,KAN,L 17-20,,0,0,,0,0.0%,,0,0,,0,,,,,,,,,,,,,,,,0,0,,0,0,
50,1995,1995-09-17,3,26.141,NYG,@,GNB,L 6-14,6,2,25,12.50,0,33.3%,4.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
51,1995,1995-09-24,4,26.148,NYG,,NOR,W 45-29,,0,0,,0,0.0%,,0,0,,0,,,,,,,,,,,,,,,,0,0,,0,0,
52,1995,1995-10-01,5,26.155,NYG,@,SFO,L 6-20,,0,0,,0,0.0%,,0,0,,0,,,,,,,,,,,,,,,,0,0,,0,0,
53,1995,1995-10-08,6,26.162,NYG,,ARI,W 27-21,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
54,1995,1995-10-15,7,26.169,NYG,,PHI,L 14-17,5,1,12,12.00,0,20.0%,2.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,8,4.00,0,0,0
55,1995,1995-10-29,8,26.183,NYG,@,WAS,W 24-15,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,9,4.50,0,0,0
56,1995,1995-11-05,9,26.190,NYG,@,SEA,L 28-30,4,3,49,16.33,0,75.0%,12.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,29,14.50,0,0,0
57,1995,1995-11-12,10,26.197,NYG,,OAK,L 13-17,3,2,23,11.50,0,66.7%,7.67,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
58,1995,1995-11-19,11,26.204,NYG,@,PHI,L 19-28,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
59,1995,1995-11-26,12,26.211,NYG,,CHI,L 24-27,7,4,32,8.00,1,57.1%,4.57,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
60,1995,1995-11-30,13,26.215,NYG,@,ARI,W 10-6,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
61,1995,1995-12-10,14,26.225,NYG,,WAS,W 20-13,2,0,0,,0,0.0%,0.00,0,0,,0,,,,,,,,,,,,,,,,0,0,,0,0,
62,1995,1995-12-17,15,26.232,NYG,@,DAL,L 20-21,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,27,13.50,0,0,0
63,1995,1995-12-23,16,26.238,NYG,,SDG,L 17-27,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,23,5.75,0,0,0
64,1996,1996-11-24,12,27.209,NYG,,DAL,W 20-6,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,10,10.00,0,0,0
65,1996,1996-12-01,13,27.216,NYG,@,PHI,L 0-24,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,0,0.00,0,0,0
66,1996,1996-12-08,14,27.223,NYG,@,MIA,W 17-7,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,34,11.33,0,0,0
67,1996,1996-12-15,15,27.230,NYG,,NOR,L 3-17,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,5,57,11.40,0,0,0
68,1996,1996-12-21,16,27.236,NYG,,NWE,L 22-23,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,43,14.33,0,0,0
