ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1989,1989-09-10,1,24.058,NWE,@,NYJ,W 27-24
2,1989,1989-09-17,2,24.065,NWE,,MIA,L 10-24
3,1989,1989-09-24,3,24.072,NWE,,SEA,L 3-24
4,1989,1989-10-01,4,24.079,NWE,@,BUF,L 10-31
5,1989,1989-10-08,5,24.086,NWE,,HOU,W 23-13
6,1989,1989-10-15,6,24.093,NWE,@,ATL,L 15-16
7,1989,1989-10-22,7,24.100,NWE,@,SFO,L 20-37
8,1989,1989-10-29,8,24.107,NWE,@,IND,W 23-20
9,1989,1989-11-05,9,24.114,NWE,,NYJ,L 26-27
10,1989,1989-11-12,10,24.121,NWE,,NOR,L 24-28
11,1989,1989-11-19,11,24.128,NWE,,BUF,W 33-24
12,1989,1989-11-26,12,24.135,NWE,@,RAI,L 21-24
13,1989,1989-12-03,13,24.142,NWE,,IND,W 22-16
14,1989,1989-12-10,14,24.149,NWE,@,MIA,L 10-31
15,1989,1989-12-17,15,24.156,NWE,@,PIT,L 10-28
16,1989,1989-12-24,16,24.163,NWE,,RAM,L 20-24
17,1990,1990-12-09,13,25.148,NWE,@,PIT,L 3-24
18,1990,1990-12-15,14,25.154,NWE,,WAS,L 10-25
19,1990,1990-12-23,15,25.162,NWE,@,NYJ,L 7-42
20,1990,1990-12-30,16,25.169,NWE,,NYG,L 10-13
21,1992,1992-10-25,7,27.103,GNB,,CHI,L 10-30
