ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1962,1962-10-21,6,23.221,MIN,@,RAM,W 38-14,0,0,,0,0,0,1,0,0
2,1963,1963-10-13,5,24.213,MIN,,GNB,L 28-37,0,0,,0,0,0,1,7,0
3,1965,1965-10-17,5,26.217,RAM,,SFO,L 21-45,0,0,,0,0,0,1,0,0
4,1965,1965-12-05,12,26.266,RAM,@,STL,W 27-3,0,0,,0,0,0,1,0,0
5,1966,1966-09-11,1,27.181,RAM,@,ATL,W 19-14,0,0,,0,0,0,1,0,0
6,1966,1966-09-30,4,27.200,RAM,,SFO,W 34-3,0,0,,0,0,0,1,0,0
7,1966,1966-11-27,12,27.258,RAM,@,BAL,W 23-7,1,3,3.00,0,0,0,1,11,0
8,1966,1966-12-04,13,27.265,RAM,,DET,W 23-3,0,0,,0,1,6,2,48,1
9,1967,1967-09-17,1,28.187,RAM,@,NOR,W 27-13,0,0,,0,0,0,1,10,0
10,1967,1967-10-29,7,28.229,RAM,@,CHI,W 28-17,0,0,,0,0,0,1,8,0
