ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1974,1974-09-15,1,21.337,DAL,@,ATL,W 24-0,2,-3,-1.50,0,1,3,3.00,0,0,0,,0,0,0
2,1974,1974-09-23,2,21.345,DAL,@,PHI,L 10-13,,,,,,,,,,,,,,
3,1974,1974-09-29,3,21.351,DAL,,NYG,L 6-14,1,2,2.00,0,3,22,7.33,0,0,0,,0,0,0
4,1974,1974-10-06,4,21.358,DAL,,MIN,L 21-23,0,0,,0,0,0,,0,3,44,14.67,0,0,0
5,1974,1974-10-13,5,22.000,DAL,@,STL,L 28-31,0,0,,0,0,0,,0,2,56,28.00,0,0,0
6,1974,1974-10-20,6,22.007,DAL,,PHI,W 31-24,0,0,,0,0,0,,0,2,45,22.50,0,0,0
7,1974,1974-10-27,7,22.014,DAL,@,NYG,W 21-7,1,4,4.00,0,0,0,,0,0,0,,0,0,0
8,1974,1974-11-03,8,22.021,DAL,,STL,W 17-14,1,1,1.00,0,1,3,3.00,0,0,0,,0,0,0
9,1974,1974-11-10,9,22.028,DAL,,SFO,W 20-14,,,,,,,,,,,,,,
10,1974,1974-11-17,10,22.035,DAL,@,WAS,L 21-28,,,,,,,,,,,,,,
11,1974,1974-11-24,11,22.042,DAL,@,HOU,W 10-0,8,73,9.13,0,1,12,12.00,0,1,16,16.00,0,0,0
12,1974,1974-11-28,12,22.046,DAL,,WAS,W 24-23,6,22,3.67,0,2,23,11.50,0,0,0,,0,0,0
13,1974,1974-12-07,13,22.055,DAL,,CLE,W 41-17,6,46,7.67,0,1,3,3.00,0,0,0,,0,0,0
14,1974,1974-12-14,14,22.062,DAL,@,OAK,L 23-27,8,60,7.50,0,2,7,3.50,0,0,0,,0,0,0
15,1975,1975-09-28,2,22.350,DAL,,STL,W 37-31,1,1,1.00,1,0,0,,0,0,0,,0,1,6
16,1975,1975-10-06,3,22.358,DAL,@,DET,W 36-10,6,39,6.50,1,1,42,42.00,1,0,0,,0,2,12
17,1975,1975-10-12,4,22.364,DAL,@,NYG,W 13-7,27,93,3.44,0,1,8,8.00,0,0,0,,0,0,0
18,1975,1975-10-26,6,23.013,DAL,@,PHI,W 20-17,0,0,,0,4,28,7.00,0,0,0,,0,0,0
19,1975,1975-11-02,7,23.020,DAL,@,WAS,L 24-30,1,3,3.00,0,2,10,5.00,0,0,0,,0,0,0
20,1975,1975-11-10,8,23.028,DAL,,KAN,L 31-34,4,28,7.00,0,2,18,9.00,0,0,0,,0,0,0
21,1975,1975-11-16,9,23.034,DAL,@,NWE,W 34-31,1,5,5.00,0,1,5,5.00,0,2,29,14.50,0,0,0
22,1975,1975-11-23,10,23.041,DAL,,PHI,W 27-17,,,,,,,,,,,,,,
23,1975,1975-11-30,11,23.048,DAL,,NYG,W 14-3,0,0,,0,2,17,8.50,0,1,25,25.00,0,0,0
24,1975,1975-12-07,12,23.055,DAL,@,STL,L 17-31,0,0,,0,4,42,10.50,0,0,0,,0,0,0
25,1975,1975-12-13,13,23.061,DAL,,WAS,W 31-10,2,7,3.50,0,1,14,14.00,0,0,0,,0,0,0
26,1975,1975-12-21,14,23.069,DAL,@,NYJ,W 31-21,8,49,6.13,0,0,0,,0,0,0,,0,0,0
27,1976,1976-09-12,1,23.335,DAL,,PHI,W 27-7,9,16,1.78,0,1,3,3.00,0,0,0,,0,0,0
28,1976,1976-09-19,2,23.342,DAL,@,NOR,W 24-6,4,41,10.25,0,1,19,19.00,0,0,0,,0,0,0
29,1976,1976-09-26,3,23.349,DAL,,BAL,W 30-27,7,26,3.71,0,1,12,12.00,0,0,0,,0,0,0
30,1976,1976-10-03,4,23.356,DAL,@,SEA,W 28-13,4,34,8.50,0,2,31,15.50,1,0,0,,0,1,6
31,1976,1976-10-10,5,23.363,DAL,@,NYG,W 24-14,12,43,3.58,0,2,28,14.00,0,0,0,,0,0,0
32,1976,1976-10-17,6,24.004,DAL,@,STL,L 17-21,7,25,3.57,0,1,11,11.00,0,0,0,,0,0,0
33,1976,1976-10-24,7,24.011,DAL,,CHI,W 31-21,2,5,2.50,0,0,0,,0,0,0,,0,0,0
34,1976,1976-11-15,10,24.033,DAL,,BUF,W 17-10,1,0,0.00,0,1,2,2.00,0,0,0,,0,0,0
35,1976,1976-11-25,12,24.043,DAL,,STL,W 19-14,,,,,,,,,,,,,,
36,1976,1976-12-05,13,24.053,DAL,@,PHI,W 26-7,0,0,,0,2,28,14.00,0,0,0,,0,0,0
37,1976,1976-12-12,14,24.060,DAL,,WAS,L 14-27,2,18,9.00,0,0,0,,0,0,0,,0,0,0
