ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1987,1987-09-13,1,26.028,KAN,,SDG,W 20-13,21,105,5.00,1,,0,0,,0,,,1,6
2,1987,1987-09-20,2,26.035,KAN,@,SEA,L 14-43,11,30,2.73,0,,3,15,5.00,0,,,0,0
3,1987,1987-10-25,6,26.070,KAN,@,SDG,L 21-42,8,44,5.50,1,,4,45,11.25,0,,,1,6
4,1987,1987-11-01,7,26.077,KAN,@,CHI,L 28-31,22,93,4.23,0,,0,0,,0,,,0,0
5,1987,1987-11-08,8,26.084,KAN,,PIT,L 16-17,19,72,3.79,0,,1,7,7.00,0,,,0,0
6,1987,1987-11-15,9,26.091,KAN,,NYJ,L 9-16,13,58,4.46,0,,1,8,8.00,0,,,0,0
7,1987,1987-11-22,10,26.098,KAN,,GNB,L 3-23,15,67,4.47,0,,3,20,6.67,0,,,0,0
8,1987,1987-11-26,11,26.102,KAN,@,DET,W 27-20,14,58,4.14,0,,4,25,6.25,0,,,0,0
9,1987,1987-12-06,12,26.112,KAN,@,CIN,L 27-30,8,22,2.75,1,,2,12,6.00,0,,,1,6
10,1987,1987-12-13,13,26.119,KAN,,RAI,W 16-10,13,48,3.69,0,,1,4,4.00,0,,,0,0
11,1987,1987-12-19,14,26.125,KAN,@,DEN,L 17-20,1,0,0.00,0,,3,24,8.00,0,,,0,0
12,1987,1987-12-27,15,26.133,KAN,,SEA,W 41-20,12,63,5.25,0,,2,9,4.50,0,,,0,0
13,1988,1988-10-02,5,27.047,KAN,@,NYJ,T 17-17,12,51,4.25,0,,0,0,,0,,,0,0
14,1988,1988-10-16,7,27.061,KAN,,RAI,L 17-27,10,55,5.50,0,,0,0,,0,,,0,0
15,1988,1988-10-23,8,27.068,KAN,,DET,L 6-7,9,33,3.67,0,,2,17,8.50,0,,,0,0
16,1988,1988-10-30,9,27.075,KAN,@,RAI,L 10-17,9,32,3.56,0,,1,4,4.00,0,,,0,0
