ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
17,1988,1988-11-06,10,27.082,KAN,@,DEN,L 11-17,7,22,3.14,0,,1,8,8.00,0,,,0,0
18,1988,1988-11-13,11,27.089,KAN,,CIN,W 31-28,16,102,6.38,1,,0,0,,0,,,1,6
19,1988,1988-11-20,12,27.096,KAN,,SEA,W 27-24,17,52,3.06,1,,1,5,5.00,0,,,1,6
20,1988,1988-11-27,13,27.103,KAN,@,PIT,L 10-16,9,58,6.44,0,,2,9,4.50,0,,,0,0
21,1988,1988-12-04,14,27.110,KAN,,NYJ,W 38-34,16,68,4.25,1,,1,8,8.00,0,,,1,6
22,1989,1989-09-10,1,28.025,KAN,@,DEN,L 20-34,5,23,4.60,0,,0,0,,0,,,0,0
23,1989,1989-09-17,2,28.032,KAN,,RAI,W 24-19,27,95,3.52,2,,0,0,,0,,,2,12
24,1989,1989-09-24,3,28.039,KAN,@,SDG,L 6-21,16,112,7.00,0,,0,0,,0,,,0,0
25,1989,1989-10-01,4,28.046,KAN,,CIN,L 17-21,25,101,4.04,1,,0,0,,0,,,1,6
26,1989,1989-10-08,5,28.053,KAN,@,SEA,W 20-16,30,156,5.20,1,,0,0,,0,,,1,6
27,1989,1989-10-15,6,28.060,KAN,@,RAI,L 14-20,18,52,2.89,1,,1,8,8.00,0,,,1,6
28,1989,1989-10-22,7,28.067,KAN,,DAL,W 36-28,33,170,5.15,2,,0,0,,0,,,2,12
29,1989,1989-10-29,8,28.074,KAN,@,PIT,L 17-23,23,101,4.39,0,,1,4,4.00,0,,,0,0
30,1989,1989-11-05,9,28.081,KAN,,SEA,W 20-10,37,126,3.41,1,,0,0,,0,,,1,6
31,1989,1989-11-19,11,28.095,KAN,@,CLE,T 10-10,21,40,1.90,0,,0,0,,0,,,0,0
32,1989,1989-11-26,12,28.102,KAN,,HOU,W 34-0,21,67,3.19,1,,0,0,,0,,,1,6
33,1989,1989-12-03,13,28.109,KAN,,MIA,W 26-21,32,148,4.63,1,,0,0,,0,,,1,6
34,1989,1989-12-10,14,28.116,KAN,@,GNB,W 21-3,38,131,3.45,1,,0,0,,0,,,1,6
35,1989,1989-12-17,15,28.123,KAN,,SDG,L 13-20,18,60,3.33,0,,0,0,,0,,,0,0
36,1989,1989-12-24,16,28.130,KAN,@,MIA,W 27-24,26,98,3.77,1,,0,0,,0,,,1,6
37,1990,1990-09-09,1,29.024,KAN,,MIN,W 24-21,28,92,3.29,1,,0,0,,0,,,1,6
38,1990,1990-09-17,2,29.032,KAN,@,DEN,L 23-24,20,69,3.45,0,,1,7,7.00,0,,,0,0
39,1990,1990-09-23,3,29.038,KAN,@,GNB,W 17-3,23,122,5.30,1,,0,0,,0,,,1,6
40,1990,1990-09-30,4,29.045,KAN,,CLE,W 34-0,17,41,2.41,0,,0,0,,0,,,0,0
41,1990,1990-10-07,5,29.052,KAN,@,IND,L 19-23,23,69,3.00,0,,1,8,8.00,0,,,0,0
42,1990,1990-10-14,6,29.059,KAN,,DET,W 43-24,23,91,3.96,2,,0,0,,0,,,2,12
43,1990,1990-10-21,7,29.066,KAN,@,SEA,L 7-19,11,31,2.82,0,,0,0,,0,,,0,0
44,1990,1990-11-04,8,29.080,KAN,,RAI,W 9-7,17,41,2.41,0,,1,3,3.00,0,,,0,0
45,1990,1990-11-11,9,29.087,KAN,,SEA,L 16-17,21,85,4.05,0,,0,0,,0,,,0,0
46,1990,1990-11-18,10,29.094,KAN,,SDG,W 27-10,15,43,2.87,0,,0,0,,0,,,0,0
47,1990,1990-11-25,11,29.101,KAN,@,RAI,W 27-24,9,30,3.33,0,,0,0,,0,,,0,0
48,1990,1990-12-02,12,29.108,KAN,@,NWE,W 37-7,11,5,0.45,2,,0,0,,0,,,2,12
49,1990,1990-12-09,13,29.115,KAN,,DEN,W 31-20,10,32,3.20,0,,1,5,5.00,0,,,0,0
50,1990,1990-12-29,16,29.135,KAN,@,CHI,W 21-10,17,54,3.18,1,,0,0,,0,,,1,6
51,1991,1991-09-01,1,30.016,KAN,,ATL,W 14-3,22,143,6.50,1,,0,0,,0,,,1,6
52,1991,1991-09-08,2,30.023,KAN,,NOR,L 10-17,11,27,2.45,0,,0,0,,0,,,0,0
53,1991,1991-09-16,3,30.031,KAN,@,HOU,L 7-17,17,75,4.41,1,,0,0,,0,,,1,6
54,1991,1991-09-22,4,30.037,KAN,,SEA,W 20-13,16,79,4.94,0,,1,10,10.00,0,,,0,0
55,1991,1991-09-29,5,30.044,KAN,@,SDG,W 14-13,19,65,3.42,1,,1,11,11.00,0,,,1,6
56,1991,1991-10-07,6,30.052,KAN,,BUF,W 33-6,29,122,4.21,2,,0,0,,0,,,2,12
57,1991,1991-10-13,7,30.058,KAN,,MIA,W 42-7,23,153,6.65,2,,0,0,,0,,,2,12
58,1991,1991-10-20,8,30.065,KAN,@,DEN,L 16-19,15,35,2.33,0,,0,0,,0,,,0,0
59,1991,1991-10-28,9,30.073,KAN,,RAI,W 24-21,17,62,3.65,1,,0,0,,0,,,1,6
60,1991,1991-11-10,10,30.086,KAN,@,RAM,W 27-20,15,96,6.40,0,,0,0,,0,,,0,0
61,1991,1991-11-17,11,30.093,KAN,,DEN,L 20-24,17,83,4.88,1,,0,0,,0,,,1,6
62,1991,1991-11-24,12,30.100,KAN,@,CLE,L 15-20,13,33,2.54,0,,0,0,,0,,,0,0
63,1991,1991-12-01,13,30.107,KAN,@,SEA,W 19-6,3,26,8.67,0,,1,13,13.00,0,,,0,0
64,1991,1991-12-22,16,30.128,KAN,@,RAI,W 27-21,8,32,4.00,0,,0,0,,0,,,0,0
65,1992,1992-09-13,2,31.028,KAN,,SEA,W 26-7,18,63,3.50,0,,0,0,,0,0.0%,,0,0
66,1992,1992-09-20,3,31.035,KAN,@,HOU,L 20-23,8,17,2.13,0,,0,0,,0,0.0%,,0,0
67,1992,1992-09-28,4,31.043,KAN,,RAI,W 27-7,8,35,4.38,0,,0,0,,0,0.0%,,0,0
68,1992,1992-10-04,5,31.049,KAN,@,DEN,L 19-20,4,4,1.00,0,,0,0,,0,0.0%,,0,0
69,1992,1992-10-11,6,31.056,KAN,,PHI,W 24-17,16,48,3.00,0,,0,0,,0,0.0%,,0,0
70,1992,1992-10-18,7,31.063,KAN,@,DAL,L 10-17,5,17,3.40,0,,0,0,,0,0.0%,,0,0
71,1992,1992-10-25,8,31.070,KAN,,PIT,L 3-27,11,73,6.64,0,,0,0,,0,0.0%,,0,0
72,1992,1992-11-08,9,31.084,KAN,,SDG,W 16-14,19,38,2.00,1,3,0,0,,0,0.0%,0.00,1,6
73,1992,1992-11-15,10,31.091,KAN,,WAS,W 35-16,8,7,0.88,2,,0,0,,0,0.0%,,2,12
74,1992,1992-11-22,11,31.098,KAN,@,SEA,W 24-14,3,7,2.33,0,,0,0,,0,0.0%,,0,0
75,1992,1992-11-29,12,31.105,KAN,@,NYJ,W 23-7,4,10,2.50,0,,0,0,,0,0.0%,,0,0
76,1992,1992-12-06,13,31.112,KAN,@,RAI,L 7-28,1,-1,-1.00,0,,0,0,,0,0.0%,,0,0
77,1992,1992-12-13,14,31.119,KAN,,NWE,W 27-20,27,86,3.19,1,1,1,5,5.00,0,100.0%,5.00,1,6
78,1992,1992-12-19,15,31.125,KAN,@,NYG,L 21-35,11,36,3.27,1,,0,0,,0,0.0%,,1,6
79,1992,1992-12-27,16,31.133,KAN,,DEN,W 42-20,1,8,8.00,1,,0,0,,0,0.0%,,1,6
