ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1967,1967-10-08,4,22.006,DET,,GNB,L 17-27,0,0,,0,1,0,0.00,0,0,0,0,0,0
2,1967,1967-11-19,10,22.048,DET,@,BAL,L 7-41,2,27,13.50,0,0,0,,0,0,0,0,0,0
3,1968,1968-09-22,2,22.356,DET,,CHI,W 42-0,0,0,,0,0,0,,0,0,0,3,25,0
4,1968,1968-11-24,11,23.053,DET,,NOR,T 20-20,0,0,,0,0,0,,0,0,0,1,11,0
5,1968,1968-12-15,14,23.074,DET,@,WAS,L 3-14,0,0,,0,0,0,,0,0,0,1,14,0
6,1969,1969-10-05,3,24.003,DET,@,CLE,W 28-21,0,0,,0,0,0,,0,0,0,1,0,0
7,1969,1969-11-02,7,24.031,DET,@,SFO,W 26-14,0,0,,0,0,0,,0,0,0,1,25,0
8,1969,1969-12-21,14,24.080,DET,@,CHI,W 20-3,0,0,,0,0,0,,0,0,0,1,19,0
9,1970,1970-09-20,1,24.353,DET,@,GNB,W 40-0,,,,,,,,,,,,,
10,1970,1970-09-27,2,24.360,DET,,CIN,W 38-3,,,,,,,,,,,,,
11,1970,1970-10-05,3,25.003,DET,,CHI,W 28-14,,,,,,,,,,,,,
12,1970,1970-10-11,4,25.009,DET,@,WAS,L 10-31,,,,,,,,,,,,,
13,1970,1970-10-18,5,25.016,DET,@,CLE,W 41-24,0,0,,0,0,0,,0,1,6,2,32,1
14,1970,1970-10-25,6,25.023,DET,@,CHI,W 16-10,,,,,,,,,,,,,
15,1970,1970-11-01,7,25.030,DET,,MIN,L 17-30,0,0,,0,0,0,,0,0,0,1,12,0
16,1970,1970-11-08,8,25.037,DET,@,NOR,L 17-19,,,,,,,,,,,,,
17,1970,1970-11-15,9,25.044,DET,@,MIN,L 20-24,0,0,,0,0,0,,0,0,0,1,8,0
18,1970,1970-11-22,10,25.051,DET,,SFO,W 28-7,0,0,,0,0,0,,0,0,0,1,0,0
19,1970,1970-11-26,11,25.055,DET,,OAK,W 28-14,,,,,,,,,,,,,
20,1970,1970-12-06,12,25.065,DET,,STL,W 16-3,,,,,,,,,,,,,
21,1970,1970-12-14,13,25.073,DET,@,RAM,W 28-23,,,,,,,,,,,,,
22,1970,1970-12-20,14,25.079,DET,,GNB,W 20-0,,,,,,,,,,,,,
23,1971,1971-09-20,1,25.353,DET,,MIN,L 13-16,,,,,,,,,,,,,
24,1971,1971-09-26,2,25.359,DET,@,NWE,W 34-7,,,,,,,,,,,,,
25,1971,1971-10-03,3,26.001,DET,,ATL,W 41-38,,,,,,,,,,,,,
26,1971,1971-10-10,4,26.008,DET,,GNB,W 31-28,0,0,,0,0,0,,0,0,0,1,16,0
27,1971,1971-10-17,5,26.015,DET,@,HOU,W 31-7,,,,,,,,,,,,,
28,1971,1971-10-24,6,26.022,DET,,CHI,L 23-28,,,,,,,,,,,,,
29,1971,1971-11-01,7,26.030,DET,@,GNB,T 14-14,,,,,,,,,,,,,
30,1971,1971-11-07,8,26.036,DET,@,DEN,W 24-20,,,,,,,,,,,,,
31,1971,1971-11-14,9,26.043,DET,,RAM,L 13-21,,,,,,,,,,,,,
32,1971,1971-11-21,10,26.050,DET,@,CHI,W 28-3,,,,,,,,,,,,,
33,1971,1971-11-25,11,26.054,DET,,KAN,W 32-21,,,,,,,,,,,,,
34,1971,1971-12-05,12,26.064,DET,,PHI,L 20-23,,,,,,,,,,,,,
35,1971,1971-12-11,13,26.070,DET,@,MIN,L 10-29,,,,,,,,,,,,,
36,1971,1971-12-19,14,26.078,DET,@,SFO,L 27-31,,,,,,,,,,,,,
37,1972,1972-09-17,1,26.351,DET,,NYG,W 30-16,,,,,,,,,,,,,
38,1972,1972-09-24,2,26.358,DET,,MIN,L 10-34,,,,,,,,,,,,,
39,1972,1972-10-01,3,26.365,DET,@,CHI,W 38-24,,,,,,,,,,,,,
40,1972,1972-10-08,4,27.006,DET,@,ATL,W 26-23,,,,,,,,,,,,,
41,1972,1972-10-16,5,27.014,DET,,GNB,L 23-24,,,,,,,,,,,,,
42,1972,1972-10-22,6,27.020,DET,,SDG,W 34-20,,,,,,,,,,,,,
43,1972,1972-10-30,7,27.028,DET,@,DAL,L 24-28,,,,,,,,,,,,,
44,1972,1972-11-05,8,27.034,DET,,CHI,W 14-0,,,,,,,,,,,,,
45,1972,1972-11-12,9,27.041,DET,@,MIN,L 14-16,,,,,,,,,,,,,
46,1972,1972-11-19,10,27.048,DET,,NOR,W 27-14,,,,,,,,,,,,,
47,1972,1972-11-23,11,27.052,DET,,NYJ,W 37-20,,,,,,,,,,,,,
48,1972,1972-12-03,12,27.062,DET,@,GNB,L 7-33,,,,,,,,,,,,,
49,1972,1972-12-10,13,27.069,DET,@,BUF,T 21-21,,,,,,,,,,,,,
50,1972,1972-12-17,14,27.076,DET,@,RAM,W 34-17,,,,,,,,,,,,,
51,1973,1973-10-01,3,27.364,DET,,ATL,W 31-6,0,0,,0,0,0,,0,0,0,1,8,0
52,1973,1973-10-07,4,28.005,DET,,MIN,L 9-23,,,,,,,,,,,,,
53,1973,1973-10-14,5,28.012,DET,@,NOR,L 13-20,,,,,,,,,,,,,
54,1973,1973-10-21,6,28.019,DET,,BAL,L 27-29,,,,,,,,,,,,,
55,1973,1973-10-28,7,28.026,DET,,GNB,W 34-0,,,,,,,,,,,,,
56,1973,1973-11-04,8,28.033,DET,,SFO,W 30-20,0,0,,0,0,0,,0,0,0,1,12,0
57,1973,1973-11-11,9,28.040,DET,@,MIN,L 7-28,,,,,,,,,,,,,
58,1973,1973-11-18,10,28.047,DET,@,CHI,W 30-7,,,,,,,,,,,,,
59,1973,1973-11-22,11,28.051,DET,,WAS,L 0-20,,,,,,,,,,,,,
60,1973,1973-12-02,12,28.061,DET,@,STL,W 20-16,,,,,,,,,,,,,
61,1973,1973-12-09,13,28.068,DET,,CHI,W 40-7,,,,,,,,,,,,,
62,1973,1973-12-15,14,28.074,DET,@,MIA,L 7-34,,,,,,,,,,,,,
63,1975,1975-09-21,1,29.354,DET,@,GNB,W 30-16,,,,,,,,,,,,,
64,1975,1975-09-28,2,29.361,DET,@,ATL,W 17-14,,,,,,,,,,,,,
65,1975,1975-10-06,3,30.004,DET,,DAL,L 10-36,,,,,,,,,,,,,
66,1975,1975-10-12,4,30.010,DET,,CHI,W 27-7,,,,,,,,,,,,,
67,1975,1975-10-19,5,30.017,DET,@,MIN,L 19-25,,,,,,,,,,,,,
68,1975,1975-11-02,7,30.031,DET,@,SFO,W 28-17,,,,,,,,,,,,,
69,1975,1975-11-09,8,30.038,DET,,CLE,W 21-10,,,,,,,,,,,,,
70,1975,1975-11-16,9,30.045,DET,,GNB,W 13-10,,,,,,,,,,,,,
71,1975,1975-11-23,10,30.052,DET,@,KAN,L 21-24,,,,,,,,,,,,,
72,1975,1975-11-27,11,30.056,DET,,RAM,L 0-20,,,,,,,,,,,,,
73,1975,1975-12-07,12,30.066,DET,@,CHI,L 21-25,3,42,14.00,0,0,0,,0,0,0,0,0,0
74,1975,1975-12-14,13,30.073,DET,,MIN,W 17-10,0,0,,0,0,0,,0,0,0,1,23,0
75,1975,1975-12-21,14,30.080,DET,,STL,L 13-24,,,,,,,,,,,,,
76,1976,1976-09-12,1,30.346,HOU,,TAM,W 20-0,,,,,,,,,,,,,
77,1976,1976-09-19,2,30.353,HOU,@,BUF,W 13-3,,,,,,,,,,,,,
78,1976,1976-09-26,3,30.360,HOU,,OAK,L 13-14,,,,,,,,,,,,,
79,1976,1976-10-03,4,31.001,HOU,@,NOR,W 31-26,,,,,,,,,,,,,
80,1977,1977-09-18,1,31.351,HOU,,NYJ,W 20-0,,,,,,,,,,,,,
81,1977,1977-09-25,2,31.358,HOU,@,GNB,W 16-10,,,,,,,,,,,,,
82,1977,1977-10-02,3,32.000,HOU,@,MIA,L 7-27,,,,,,,,,,,,,
83,1977,1977-10-09,4,32.007,HOU,,PIT,W 27-10,,,,,,,,,,,,,
84,1977,1977-10-16,5,32.014,HOU,,CLE,L 23-24,,,,,,,,,,,,,
85,1977,1977-10-23,6,32.021,HOU,@,PIT,L 10-27,,,,,,,,,,,,,
86,1977,1977-10-30,7,32.028,HOU,@,CIN,L 10-13,,,,,,,,,,,,,
87,1977,1977-11-06,8,32.035,HOU,,CHI,W 47-0,,,,,,,,,,,,,
88,1977,1977-11-13,9,32.042,HOU,@,OAK,L 29-34,,,,,,,,,,,,,
89,1977,1977-11-20,10,32.049,HOU,@,SEA,W 22-10,,,,,,,,,,,,,
90,1977,1977-11-27,11,32.056,HOU,,KAN,W 34-20,,,,,,,,,,,,,
