ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2006,2006-09-17,2,21.195,NWE,@,NYJ,W 24-17,,3,2,42,21.00,1,66.7%,14.00,0,0,,0,0,0,,0,0,0,,0,1,6
2,2006,2006-10-01,4,21.209,NWE,@,CIN,W 38-13,,2,2,9,4.50,0,100.0%,4.50,1,10,10.00,0,0,0,,0,0,0,,0,0,0
3,2006,2006-10-08,5,21.216,NWE,,MIA,W 20-10,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0
4,2006,2006-10-22,6,21.230,NWE,@,BUF,W 28-6,,2,1,35,35.00,1,50.0%,17.50,1,14,14.00,0,0,0,,0,0,0,,0,1,6
5,2006,2006-10-30,7,21.238,NWE,@,MIN,W 31-7,,2,1,10,10.00,1,50.0%,5.00,0,0,,0,0,0,,0,1,11,11.00,0,1,6
6,2006,2006-11-05,8,21.244,NWE,,IND,L 20-27,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,0
7,2006,2006-11-12,9,21.251,NWE,,NYJ,L 14-17,,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,0
8,2006,2006-11-19,10,21.258,NWE,@,GNB,W 35-0,,1,1,21,21.00,0,100.0%,21.00,0,0,,0,1,21,21.00,0,0,0,,0,0,0
9,2006,2006-11-26,11,21.265,NWE,,CHI,W 17-13,,2,0,0,,0,0.0%,0.00,1,-8,-8.00,0,0,0,,0,0,0,,0,0,0
10,2006,2006-12-17,14,21.286,NWE,,HOU,W 40-7,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
11,2006,2006-12-24,15,21.293,NWE,@,JAX,W 24-21,,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,,0,0,0,,0,0,0
12,2006,2006-12-31,16,21.300,NWE,@,TEN,W 40-23,,2,2,23,11.50,0,100.0%,11.50,1,6,6.00,0,0,0,,0,2,65,32.50,0,0,0
13,2007,2007-11-18,10,22.257,NWE,@,BUF,W 56-10,,0,0,0,,0,0.0%,,0,0,,0,1,15,15.00,0,0,0,,0,0,0
14,2007,2007-12-09,13,22.278,NWE,,PIT,W 34-13,,0,0,0,,0,0.0%,,0,0,,0,4,70,17.50,0,2,7,3.50,0,0,0
15,2008,2008-11-23,11,23.262,DEN,,OAK,L 10-31,,,,,,,0.0%,,,,,,,,,,,,,,,
16,2008,2008-11-30,12,23.269,DEN,@,NYJ,W 34-17,,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0,,0,0,0
17,2008,2008-12-07,13,23.276,DEN,,KAN,W 24-17,,,,,,,0.0%,,,,,,,,,,,,,,,
18,2008,2008-12-28,16,23.297,DEN,@,SDG,L 21-52,,0,0,0,,0,0.0%,,0,0,,0,8,162,20.25,0,0,0,,0,0,0
