ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1970,1970-09-20,1,25.058,KAN,@,MIN,L 10-27,,,,
2,1970,1970-09-28,2,25.066,KAN,@,BAL,W 44-24,,,,
3,1970,1970-10-04,3,25.072,KAN,@,DEN,L 13-26,,,,
4,1970,1970-10-11,4,25.079,KAN,,BOS,W 23-10,,,,
5,1970,1970-10-18,5,25.086,KAN,@,CIN,W 27-19,,,,
6,1970,1970-10-25,6,25.093,KAN,,DAL,L 16-27,,,,
7,1970,1970-11-01,7,25.100,KAN,,OAK,T 17-17,,,,
8,1970,1970-11-08,8,25.107,KAN,,HOU,W 24-9,,,,
9,1970,1970-11-15,9,25.114,KAN,@,PIT,W 31-14,,,,
10,1970,1970-11-22,10,25.121,KAN,,STL,T 6-6,,,,
11,1970,1970-11-29,11,25.128,KAN,,SDG,W 26-14,,,,
12,1970,1970-12-12,13,25.141,KAN,@,OAK,L 6-20,,,,
13,1970,1970-12-20,14,25.149,KAN,@,SDG,L 13-31,,,,
14,1971,1971-09-19,1,26.057,KAN,@,SDG,L 14-21,,,,
15,1971,1971-10-24,6,26.092,KAN,,WAS,W 27-20,,,,
16,1971,1971-10-31,7,26.099,KAN,@,OAK,T 20-20,,,,
17,1971,1971-11-07,8,26.106,KAN,@,NYJ,L 10-13,,,,
18,1971,1971-11-14,9,26.113,KAN,,CLE,W 13-7,,,,
19,1971,1971-11-21,10,26.120,KAN,,DEN,W 28-10,,,,
20,1971,1971-11-25,11,26.124,KAN,@,DET,L 21-32,,,,
21,1971,1971-12-06,12,26.135,KAN,@,SFO,W 26-17,,,,
22,1971,1971-12-12,13,26.141,KAN,,OAK,W 16-14,,,,
23,1972,1972-09-17,1,27.055,KAN,,MIA,L 10-20,,,,
24,1972,1972-09-25,2,27.063,KAN,@,NOR,W 20-17,,,,
25,1972,1972-10-01,3,27.069,KAN,@,DEN,W 45-24,,,,
26,1972,1972-10-08,4,27.076,KAN,@,CLE,W 31-7,,,,
27,1972,1972-10-15,5,27.083,KAN,,CIN,L 16-23,,,,
28,1972,1972-10-22,6,27.090,KAN,,PHI,L 20-21,,,,
29,1972,1972-10-29,7,27.097,KAN,@,SDG,W 26-14,,,,
30,1972,1972-11-05,8,27.104,KAN,,OAK,W 27-14,,,,
31,1972,1972-11-19,10,27.118,KAN,,SDG,L 17-27,,,,
32,1972,1972-11-26,11,27.125,KAN,@,OAK,L 3-26,,,,
33,1972,1972-12-03,12,27.132,KAN,,DEN,W 24-21,,,,
34,1972,1972-12-10,13,27.139,KAN,,BAL,W 24-10,,,,
35,1972,1972-12-17,14,27.146,KAN,@,ATL,W 17-14,,,,
36,1973,1973-09-16,1,28.054,KAN,,RAM,L 13-23,,,,
37,1973,1973-09-23,2,28.061,KAN,@,NWE,W 10-7,,,,
38,1973,1973-10-07,4,28.075,KAN,,DEN,W 16-14,,,,
39,1973,1973-10-14,5,28.082,KAN,@,GNB,T 10-10,,,,
40,1973,1973-10-21,6,28.089,KAN,@,CIN,L 6-14,1,-1,-1.00,0
41,1973,1973-10-29,7,28.097,KAN,@,BUF,L 14-23,,,,
42,1973,1973-11-04,8,28.103,KAN,@,SDG,W 19-0,,,,
43,1973,1973-11-12,9,28.111,KAN,,CHI,W 19-7,,,,
44,1973,1973-11-18,10,28.117,KAN,,HOU,W 38-14,,,,
45,1973,1973-11-25,11,28.124,KAN,@,DEN,L 10-14,,,,
46,1973,1973-12-02,12,28.131,KAN,,CLE,T 20-20,,,,
47,1973,1973-12-08,13,28.137,KAN,@,OAK,L 7-37,,,,
48,1973,1973-12-16,14,28.145,KAN,,SDG,W 33-6,,,,
