ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1991,1991-09-01,1,23.289,TAM,@,NYJ,L 13-16,,,2,84,42.00,1,,,0,0,,0,0,0,,0,1,6
2,1991,1991-09-08,2,23.296,TAM,,CHI,L 20-21,,,3,33,11.00,0,,,0,0,,0,0,0,,0,0,0
3,1991,1991-09-15,3,23.303,TAM,@,GNB,L 13-15,,,0,0,,0,,,0,0,,0,,,,,0,
4,1991,1991-09-22,4,23.310,TAM,,BUF,L 10-17,,,2,29,14.50,0,,,0,0,,0,0,0,,0,0,0
5,1991,1991-09-29,5,23.317,TAM,@,DET,L 3-31,,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0
6,1991,1991-10-06,6,23.324,TAM,,PHI,W 14-13,,,3,50,16.67,0,,,0,0,,0,0,0,,0,0,0
7,1991,1991-10-20,7,23.338,TAM,@,NOR,L 7-23,,,4,62,15.50,0,,,0,0,,0,0,0,,0,0,0
8,1991,1991-10-27,8,23.345,TAM,,GNB,L 0-27,,,4,54,13.50,0,,,0,0,,0,0,0,,0,0,0
9,1991,1991-11-03,9,23.352,TAM,@,MIN,L 13-28,,,5,87,17.40,0,,,0,0,,0,0,0,,0,0,0
10,1991,1991-11-10,10,23.359,TAM,,DET,W 30-21,,,5,61,12.20,0,,,0,0,,0,0,0,,0,0,0
11,1991,1991-11-17,11,24.001,TAM,@,ATL,L 7-43,,,6,84,14.00,1,,,0,0,,0,0,0,,0,1,6
12,1991,1991-11-24,12,24.008,TAM,,NYG,L 14-21,,,1,8,8.00,0,,,0,0,,0,0,0,,0,0,0
13,1991,1991-12-01,13,24.015,TAM,@,MIA,L 14-33,,,8,100,12.50,1,,,0,0,,0,0,0,,0,1,6
14,1991,1991-12-08,14,24.022,TAM,,MIN,L 24-26,,,4,85,21.25,0,,,0,0,,0,0,0,,0,0,0
15,1991,1991-12-14,15,24.028,TAM,@,CHI,L 0-27,,,4,36,9.00,0,,,0,0,,0,0,0,,0,0,0
16,1991,1991-12-22,16,24.036,TAM,,IND,W 17-3,,,3,39,13.00,0,,,1,9,9.00,1,0,0,,0,1,6
17,1992,1992-09-06,1,24.295,TAM,,PHO,W 23-7,,6,6,76,12.67,0,100.0%,12.67,0,0,,0,0,0,,0,0,0
18,1992,1992-09-13,2,24.302,TAM,,GNB,W 31-3,,5,5,107,21.40,0,100.0%,21.40,0,0,,0,0,0,,0,0,0
19,1992,1992-09-20,3,24.309,TAM,@,MIN,L 20-26,,2,1,14,14.00,1,50.0%,7.00,0,0,,0,0,0,,0,1,6
20,1992,1992-09-27,4,24.316,TAM,@,DET,W 27-23,,12,6,99,16.50,0,50.0%,8.25,0,0,,0,0,0,,0,0,0
21,1992,1992-10-04,5,24.323,TAM,,IND,L 14-24,,8,5,61,12.20,0,62.5%,7.63,0,0,,0,0,0,,0,0,0
