ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-09-13,1,22.063,RAM,@,HOU,L 16-20,,,,,,,,,,
2,1987,1987-09-20,2,22.070,RAM,,MIN,L 16-21,,,,,,,,,,
3,1987,1987-10-26,6,22.106,RAM,@,CLE,L 17-30,,,,,,,,,,
4,1987,1987-11-01,7,22.112,RAM,,SFO,L 10-31,,,,,,,,,,
5,1987,1987-11-08,8,22.119,RAM,,NOR,L 14-31,,,,,,,,,,
6,1987,1987-11-15,9,22.126,RAM,@,STL,W 27-24,,,,,,,,,,
7,1987,1987-11-23,10,22.134,RAM,@,WAS,W 30-26,,,,,,,,,,
8,1987,1987-11-29,11,22.140,RAM,,TAM,W 35-3,,,,,,,,,,
9,1987,1987-12-06,12,22.147,RAM,@,DET,W 37-16,,,,,,,,,,
10,1987,1987-12-13,13,22.154,RAM,,ATL,W 33-0,,,,,,,,,,
11,1987,1987-12-21,14,22.162,RAM,,DAL,L 21-29,,,,,,,,,,
12,1987,1987-12-27,15,22.168,RAM,@,SFO,L 0-48,,,,,,,,,,
13,1988,1988-09-04,1,23.054,RAM,@,GNB,W 34-7,0,0,,0,,,,,,
14,1988,1988-09-11,2,23.061,RAM,,DET,W 17-10,0,0,,0,,,,,,
15,1988,1988-09-18,3,23.068,RAM,@,RAI,W 22-17,0,0,,0,,,,,,
16,1988,1988-09-25,4,23.075,RAM,@,NYG,W 45-31,0,0,,0,,,,,,
17,1988,1988-10-02,5,23.082,RAM,,PHO,L 27-41,0,0,,0,,,,,,
18,1988,1988-10-09,6,23.089,RAM,@,ATL,W 33-0,0,0,,0,0,0,1.0,0,0,0
19,1988,1988-10-16,7,23.096,RAM,,SFO,L 21-24,0,0,,0,,,,,,
20,1988,1988-10-23,8,23.103,RAM,,SEA,W 31-10,0,0,,0,0,0,0.0,1,43,0
21,1988,1988-10-30,9,23.110,RAM,@,NOR,W 12-10,0,0,,0,0,0,0.0,1,18,0
22,1988,1988-11-06,10,23.117,RAM,@,PHI,L 24-30,0,0,,0,,,,,,
23,1988,1988-11-13,11,23.124,RAM,,NOR,L 10-14,0,0,,0,,,,,,
24,1988,1988-11-20,12,23.131,RAM,,SDG,L 24-38,0,0,,0,,,,,,
25,1988,1988-11-27,13,23.138,RAM,@,DEN,L 24-35,0,0,,0,,,,,,
26,1988,1988-12-05,14,23.146,RAM,,CHI,W 23-3,0,0,,0,,,,,,
27,1988,1988-12-11,15,23.152,RAM,,ATL,W 22-7,0,0,,0,,,,,,
28,1988,1988-12-18,16,23.159,RAM,@,SFO,W 38-16,1,0,0.00,0,0,0,0.0,0,0,0
29,1989,1989-09-10,1,24.060,RAM,@,ATL,W 31-21,,,,,,,,,,
30,1989,1989-09-17,2,24.067,RAM,,IND,W 31-17,,,,,,,,,,
31,1989,1989-09-24,3,24.074,RAM,,GNB,W 41-38,,,,,,,,,,
32,1989,1989-10-01,4,24.081,RAM,@,SFO,W 13-12,,,,,,,,,,
33,1989,1989-10-08,5,24.088,RAM,,ATL,W 26-14,,,,,,,,,,
34,1989,1989-10-16,6,24.096,RAM,@,BUF,L 20-23,,,,,,,,,,
35,1989,1989-10-22,7,24.102,RAM,,NOR,L 21-40,,,,,,,,,,
36,1989,1989-10-29,8,24.109,RAM,@,CHI,L 10-20,,,,,,,,,,
37,1989,1989-11-05,9,24.116,RAM,@,MIN,L 21-23,,,,,,,,,,
38,1989,1989-11-12,10,24.123,RAM,,NYG,W 31-10,,,,,,,,,,
39,1989,1989-11-19,11,24.130,RAM,,PHO,W 37-14,0,0,,0,1,6,0.0,1,41,1
40,1989,1989-11-26,12,24.137,RAM,@,NOR,W 20-17,,,,,,,,,,
41,1989,1989-12-03,13,24.144,RAM,@,DAL,W 35-31,,,,,,,,,,
42,1989,1989-12-11,14,24.152,RAM,,SFO,L 27-30,0,0,,0,0,0,0.0,1,35,0
43,1989,1989-12-17,15,24.158,RAM,,NYJ,W 38-14,,,,,,,,,,
44,1989,1989-12-24,16,24.165,RAM,@,NWE,W 24-20,,,,,,,,,,
45,1990,1990-09-09,1,25.059,RAM,@,GNB,L 24-36,,,,,,,,,,
46,1990,1990-09-16,2,25.066,RAM,@,TAM,W 35-14,,,,,,,,,,
47,1990,1990-09-23,3,25.073,RAM,,PHI,L 21-27,,,,,,,,,,
48,1990,1990-10-07,4,25.087,RAM,,CIN,L 31-34,,,,,,,,,,
49,1990,1990-10-14,5,25.094,RAM,@,CHI,L 9-38,,,,,,,,,,
50,1990,1990-10-21,6,25.101,RAM,,ATL,W 44-24,,,,,,,,,,
51,1990,1990-10-29,7,25.109,RAM,@,PIT,L 10-41,,,,,,,,,,
52,1990,1990-11-04,8,25.115,RAM,,HOU,W 17-13,,,,,,,,,,
53,1990,1990-11-11,9,25.122,RAM,,NYG,L 7-31,,,,,,,,,,
54,1990,1990-11-18,10,25.129,RAM,,DAL,L 21-24,,,,,,,,,,
55,1990,1990-11-25,11,25.136,RAM,@,SFO,W 28-17,,,,,,,,,,
56,1990,1990-12-02,12,25.143,RAM,@,CLE,W 38-23,,,,,,,,,,
57,1990,1990-12-09,13,25.150,RAM,,NOR,L 20-24,,,,,,,,,,
58,1990,1990-12-17,14,25.158,RAM,,SFO,L 10-26,,,,,,,,,,
59,1990,1990-12-23,15,25.164,RAM,@,ATL,L 13-20,,,,,,,,,,
60,1990,1990-12-31,16,25.172,RAM,@,NOR,L 17-20,,,,,,,,,,
61,1991,1991-09-01,1,26.051,RAM,,PHO,L 14-24,,,,,,,,,,
62,1991,1991-09-08,2,26.058,RAM,@,NYG,W 19-13,,,,,,,,,,
63,1991,1991-09-15,3,26.065,RAM,@,NOR,L 7-24,,,,,,,,,,
64,1991,1991-09-22,4,26.072,RAM,@,SFO,L 10-27,,,,,,,,,,
65,1991,1991-09-29,5,26.079,RAM,,GNB,W 23-21,,,,,,,,,,
66,1991,1991-10-13,6,26.093,RAM,,SDG,W 30-24,,,,,,,,,,
67,1991,1991-10-20,7,26.100,RAM,@,RAI,L 17-20,0,0,,0,0,0,1.0,0,0,0
68,1991,1991-10-27,8,26.107,RAM,@,ATL,L 14-31,,,,,,,,,,
69,1991,1991-11-03,9,26.114,RAM,,NOR,L 17-24,0,0,,0,0,0,0.0,1,8,0
70,1991,1991-11-10,10,26.121,RAM,,KAN,L 20-27,,,,,,,,,,
71,1991,1991-11-17,11,26.128,RAM,@,DET,L 10-21,,,,,,,,,,
72,1991,1991-11-25,12,26.136,RAM,,SFO,L 10-33,,,,,,,,,,
73,1991,1991-12-01,13,26.142,RAM,,WAS,L 6-27,,,,,,,,,,
74,1991,1991-12-08,14,26.149,RAM,,ATL,L 14-31,0,0,,0,0,0,0.0,1,0,0
75,1991,1991-12-15,15,26.156,RAM,@,MIN,L 14-20,,,,,,,,,,
76,1991,1991-12-22,16,26.163,RAM,@,SEA,L 9-23,,,,,,,,,,
77,1992,1992-09-06,1,27.056,RAM,@,BUF,L 7-40,,,,,,,,,,
78,1992,1992-09-13,2,27.063,RAM,,NWE,W 14-0,,,,,,,,,,
79,1992,1992-09-20,3,27.070,RAM,@,MIA,L 10-26,,,,,,,,,,
80,1992,1992-09-27,4,27.077,RAM,,NYJ,W 18-10,,,,,,,,,,
81,1992,1992-10-04,5,27.084,RAM,@,SFO,L 24-27,,,,,,,,,,
82,1992,1992-10-11,6,27.091,RAM,@,NOR,L 10-13,,,,,,,,,,
83,1992,1992-10-18,7,27.098,RAM,,NYG,W 38-17,,,,,,,,,,
84,1992,1992-12-06,13,27.147,RAM,@,TAM,W 31-27,,,,,,,,,,
85,1992,1992-12-13,14,27.154,RAM,,NOR,L 14-37,,,,,,,,,,
86,1992,1992-12-20,15,27.161,RAM,@,GNB,L 13-28,0,0,,0,0,0,2.0,0,0,0
87,1992,1992-12-27,16,27.168,RAM,,ATL,W 38-27,,,,,,,,,,
88,1993,1993-09-05,1,28.055,RAM,@,GNB,L 6-36,,,,,,,,,,
89,1993,1993-09-12,2,28.062,RAM,,PIT,W 27-0,,,,,,,,,,
90,1993,1993-09-19,3,28.069,RAM,@,NYG,L 10-20,0,0,,0,0,0,1.0,0,0,0
91,1993,1993-09-26,4,28.076,RAM,@,HOU,W 28-13,,,,,,,,,,
92,1993,1993-10-03,5,28.083,RAM,,NOR,L 6-37,,,,,,,,,,
93,1993,1993-10-14,6,28.094,RAM,@,ATL,L 24-30,,,,,,,,,,
94,1993,1993-10-24,7,28.104,RAM,,DET,L 13-16,,,,,,,,,,
95,1993,1993-10-31,8,28.111,RAM,@,SFO,L 17-40,,,,,,,,,,
96,1993,1993-11-14,9,28.125,RAM,,ATL,L 0-13,,,,,,,,,,
97,1993,1993-11-21,10,28.132,RAM,,WAS,W 10-6,0,0,,0,0,0,0.0,1,30,0
98,1993,1993-11-28,11,28.139,RAM,,SFO,L 10-35,,,,,,,,,,
99,1993,1993-12-05,12,28.146,RAM,@,PHO,L 10-38,,,,,,,,,,
100,1993,1993-12-12,13,28.153,RAM,@,NOR,W 23-20,,,,,,,,,,
101,1993,1993-12-19,14,28.160,RAM,@,CIN,L 3-15,,,,,,,,,,
102,1993,1993-12-26,15,28.167,RAM,,CLE,L 14-42,,,,,,,,,,
103,1993,1994-01-02,16,28.174,RAM,,CHI,W 20-6,,,,,,,,,,
104,1994,1994-09-04,1,29.054,MIA,,NWE,W 39-35,,,,,,,,,,
105,1994,1994-09-11,2,29.061,MIA,@,GNB,W 24-14,,,,,,,,,,
106,1994,1994-09-18,3,29.068,MIA,,NYJ,W 28-14,0,0,,0,0,0,0.0,1,0,0
107,1994,1994-09-25,4,29.075,MIA,@,MIN,L 35-38,,,,,,,,,,
108,1994,1994-10-02,5,29.082,MIA,@,CIN,W 23-7,,,,,,,,,,
109,1994,1994-10-09,6,29.089,MIA,@,BUF,L 11-21,0,0,,0,0,0,0.0,1,11,0
110,1994,1994-10-16,7,29.096,MIA,,RAI,W 20-17,,,,,,,,,,
111,1994,1994-10-30,8,29.110,MIA,@,NWE,W 23-3,,,,,,,,,,
112,1994,1994-11-06,9,29.117,MIA,,IND,W 22-21,,,,,,,,,,
113,1994,1994-11-13,10,29.124,MIA,,CHI,L 14-17,,,,,,,,,,
114,1994,1994-11-20,11,29.131,MIA,@,PIT,L 13-16,,,,,,,,,,
115,1994,1994-11-27,12,29.138,MIA,@,NYJ,W 28-24,,,,,,,,,,
116,1994,1994-12-04,13,29.145,MIA,,BUF,L 31-42,,,,,,,,,,
117,1994,1994-12-12,14,29.153,MIA,,KAN,W 45-28,,,,,,,,,,
118,1994,1994-12-18,15,29.159,MIA,@,IND,L 6-10,,,,,,,,,,
119,1994,1994-12-25,16,29.166,MIA,,DET,W 27-20,0,0,,0,0,0,0.0,1,0,0
120,1995,1995-09-03,1,30.053,MIA,,NYJ,W 52-14,,,,,,,,,,
121,1995,1995-09-10,2,30.060,MIA,@,NWE,W 20-3,0,0,,0,0,0,0.0,1,0,0
122,1995,1995-09-18,3,30.068,MIA,,PIT,W 23-10,,,,,,,,,,
123,1995,1995-10-01,4,30.081,MIA,@,CIN,W 26-23,,,,,,,,,,
124,1995,1995-10-08,5,30.088,MIA,,IND,L 24-27,,,,,,,,,,
125,1995,1995-10-15,6,30.095,MIA,@,NOR,L 30-33,,,,,,,,,,
126,1995,1995-10-22,7,30.102,MIA,@,NYJ,L 16-17,,,,,,,,,,
127,1995,1995-10-29,8,30.109,MIA,,BUF,W 23-6,,,,,,,,,,
128,1995,1995-11-05,9,30.116,MIA,@,SDG,W 24-14,,,,,,,,,,
129,1995,1995-11-12,10,30.123,MIA,,NWE,L 17-34,,,,,,,,,,
130,1995,1995-11-20,11,30.131,MIA,,SFO,L 20-44,,,,,,,,,,
131,1995,1995-11-26,12,30.137,MIA,@,IND,L 28-36,,,,,,,,,,
