ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2002,2002-09-08,1,23.192,OAK,,SEA,W 31-17,,1,21,21.00,0
2,2002,2002-09-15,2,23.199,OAK,@,PIT,W 30-17,,1,25,25.00,0
3,2002,2002-09-29,3,23.213,OAK,,TEN,W 52-25,,1,2,2.00,0
4,2002,2002-10-06,4,23.220,OAK,@,BUF,W 49-31,,2,23,11.50,0
5,2003,2003-09-14,2,24.198,GNB,,DET,W 31-6,,,,,
6,2003,2003-09-29,4,24.213,GNB,@,CHI,W 38-23,,,,,
7,2003,2003-10-05,5,24.219,GNB,,SEA,W 35-13,,,,,
8,2003,2003-10-12,6,24.226,GNB,,KAN,L 34-40,,,,,
9,2003,2003-10-19,7,24.233,GNB,@,STL,L 24-34,,,,,
10,2003,2003-11-02,8,24.247,GNB,@,MIN,W 30-27,,,,,
11,2003,2003-11-10,9,24.255,GNB,,PHI,L 14-17,,,,,
12,2003,2003-11-27,12,24.272,GNB,@,DET,L 14-22,,,,,
