ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1969,1969-09-21,1,22.088,CLE,@,PHI,W 27-20,1,17,17.00,0,0,0,,0,0,0
2,1969,1969-10-12,4,22.109,CLE,@,NOR,W 27-17,1,40,40.00,0,0,0,,0,0,0
3,1969,1969-11-02,7,22.130,CLE,,DAL,W 42-10,1,10,10.00,1,0,0,,0,1,6
4,1969,1969-11-30,11,22.158,CLE,@,CHI,W 28-24,1,24,24.00,1,0,0,,0,1,6
5,1970,1970-09-21,1,23.088,CLE,,NYJ,W 31-21,,,,,,,,,,
6,1970,1970-09-27,2,23.094,CLE,@,SFO,L 31-34,,,,,,,,,,
7,1970,1970-10-03,3,23.100,CLE,,PIT,W 15-7,2,63,31.50,0,0,0,,0,0,0
8,1970,1970-10-11,4,23.108,CLE,,CIN,W 30-27,,,,,,,,,,
9,1970,1970-10-18,5,23.115,CLE,,DET,L 24-41,2,74,37.00,0,0,0,,0,0,0
10,1970,1970-10-25,6,23.122,CLE,@,MIA,W 28-0,2,28,14.00,0,0,0,,0,0,0
11,1970,1970-11-01,7,23.129,CLE,,SDG,L 10-27,3,45,15.00,0,0,0,,0,0,0
12,1970,1970-11-08,8,23.136,CLE,@,OAK,L 20-23,,,,,,,,,,
13,1970,1970-11-15,9,23.143,CLE,@,CIN,L 10-14,2,28,14.00,0,0,0,,0,0,0
14,1970,1970-11-22,10,23.150,CLE,,HOU,W 28-14,3,102,34.00,2,0,0,,0,2,12
15,1970,1970-11-29,11,23.157,CLE,@,PIT,L 9-28,,,,,,,,,,
16,1970,1970-12-07,12,23.165,CLE,@,HOU,W 21-10,1,12,12.00,0,1,0,0.00,0,0,0
17,1970,1970-12-12,13,23.170,CLE,,DAL,L 2-6,1,5,5.00,0,0,0,,0,0,0
18,1970,1970-12-20,14,23.178,CLE,@,DEN,W 27-13,3,46,15.33,0,0,0,,0,0,0
19,1971,1971-09-19,1,24.086,CLE,,HOU,W 31-0,,,,,,,,,,
20,1971,1971-09-26,2,24.093,CLE,@,BAL,W 14-13,,,,,,,,,,
