ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1984,1984-09-02,1,22.219,NYJ,@,IND,W 23-14,
2,1984,1984-09-06,2,22.223,NYJ,,PIT,L 17-23,
3,1984,1984-09-16,3,22.233,NYJ,,CIN,W 43-23,
4,1984,1984-09-23,4,22.240,NYJ,@,BUF,W 28-26,
5,1984,1984-09-30,5,22.247,NYJ,,NWE,L 21-28,
6,1984,1984-10-07,6,22.254,NYJ,@,KAN,W 17-16,
7,1984,1984-10-14,7,22.261,NYJ,@,CLE,W 24-20,
8,1984,1984-10-21,8,22.268,NYJ,,KAN,W 28-7,
9,1984,1984-10-28,9,22.275,NYJ,@,NWE,L 20-30,1.0
10,1984,1984-11-04,10,22.282,NYJ,,MIA,L 17-31,
11,1984,1984-11-11,11,22.289,NYJ,,IND,L 5-9,
12,1984,1984-11-18,12,22.296,NYJ,@,HOU,L 20-31,
13,1984,1984-12-02,14,22.310,NYJ,,NYG,L 10-20,
14,1984,1984-12-08,15,22.316,NYJ,,BUF,W 21-17,
15,1984,1984-12-16,16,22.324,NYJ,@,TAM,L 21-41,1.0
16,1985,1985-09-08,1,23.224,NYJ,@,RAI,L 0-31,
17,1985,1985-09-15,2,23.231,NYJ,,BUF,W 42-3,
18,1985,1985-09-22,3,23.238,NYJ,@,GNB,W 24-3,
19,1985,1985-09-29,4,23.245,NYJ,,IND,W 25-20,
20,1985,1985-10-06,5,23.252,NYJ,@,CIN,W 29-20,
