ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1974,1974-09-29,3,23.101,KAN,@,HOU,W 17-7,2,-1,-0.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
2,1974,1974-10-06,4,23.108,KAN,,DEN,L 14-17,4,-9,-2.25,0,1,5,5.00,0,0,0,,0,0,0,,0,0,0
3,1974,1974-10-13,5,23.115,KAN,,PIT,L 24-34,4,12,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
4,1974,1974-10-20,6,23.122,KAN,@,MIA,L 3-9,24,98,4.08,0,1,22,22.00,0,0,0,,0,0,0,,0,0,0
5,1974,1974-10-27,7,23.129,KAN,@,SDG,W 24-14,23,146,6.35,1,4,98,24.50,1,0,0,,0,1,3,3.00,0,2,12
6,1974,1974-11-03,8,23.136,KAN,,NYG,L 27-33,30,66,2.20,1,3,13,4.33,0,0,0,,0,1,8,8.00,0,1,6
7,1974,1974-11-10,9,23.143,KAN,,SDG,L 7-14,19,54,2.84,0,3,27,9.00,0,0,0,,0,0,0,,0,0,0
8,1974,1974-11-18,10,23.151,KAN,@,DEN,W 42-34,18,114,6.33,1,6,46,7.67,0,0,0,,0,0,0,,0,1,6
9,1974,1974-11-24,11,23.157,KAN,@,CIN,L 6-33,8,20,2.50,0,6,32,5.33,0,0,0,,0,1,8,8.00,0,0,0
10,1974,1974-12-01,12,23.164,KAN,@,STL,W 17-13,3,9,3.00,0,2,4,2.00,0,1,16,16.00,0,2,2,1.00,0,0,0
11,1975,1975-09-21,1,24.093,KAN,@,DEN,L 33-37,12,43,3.58,1,1,8,8.00,1,0,0,,0,0,0,,0,2,12
12,1975,1975-09-28,2,24.100,KAN,,NYJ,L 24-30,14,32,2.29,1,2,20,10.00,0,0,0,,0,0,0,,0,1,6
13,1975,1975-10-05,3,24.107,KAN,,SFO,L 3-20,8,12,1.50,0,0,0,,0,2,57,28.50,0,0,0,,0,0,0
14,1975,1975-10-12,4,24.114,KAN,,OAK,W 42-10,24,101,4.21,1,1,9,9.00,0,0,0,,0,0,0,,0,1,6
15,1975,1975-10-19,5,24.121,KAN,@,SDG,W 12-10,18,79,4.39,0,4,30,7.50,0,3,56,18.67,0,0,0,,0,0,0
16,1975,1975-10-26,6,24.128,KAN,,DEN,W 26-13,13,47,3.62,0,2,14,7.00,0,0,0,,0,0,0,,0,0,0
17,1975,1975-11-16,9,24.149,KAN,@,PIT,L 3-28,4,23,5.75,0,1,5,5.00,0,2,28,14.00,0,0,0,,0,0,0
18,1975,1975-11-23,10,24.156,KAN,,DET,W 24-21,19,135,7.11,0,3,35,11.67,0,1,27,27.00,0,0,0,,0,0,0
19,1975,1975-11-30,11,24.163,KAN,@,BAL,L 14-28,12,25,2.08,0,3,13,4.33,0,3,66,22.00,0,0,0,,0,0,0
20,1975,1975-12-07,12,24.170,KAN,,SDG,L 20-28,11,32,2.91,1,0,0,,0,1,24,24.00,0,0,0,,0,1,6
21,1975,1975-12-14,13,24.177,KAN,@,CLE,L 14-40,15,9,0.60,1,4,57,14.25,0,2,53,26.50,0,0,0,,0,1,6
22,1975,1975-12-21,14,24.184,KAN,@,OAK,L 20-28,17,73,4.29,0,2,24,12.00,0,2,32,16.00,0,0,0,,0,0,0
23,1976,1976-09-12,1,25.084,KAN,,SDG,L 16-30,12,62,5.17,0,4,15,3.75,0,1,29,29.00,0,0,0,,0,0,0
24,1976,1976-09-20,2,25.092,KAN,,OAK,L 21-24,14,75,5.36,0,3,28,9.33,0,1,23,23.00,0,0,0,,0,0,0
25,1976,1976-09-26,3,25.098,KAN,,NOR,L 17-27,20,82,4.10,1,0,0,,0,0,0,,0,0,0,,0,1,6
26,1976,1976-10-03,4,25.105,KAN,@,BUF,L 17-50,13,58,4.46,0,0,0,,0,1,30,30.00,0,0,0,,0,0,0
27,1976,1976-10-10,5,25.112,KAN,@,WAS,W 33-30,13,38,2.92,0,2,57,28.50,0,0,0,,0,0,0,,0,0,0
28,1976,1976-10-17,6,25.119,KAN,@,MIA,W 20-17,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
