ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-09,1,23.068,WAS,,PHI,L 27-33,,6,5,38,7.60,0,83.3%,6.33,0,0,,0,0,0,0.0,0,0
2,2013,2013-09-15,2,23.074,WAS,@,GNB,L 20-38,,3,3,18,6.00,1,100.0%,6.00,0,0,,0,1,6,0.0,0,0
3,2013,2013-09-22,3,23.081,WAS,,DET,L 20-27,,6,5,50,10.00,0,83.3%,8.33,0,0,,0,0,0,0.0,0,0
4,2013,2013-10-13,5,23.102,WAS,@,DAL,L 16-31,,6,4,58,14.50,0,66.7%,9.67,0,0,,0,0,0,0.0,0,0
5,2013,2013-10-20,6,23.109,WAS,,CHI,W 45-41,,9,9,134,14.89,1,100.0%,14.89,0,0,,0,1,6,0.0,0,0
6,2013,2013-10-27,7,23.116,WAS,@,DEN,L 21-45,*,14,8,90,11.25,0,57.1%,6.43,0,0,,0,0,0,0.0,0,0
7,2013,2013-11-03,8,23.123,WAS,,SDG,W 30-24,*,5,4,37,9.25,0,80.0%,7.40,1,18,18.00,0,0,0,0.0,0,0
8,2013,2013-11-07,9,23.127,WAS,@,MIN,L 27-34,*,9,6,62,10.33,1,66.7%,6.89,0,0,,0,1,6,0.0,0,0
9,2013,2013-11-17,10,23.137,WAS,@,PHI,L 16-24,*,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,0.0,0,0
10,2014,2014-09-07,1,24.066,WAS,@,HOU,L 6-17,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
11,2014,2014-10-12,6,24.101,WAS,@,ARI,L 20-30,,11,8,92,11.50,0,72.7%,8.36,0,0,,0,0,0,0.0,1,0
12,2014,2014-10-19,7,24.108,WAS,,TEN,W 19-17,,6,5,54,10.80,0,83.3%,9.00,0,0,,0,0,0,0.0,0,0
13,2014,2014-10-27,8,24.116,WAS,@,DAL,W 20-17,,7,7,40,5.71,0,100.0%,5.71,0,0,,0,0,0,0.0,0,0
14,2014,2014-11-02,9,24.122,WAS,@,MIN,L 26-29,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,0.0,0,0
15,2014,2014-11-16,10,24.136,WAS,,TAM,L 7-27,*,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,0.0,2,0
16,2014,2014-11-30,12,24.150,WAS,@,IND,L 27-49,,11,9,123,13.67,0,81.8%,11.18,0,0,,0,0,0,0.0,0,0
17,2014,2014-12-07,13,24.157,WAS,,STL,L 0-24,*,7,3,25,8.33,0,42.9%,3.57,0,0,,0,0,0,0.0,0,0
18,2014,2014-12-14,14,24.164,WAS,@,NYG,L 13-24,,4,3,13,4.33,0,75.0%,3.25,0,0,,0,0,0,0.0,0,0
19,2014,2014-12-20,15,24.170,WAS,,PHI,W 27-24,,4,2,5,2.50,0,50.0%,1.25,0,0,,0,0,0,0.0,0,0
20,2014,2014-12-28,16,24.178,WAS,,DAL,L 17-44,,10,9,70,7.78,0,90.0%,7.00,0,0,,0,0,0,0.0,0,0
21,2015,2015-09-13,1,25.072,WAS,,MIA,L 10-17,,11,7,63,9.00,1,63.6%,5.73,0,0,,0,1,6,0.0,0,0
22,2015,2015-09-20,2,25.079,WAS,,STL,W 24-10,*,6,6,82,13.67,0,100.0%,13.67,0,0,,0,0,0,0.0,0,0
23,2015,2015-09-24,3,25.083,WAS,@,NYG,L 21-32,*,9,6,96,16.00,0,66.7%,10.67,0,0,,0,0,0,0.0,0,0
24,2015,2015-10-04,4,25.093,WAS,,PHI,W 23-20,*,8,5,37,7.40,0,62.5%,4.63,0,0,,0,0,0,0.0,0,0
25,2015,2015-10-25,7,25.114,WAS,,TAM,W 31-30,,13,11,72,6.55,2,84.6%,5.54,0,0,,0,2,12,0.0,0,0
26,2015,2015-11-08,8,25.128,WAS,@,NWE,L 10-27,,7,3,18,6.00,1,42.9%,2.57,0,0,,0,1,6,0.0,0,0
27,2015,2015-11-15,9,25.135,WAS,,NOR,W 47-14,*,4,3,29,9.67,2,75.0%,7.25,0,0,,0,2,12,0.0,0,0
28,2015,2015-11-22,10,25.142,WAS,@,CAR,L 16-44,,8,6,46,7.67,0,75.0%,5.75,0,0,,0,0,0,0.0,0,0
29,2015,2015-11-29,11,25.149,WAS,,NYG,W 20-14,*,9,8,98,12.25,0,88.9%,10.89,0,0,,0,0,0,0.0,0,0
30,2015,2015-12-07,12,25.157,WAS,,DAL,L 16-19,*,8,3,33,11.00,0,37.5%,4.13,0,0,,0,0,0,0.0,0,0
31,2015,2015-12-13,13,25.163,WAS,@,CHI,W 24-21,,9,9,120,13.33,1,100.0%,13.33,0,0,,0,1,6,0.0,0,0
32,2015,2015-12-20,14,25.170,WAS,,BUF,W 35-25,*,7,7,84,12.00,2,100.0%,12.00,0,0,,0,2,12,0.0,0,0
33,2015,2015-12-26,15,25.176,WAS,@,PHI,W 38-24,*,11,9,129,14.33,2,81.8%,11.73,0,0,,0,2,12,0.0,0,0
