ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1987,1987-10-04,3,24.056,HOU,@,DEN,W 40-10,2,62,31.00,0
2,1987,1987-10-11,4,24.063,HOU,@,CLE,W 15-10,6,207,34.50,0
