ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
28,1994,1994-12-18,15,23.339,CHI,,RAM,W 27-13,,8,3,40,13.33,0,37.5%,5.00,1,0,0.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
29,1994,1994-12-24,16,23.345,CHI,,NWE,L 3-13,,8,4,56,14.00,0,50.0%,7.00,1,1,1.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
30,1995,1995-09-03,1,24.233,CHI,,MIN,W 31-14,,7,5,110,22.00,2,71.4%,15.71,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,2,12
31,1995,1995-09-11,2,24.241,CHI,,GNB,L 24-27,,6,3,63,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
32,1995,1995-09-17,3,24.247,CHI,@,TAM,W 25-6,,11,4,56,14.00,0,36.4%,5.09,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
33,1995,1995-09-24,4,24.254,CHI,@,STL,L 28-34,,9,6,63,10.50,1,66.7%,7.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
34,1995,1995-10-08,5,24.268,CHI,,CAR,W 31-27,,8,4,77,19.25,1,50.0%,9.63,1,11,11.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
35,1995,1995-10-15,6,24.275,CHI,@,JAX,W 30-27,,7,4,74,18.50,3,57.1%,10.57,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,3,18
36,1995,1995-10-22,7,24.282,CHI,,HOU,W 35-32,,7,3,111,37.00,1,42.9%,15.86,1,19,19.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
37,1995,1995-10-30,8,24.290,CHI,@,MIN,W 14-6,,3,1,48,48.00,1,33.3%,16.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
38,1995,1995-11-05,9,24.296,CHI,,PIT,L 34-37,,11,4,55,13.75,1,36.4%,5.00,1,18,18.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
39,1995,1995-11-12,10,24.303,CHI,@,GNB,L 28-35,,8,6,126,21.00,2,75.0%,15.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,2,12
40,1995,1995-11-19,11,24.310,CHI,,DET,L 17-24,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,,,0,
41,1995,1995-11-26,12,24.317,CHI,@,NYG,W 27-24,,8,6,89,14.83,0,75.0%,11.13,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
42,1995,1995-12-04,13,24.325,CHI,@,DET,L 7-27,,7,2,12,6.00,0,28.6%,1.71,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
43,1995,1995-12-10,14,24.331,CHI,@,CIN,L 10-16,,7,5,54,10.80,0,71.4%,7.71,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
44,1995,1995-12-17,15,24.338,CHI,,TAM,W 31-10,,11,8,88,11.00,0,72.7%,8.00,1,20,20.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
45,1995,1995-12-24,16,24.345,CHI,,PHI,W 20-14,,5,1,11,11.00,0,20.0%,2.20,1,9,9.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
46,1996,1996-09-02,1,25.233,CHI,,DAL,W 22-6,,7,4,33,8.25,0,57.1%,4.71,0,0,,0,1,1,100.00,33,1,0,158.3,0,0,33.00,53.00,0,0,,0,0,0,,0,0,0
47,1996,1996-09-08,2,25.239,CHI,@,WAS,L 3-10,,9,6,69,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
48,1996,1996-09-15,3,25.246,CHI,,MIN,L 14-20,,9,4,69,17.25,0,44.4%,7.67,1,12,12.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
49,1996,1996-09-22,4,25.253,CHI,@,DET,L 16-35,,15,8,126,15.75,1,53.3%,8.40,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
50,1996,1996-09-29,5,25.260,CHI,,OAK,W 19-17,,6,4,49,12.25,0,66.7%,8.17,1,1,1.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
51,1996,1996-10-06,6,25.267,CHI,,GNB,L 6-37,,15,9,101,11.22,0,60.0%,6.73,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
52,1996,1996-10-13,7,25.274,CHI,@,NOR,L 24-27,,7,7,111,15.86,2,100.0%,15.86,1,0,0.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,2,12
53,1996,1996-10-28,8,25.289,CHI,@,MIN,W 15-13,,9,5,68,13.60,0,55.6%,7.56,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
54,1996,1996-11-03,9,25.295,CHI,,TAM,W 13-10,,5,1,11,11.00,0,20.0%,2.20,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
55,1996,1996-11-10,10,25.302,CHI,@,DEN,L 12-17,,13,5,59,11.80,1,38.5%,4.54,1,5,5.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
56,1996,1996-11-17,11,25.309,CHI,@,KAN,L 10-14,,6,4,58,14.50,0,66.7%,9.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
57,1996,1996-11-24,12,25.316,CHI,,DET,W 31-14,,9,4,58,14.50,1,44.4%,6.44,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
58,1996,1996-12-01,13,25.323,CHI,@,GNB,L 17-28,,9,6,61,10.17,0,66.7%,6.78,2,9,4.50,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
59,1996,1996-12-08,14,25.330,CHI,,STL,W 35-9,,3,3,43,14.33,1,100.0%,14.33,1,4,4.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
60,1996,1996-12-14,15,25.336,CHI,,SDG,W 27-14,,8,2,13,6.50,1,25.0%,1.63,1,19,19.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
61,1996,1996-12-22,16,25.344,CHI,@,TAM,L 19-34,,13,9,120,13.33,0,69.2%,9.23,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
62,1997,1997-10-12,7,26.272,CHI,,GNB,L 23-24,,9,5,77,15.40,0,55.6%,8.56,1,6,6.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
63,1997,1997-10-27,8,26.287,CHI,@,MIA,W 36-33,,8,6,100,16.67,0,75.0%,12.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
64,1997,1997-11-02,9,26.293,CHI,,WAS,L 8-31,,6,3,57,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
65,1997,1997-11-27,13,26.318,CHI,@,DET,L 20-55,,4,0,0,,0,0.0%,0.00,1,1,1.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
66,1997,1997-12-07,14,26.328,CHI,,BUF,W 20-3,,10,7,115,16.43,0,70.0%,11.50,1,10,10.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
67,1997,1997-12-14,15,26.335,CHI,@,STL,W 13-10,,11,7,109,15.57,1,63.6%,9.91,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,1,6
68,1997,1997-12-21,16,26.342,CHI,@,TAM,L 15-31,,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
69,1998,1998-09-06,1,27.236,CHI,,JAX,L 23-24,,9,6,91,15.17,0,66.7%,10.11,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
70,1998,1998-09-13,2,27.243,CHI,@,PIT,L 12-17,,10,5,50,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
71,1998,1998-09-20,3,27.250,CHI,@,TAM,L 15-27,,5,4,77,19.25,0,80.0%,15.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
72,1998,1998-10-11,6,27.271,CHI,@,ARI,L 7-20,,8,6,54,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
73,1998,1998-10-18,7,27.278,CHI,,DAL,W 13-12,,3,2,29,14.50,0,66.7%,9.67,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
74,1998,1998-10-25,8,27.285,CHI,@,TEN,W 23-20,,10,4,51,12.75,0,40.0%,5.10,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
75,1998,1998-11-08,9,27.299,CHI,,STL,L 12-20,,8,3,27,9.00,1,37.5%,3.38,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,1,6
76,1998,1998-11-15,10,27.306,CHI,@,DET,L 3-26,,5,2,25,12.50,0,40.0%,5.00,1,29,29.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
77,1998,1998-11-22,11,27.313,CHI,@,ATL,L 13-20,,7,3,64,21.33,0,42.9%,9.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
78,1998,1998-11-29,12,27.320,CHI,,TAM,L 17-31,,8,3,37,12.33,1,37.5%,4.63,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
79,1998,1998-12-06,13,27.327,CHI,@,MIN,L 22-48,,7,4,44,11.00,0,57.1%,6.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
80,1998,1998-12-13,14,27.334,CHI,@,GNB,L 20-26,,11,3,43,14.33,0,27.3%,3.91,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
81,1998,1998-12-20,15,27.341,CHI,,BAL,W 24-3,,8,5,83,16.60,1,62.5%,10.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
82,1998,1998-12-27,16,27.348,CHI,,GNB,L 13-16,,5,4,58,14.50,0,80.0%,11.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
83,1999,1999-09-12,1,28.242,CHI,,KAN,W 20-17,*,12,9,88,9.78,0,75.0%,7.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
84,1999,1999-09-19,2,28.249,CHI,,SEA,L 13-14,*,7,3,26,8.67,0,42.9%,3.71,1,-2,-2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
85,1999,1999-09-26,3,28.256,CHI,@,OAK,L 17-24,*,11,4,33,8.25,1,36.4%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
86,1999,1999-10-03,4,28.263,CHI,,NOR,W 14-10,*,12,8,103,12.88,2,66.7%,8.58,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
87,1999,1999-10-10,5,28.270,CHI,@,MIN,W 24-22,*,9,5,60,12.00,1,55.6%,6.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
88,1999,1999-11-21,11,28.312,CHI,@,SDG,W 23-20,,8,4,24,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
89,1999,1999-11-25,12,28.316,CHI,@,DET,L 17-21,*,9,5,31,6.20,0,55.6%,3.44,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
90,1999,1999-12-05,13,28.326,CHI,,GNB,L 19-35,*,8,5,57,11.40,0,62.5%,7.13,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
91,1999,1999-12-19,14,28.340,CHI,,DET,W 28-10,*,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
92,2000,2000-09-03,1,29.234,SDG,@,OAK,L 6-9,*,12,5,50,10.00,0,41.7%,4.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
93,2000,2000-09-10,2,29.241,SDG,,NOR,L 27-28,,7,3,31,10.33,1,42.9%,4.43,1,9,9.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
94,2000,2000-09-17,3,29.248,SDG,@,KAN,L 10-42,,8,2,18,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
95,2000,2000-09-24,4,29.255,SDG,,SEA,L 12-20,*,6,4,45,11.25,0,66.7%,7.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
96,2000,2000-10-15,7,29.276,SDG,@,BUF,L 24-27,,10,7,143,20.43,1,70.0%,14.30,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
97,2000,2000-10-29,8,29.290,SDG,,OAK,L 13-15,,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
98,2000,2000-11-05,9,29.297,SDG,@,SEA,L 15-17,,5,3,30,10.00,1,60.0%,6.00,1,13,13.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
99,2000,2000-11-12,10,29.304,SDG,,MIA,L 7-17,*,7,2,18,9.00,0,28.6%,2.57,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
100,2000,2000-11-19,11,29.311,SDG,@,DEN,L 37-38,,6,4,118,29.50,1,66.7%,19.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
101,2000,2000-11-26,12,29.318,SDG,,KAN,W 17-16,,6,2,32,16.00,0,33.3%,5.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
102,2000,2000-12-03,13,29.325,SDG,,SFO,L 17-45,,11,7,88,12.57,1,63.6%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
103,2000,2000-12-10,14,29.332,SDG,@,BAL,L 3-24,*,6,3,32,10.67,0,50.0%,5.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
104,2000,2000-12-17,15,29.339,SDG,@,CAR,L 22-30,*,4,5,63,12.60,0,125.0%,15.75,1,9,9.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
105,2000,2000-12-24,16,29.346,SDG,,PIT,L 21-34,,8,4,28,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
106,2001,2001-09-09,1,30.239,SDG,,WAS,W 30-3,*,4,3,36,12.00,0,75.0%,9.00,1,16,16.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
107,2001,2001-09-23,2,30.253,SDG,@,DAL,W 32-21,*,5,4,68,17.00,1,80.0%,13.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
108,2001,2001-09-30,3,30.260,SDG,,CIN,W 28-14,*,7,4,49,12.25,1,57.1%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
109,2001,2001-10-07,4,30.267,SDG,@,CLE,L 16-20,*,8,3,37,12.33,0,37.5%,4.63,2,2,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
110,2001,2001-10-14,5,30.274,SDG,@,NWE,L 26-29,*,7,4,117,29.25,0,57.1%,16.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
111,2001,2001-10-21,6,30.281,SDG,,DEN,W 27-10,*,4,2,29,14.50,0,50.0%,7.25,1,28,28.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
112,2001,2001-10-28,7,30.288,SDG,,BUF,W 27-24,*,11,9,120,13.33,0,81.8%,10.91,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
113,2001,2001-11-04,8,30.295,SDG,,KAN,L 20-25,*,10,5,71,14.20,0,50.0%,7.10,1,-3,-3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
114,2001,2001-11-11,9,30.302,SDG,@,DEN,L 16-26,*,7,3,111,37.00,1,42.9%,15.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
115,2001,2001-11-18,10,30.309,SDG,@,OAK,L 24-34,*,5,2,32,16.00,0,40.0%,6.40,1,67,67.00,1,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
116,2001,2001-11-25,11,30.316,SDG,,ARI,L 17-20,*,8,5,55,11.00,1,62.5%,6.88,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
117,2001,2001-12-02,12,30.323,SDG,@,SEA,L 10-13,*,7,3,34,11.33,0,42.9%,4.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
118,2001,2001-12-09,13,30.330,SDG,@,PHI,L 14-24,*,10,3,54,18.00,0,30.0%,5.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
119,2001,2001-12-15,14,30.336,SDG,,OAK,L 6-13,*,10,6,99,16.50,0,60.0%,9.90,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
120,2001,2001-12-23,15,30.344,SDG,@,KAN,L 17-20,*,8,4,57,14.25,1,50.0%,7.13,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
121,2001,2001-12-30,16,30.351,SDG,,SEA,L 22-25,*,15,11,156,14.18,1,73.3%,10.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
122,2002,2002-09-08,1,31.238,SDG,@,CIN,W 34-6,*,6,5,39,7.80,1,83.3%,6.50,1,22,22.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
123,2002,2002-09-15,2,31.245,SDG,,HOU,W 24-3,*,7,5,113,22.60,1,71.4%,16.14,1,3,3.00,1,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
124,2002,2002-09-22,3,31.252,SDG,@,ARI,W 23-15,*,11,7,92,13.14,0,63.6%,8.36,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
125,2002,2002-09-29,4,31.259,SDG,,NWE,W 21-14,*,4,3,69,23.00,1,75.0%,17.25,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
126,2002,2002-10-06,5,31.266,SDG,@,DEN,L 9-26,*,10,6,68,11.33,1,60.0%,6.80,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
127,2002,2002-10-13,6,31.273,SDG,,KAN,W 35-34,*,14,8,129,16.13,0,57.1%,9.21,1,11,11.00,1,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
128,2002,2002-10-20,7,31.280,SDG,@,OAK,W 27-21,*,6,5,55,11.00,0,83.3%,9.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
129,2002,2002-11-03,8,31.294,SDG,,NYJ,L 13-44,*,10,6,58,9.67,1,60.0%,5.80,1,-2,-2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
130,2002,2002-11-10,9,31.301,SDG,@,STL,L 24-28,*,4,2,19,9.50,0,50.0%,4.75,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
131,2002,2002-11-17,10,31.308,SDG,,SFO,W 20-17,*,13,7,152,21.71,0,53.8%,11.69,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
132,2002,2002-11-24,11,31.315,SDG,@,MIA,L 3-30,*,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2002,2002-12-15,14,31.336,SDG,@,BUF,L 13-20,*,8,3,58,19.33,0,37.5%,7.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
134,2002,2002-12-22,15,31.343,SDG,@,KAN,L 22-24,*,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2003,2003-09-04,1,32.234,NYJ,@,WAS,L 13-16,*,6,2,28,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
136,2003,2003-09-14,2,32.244,NYJ,,MIA,L 10-21,*,6,5,81,16.20,0,83.3%,13.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
