ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2016,2016-09-11,1,22.194,KAN,,SDG,W 33-27,,1,1,9,9.00,1,100.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,35,11.67,0,1,6
2,2016,2016-09-18,2,22.201,KAN,@,HOU,L 12-19,,2,2,8,4.00,0,100.0%,4.00,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,3,83,27.67,0,4,63,15.75,0,0,0
3,2016,2016-09-25,3,22.208,KAN,,NYJ,W 24-3,,4,3,26,8.67,0,75.0%,6.50,1,-3,-3.00,0,0,0,,0,0,0,,0,0,,,2,21,10.50,0,2,29,14.50,0,0,0
4,2016,2016-10-02,4,22.215,KAN,@,PIT,L 14-43,,7,5,24,4.80,1,71.4%,3.43,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,2,54,27.00,0,2,20,10.00,0,1,6
5,2016,2016-10-16,5,22.229,KAN,@,OAK,W 26-10,,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,30,30.00,0,1,50,50.00,0,0,0
6,2016,2016-10-23,6,22.236,KAN,,NOR,W 27-21,,1,1,38,38.00,1,100.0%,38.00,2,23,11.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,1,6
7,2016,2016-10-30,7,22.243,KAN,@,IND,W 30-14,,6,5,98,19.60,1,83.3%,16.33,1,7,7.00,0,0,0,,0,0,0,,0,0,,,1,21,21.00,0,3,57,19.00,0,1,6
8,2016,2016-11-06,8,22.250,KAN,,JAX,W 19-14,,5,3,11,3.67,0,60.0%,2.20,2,21,10.50,0,0,0,,0,0,0,,0,0,,,1,26,26.00,0,2,46,23.00,0,0,0
9,2016,2016-11-13,9,22.257,KAN,@,CAR,W 20-17,,13,10,89,8.90,0,76.9%,6.85,1,12,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,27,9.00,0,0,0
10,2016,2016-11-20,10,22.264,KAN,,TAM,L 17-19,,5,4,53,13.25,0,80.0%,10.60,1,8,8.00,0,0,0,,0,0,0,,0,0,,,1,21,21.00,0,1,20,20.00,0,0,0
