ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1983,1983-09-04,1,23.284,NYG,,RAM,L 6-16,,,,,,,,,,
2,1983,1983-09-11,2,23.291,NYG,@,ATL,W 16-13,,,,,,,,,,
3,1983,1983-09-18,3,23.298,NYG,@,DAL,L 13-28,,,,,,,,,,
4,1983,1983-09-26,4,23.306,NYG,,GNB,W 27-3,,,,,,,,,,
5,1983,1983-10-02,5,23.312,NYG,,SDG,L 34-41,,,,,,,,,,
6,1983,1983-10-09,6,23.319,NYG,,PHI,L 13-17,,,,,,,,,,
7,1983,1983-10-16,7,23.326,NYG,@,KAN,L 17-38,,,,,,,,,,
8,1983,1983-10-24,8,23.334,NYG,@,STL,T 20-20,,,,,,,,,,
9,1983,1983-10-30,9,23.340,NYG,,DAL,L 20-38,0,0,,0,0,0,0.0,2,46,0
10,1983,1983-11-07,10,23.348,NYG,@,DET,L 9-15,,,,,,,,,,
11,1983,1983-11-13,11,23.354,NYG,,WAS,L 17-33,,,,,,,,,,
12,1983,1983-11-20,12,23.361,NYG,@,PHI,W 23-0,,,,,,,,,,
13,1983,1983-11-27,13,24.003,NYG,@,RAI,L 12-27,,,,,,,,,,
14,1983,1983-12-04,14,24.010,NYG,,STL,L 6-10,0,0,,0,0,0,1.0,0,0,0
15,1983,1983-12-11,15,24.017,NYG,,SEA,L 12-17,0,0,,0,0,0,0.0,1,3,0
16,1983,1983-12-17,16,24.023,NYG,@,WAS,L 22-31,,,,,,,,,,
17,1984,1984-09-02,1,24.283,NYG,,PHI,W 28-27,0,0,,0,,,,,,
18,1984,1984-09-09,2,24.290,NYG,,DAL,W 28-7,0,0,,0,0,0,0.0,1,29,0
19,1984,1984-09-16,3,24.297,NYG,@,WAS,L 14-30,0,0,,0,,,,,,
20,1984,1984-09-23,4,24.304,NYG,,TAM,W 17-14,0,0,,0,,,,,,
21,1984,1984-09-30,5,24.311,NYG,@,RAM,L 12-33,0,0,,0,,,,,,
22,1984,1984-10-08,6,24.319,NYG,,SFO,L 10-31,0,0,,0,,,,,,
23,1984,1984-10-14,7,24.325,NYG,@,ATL,W 19-7,0,0,,0,,,,,,
24,1984,1984-10-21,8,24.332,NYG,@,PHI,L 10-24,0,0,,0,,,,,,
25,1984,1984-10-28,9,24.339,NYG,,WAS,W 37-13,1,0,0.00,0,,,,,,
26,1984,1984-11-04,10,24.346,NYG,@,DAL,W 19-7,0,0,,0,0,0,0.0,1,0,0
27,1984,1984-11-11,11,24.353,NYG,@,TAM,L 17-20,0,0,,0,,,,,,
28,1984,1984-11-18,12,24.360,NYG,,STL,W 16-10,1,0,0.00,0,0,0,0.0,0,0,0
29,1984,1984-11-25,13,25.001,NYG,,KAN,W 28-27,0,0,,0,,,,,,
30,1984,1984-12-02,14,25.008,NYG,@,NYJ,W 20-10,0,0,,0,,,,,,
31,1984,1984-12-09,15,25.015,NYG,@,STL,L 21-31,0,0,,0,,,,,,
32,1984,1984-12-15,16,25.021,NYG,,NOR,L 3-10,0,0,,0,,,,,,
33,1985,1985-09-08,1,25.288,NYG,,PHI,W 21-0,,,,,,,,,,
34,1985,1985-09-15,2,25.295,NYG,@,GNB,L 20-23,,,,,,,,,,
35,1985,1985-09-22,3,25.302,NYG,,STL,W 27-17,0,0,,0,0,0,0.0,1,17,0
36,1985,1985-09-29,4,25.309,NYG,@,PHI,W 16-10,,,,,,,,,,
37,1985,1985-10-06,5,25.316,NYG,,DAL,L 29-30,0,0,,0,0,0,0.0,1,31,0
38,1985,1985-10-13,6,25.323,NYG,@,CIN,L 30-35,,,,,,,,,,
39,1985,1985-10-20,7,25.330,NYG,,WAS,W 17-3,0,0,,0,0,0,0.0,1,0,0
40,1985,1985-10-27,8,25.337,NYG,@,NOR,W 21-13,,,,,,,,,,
41,1985,1985-11-03,9,25.344,NYG,,TAM,W 22-20,0,0,,0,0,0,0.0,1,30,0
42,1985,1985-11-10,10,25.351,NYG,,RAM,W 24-19,,,,,,,,,,
43,1985,1985-11-18,11,25.359,NYG,@,WAS,L 21-23,,,,,,,,,,
44,1985,1985-11-24,12,26.000,NYG,@,STL,W 34-3,,,,,,,,,,
45,1985,1985-12-01,13,26.007,NYG,,CLE,L 33-35,0,0,,0,0,0,0.0,1,22,0
46,1985,1985-12-08,14,26.014,NYG,@,HOU,W 35-14,,,,,,,,,,
47,1985,1985-12-15,15,26.021,NYG,@,DAL,L 21-28,0,0,,0,0,0,1.0,0,0,0
48,1985,1985-12-21,16,26.027,NYG,,PIT,W 28-10,,,,,,,,,,
49,1986,1986-09-08,1,26.288,NYG,@,DAL,L 28-31,,,,,,,,,,
50,1986,1986-09-14,2,26.294,NYG,,SDG,W 20-7,0,0,,0,0,0,0.0,2,17,0
51,1986,1986-09-21,3,26.301,NYG,@,RAI,W 14-9,0,0,,0,0,0,1.0,0,0,0
52,1986,1986-09-28,4,26.308,NYG,,NOR,W 20-17,,,,,,,,,,
53,1986,1986-10-05,5,26.315,NYG,@,STL,W 13-6,,,,,,,,,,
54,1986,1986-10-12,6,26.322,NYG,,PHI,W 35-3,,,,,,,,,,
55,1986,1986-10-19,7,26.329,NYG,@,SEA,L 12-17,0,0,,0,0,0,0.0,1,25,0
56,1986,1986-10-27,8,26.337,NYG,,WAS,W 27-20,,,,,,,,,,
57,1986,1986-11-02,9,26.343,NYG,,DAL,W 17-14,,,,,,,,,,
58,1986,1986-11-09,10,26.350,NYG,@,PHI,W 17-14,,,,,,,,,,
59,1986,1986-11-16,11,26.357,NYG,@,MIN,W 22-20,,,,,,,,,,
60,1986,1986-11-23,12,26.364,NYG,,DEN,W 19-16,0,0,,0,0,0,0.0,1,10,0
61,1986,1986-12-01,13,27.007,NYG,@,SFO,W 21-17,,,,,,,,,,
62,1986,1986-12-07,14,27.013,NYG,@,WAS,W 24-14,,,,,,,,,,
63,1987,1987-09-14,1,27.294,NYG,@,CHI,L 19-34,0,0,,0,1,6,0.0,1,70,1
64,1987,1987-09-20,2,27.300,NYG,,DAL,L 14-16,0,0,,0,0,0,0.0,3,93,0
65,1987,1987-10-25,6,27.335,NYG,,STL,W 30-7,,,,,,,,,,
66,1987,1987-11-02,7,27.343,NYG,@,DAL,L 24-33,,,,,,,,,,
67,1987,1987-11-08,8,27.349,NYG,,NWE,W 17-10,,,,,,,,,,
68,1987,1987-11-15,9,27.356,NYG,@,PHI,W 20-17,,,,,,,,,,
69,1987,1987-11-22,10,27.363,NYG,@,NOR,L 14-23,,,,,,,,,,
70,1987,1987-11-29,11,28.005,NYG,@,WAS,L 19-23,0,0,,0,0,0,0.0,1,0,0
71,1987,1987-12-06,12,28.012,NYG,,PHI,W 23-20,,,,,,,,,,
72,1987,1987-12-13,13,28.019,NYG,@,STL,L 24-27,,,,,,,,,,
73,1987,1987-12-19,14,28.025,NYG,,GNB,W 20-10,,,,,,,,,,
74,1987,1987-12-27,15,28.033,NYG,,NYJ,W 20-7,,,,,,,,,,
75,1988,1988-09-05,1,28.286,NYG,,WAS,W 27-20,0,0,,0,,,,,,
76,1988,1988-09-11,2,28.292,NYG,,SFO,L 17-20,0,0,,0,,,,,,
77,1988,1988-09-18,3,28.299,NYG,@,DAL,W 12-10,0,0,,0,,,,,,
78,1988,1988-09-25,4,28.306,NYG,,RAM,L 31-45,0,0,,0,,,,,,
79,1988,1988-10-02,5,28.313,NYG,@,WAS,W 24-23,0,0,,0,,,,,,
80,1988,1988-10-10,6,28.321,NYG,@,PHI,L 13-24,1,8,8.00,0,0,0,0.0,0,0,0
81,1988,1988-10-16,7,28.327,NYG,,DET,W 30-10,0,0,,0,,,,,,
82,1988,1988-10-23,8,28.334,NYG,@,ATL,W 23-16,0,0,,0,,,,,,
