ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1979,1979-09-02,1,22.336,NYG,@,PHI,L 17-23,,,,
2,1979,1979-09-09,2,22.343,NYG,,STL,L 14-27,1,7,7.00,0
