ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1977,1977-09-18,1,22.316,ATL,,RAM,W 17-6,,,,,
2,1977,1977-09-25,2,22.323,ATL,@,WAS,L 6-10,,,,,
3,1977,1977-10-02,3,22.330,ATL,,NYG,W 17-3,,,,,
4,1977,1977-10-09,4,22.337,ATL,@,SFO,W 7-0,,,,,
5,1977,1977-10-16,5,22.344,ATL,@,BUF,L 0-3,,,,,
6,1977,1977-10-23,6,22.351,ATL,@,CHI,W 16-10,,,,,
7,1977,1977-10-30,7,22.358,ATL,,MIN,L 7-14,,,,,
8,1977,1977-11-06,8,23.000,ATL,,SFO,L 3-10,,,,,
9,1977,1977-11-13,9,23.007,ATL,,DET,W 17-6,1,6,1,20,1
10,1977,1977-11-20,10,23.014,ATL,@,NOR,L 20-21,,,,,
11,1977,1977-11-27,11,23.021,ATL,@,TAM,W 17-0,0,0,1,10,0
12,1977,1977-12-04,12,23.028,ATL,,NWE,L 10-16,,,,,
13,1977,1977-12-11,13,23.035,ATL,@,RAM,L 7-23,,,,,
14,1977,1977-12-18,14,23.042,ATL,,NOR,W 35-7,,,,,
15,1978,1978-09-03,1,23.301,ATL,,HOU,W 20-14,,,,,
16,1978,1978-09-10,2,23.308,ATL,@,RAM,L 0-10,,,,,
17,1978,1978-09-17,3,23.315,ATL,,CLE,L 16-24,,,,,
18,1978,1978-09-24,4,23.322,ATL,@,TAM,L 9-14,,,,,
19,1978,1978-10-08,6,23.336,ATL,@,PIT,L 7-31,,,,,
20,1978,1978-10-15,7,23.343,ATL,,DET,W 14-0,,,,,
21,1978,1978-10-22,8,23.350,ATL,@,SFO,W 20-17,,,,,
22,1978,1978-10-30,9,23.358,ATL,,RAM,W 15-7,,,,,
23,1978,1978-11-05,10,23.364,ATL,,SFO,W 21-10,,,,,
24,1978,1978-11-12,11,24.006,ATL,@,NOR,W 20-17,,,,,
25,1978,1978-11-19,12,24.013,ATL,@,CHI,L 7-13,,,,,
26,1978,1978-11-26,13,24.020,ATL,,NOR,W 20-17,,,,,
27,1978,1978-12-03,14,24.027,ATL,@,CIN,L 7-37,,,,,
28,1978,1978-12-10,15,24.034,ATL,,WAS,W 20-17,,,,,
29,1978,1978-12-17,16,24.041,ATL,@,STL,L 21-42,,,,,
30,1979,1979-09-02,1,24.300,ATL,@,NOR,W 40-34,,,,,
31,1979,1979-09-10,2,24.308,ATL,@,PHI,W 14-10,,,,,
32,1979,1979-09-16,3,24.314,ATL,,DEN,L 17-20,,,,,
33,1979,1979-09-23,4,24.321,ATL,@,DET,L 23-24,,,,,
34,1979,1979-09-30,5,24.328,ATL,,WAS,L 7-16,,,,,
35,1979,1979-10-07,6,24.335,ATL,,GNB,W 25-7,,,,,
36,1979,1979-10-14,7,24.342,ATL,@,OAK,L 19-50,,,,,
37,1979,1979-10-21,8,24.349,ATL,@,SFO,L 15-20,,,,,
38,1979,1979-10-29,9,24.357,ATL,,SEA,L 28-31,,,,,
39,1979,1979-11-04,10,24.363,ATL,,TAM,W 17-14,,,,,
40,1979,1979-11-11,11,25.005,ATL,@,NYG,L 3-24,,,,,
41,1979,1979-11-19,12,25.013,ATL,@,RAM,L 14-20,,,,,
42,1979,1979-11-25,13,25.019,ATL,,NOR,L 6-37,,,,,
43,1979,1979-12-02,14,25.026,ATL,@,SDG,W 28-26,,,,,
44,1979,1979-12-09,15,25.033,ATL,,RAM,L 13-34,,,,,
45,1979,1979-12-16,16,25.040,ATL,,SFO,W 31-21,1,6,1,39,1
46,1980,1980-09-07,1,25.306,ATL,@,MIN,L 23-24,,,,,
47,1980,1980-09-14,2,25.313,ATL,@,NWE,W 37-21,,,,,
48,1980,1980-09-21,3,25.320,ATL,,MIA,L 17-20,,,,,
49,1980,1980-09-28,4,25.327,ATL,@,SFO,W 20-17,,,,,
50,1980,1980-10-05,5,25.334,ATL,,DET,W 43-28,,,,,
51,1980,1980-10-12,6,25.341,ATL,,NYJ,L 7-14,,,,,
52,1980,1980-10-19,7,25.348,ATL,@,NOR,W 41-14,,,,,
53,1980,1980-10-26,8,25.355,ATL,,RAM,W 13-10,,,,,
54,1980,1980-11-02,9,25.362,ATL,@,BUF,W 30-14,,,,,
55,1980,1980-11-09,10,26.003,ATL,@,STL,W 33-27,,,,,
56,1980,1980-11-16,11,26.010,ATL,,NOR,W 31-13,,,,,
57,1980,1980-11-23,12,26.017,ATL,,CHI,W 28-17,,,,,
58,1980,1980-11-30,13,26.024,ATL,,WAS,W 10-6,,,,,
59,1980,1980-12-07,14,26.031,ATL,@,PHI,W 20-17,,,,,
60,1980,1980-12-14,15,26.038,ATL,,SFO,W 35-10,,,,,
61,1980,1980-12-21,16,26.045,ATL,@,RAM,L 17-20,,,,,
