ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1978,1978-09-03,1,24.080,CLE,,SFO,W 24-7
2,1978,1978-09-10,2,24.087,CLE,,CIN,W 13-10
3,1978,1978-09-17,3,24.094,CLE,@,ATL,W 24-16
4,1978,1978-09-24,4,24.101,CLE,@,PIT,L 9-15
5,1978,1978-10-01,5,24.108,CLE,,HOU,L 13-16
6,1978,1978-10-08,6,24.115,CLE,@,NOR,W 24-16
7,1978,1978-10-15,7,24.122,CLE,,PIT,L 14-34
8,1978,1978-10-22,8,24.129,CLE,@,KAN,L 3-17
9,1978,1978-10-29,9,24.136,CLE,,BUF,W 41-20
10,1978,1978-11-12,11,24.150,CLE,,DEN,L 7-19
11,1978,1978-11-19,12,24.157,CLE,@,BAL,W 45-24
12,1978,1978-11-26,13,24.164,CLE,,RAM,W 30-19
13,1978,1978-12-03,14,24.171,CLE,@,SEA,L 24-47
14,1978,1978-12-10,15,24.178,CLE,,NYJ,W 37-34
15,1978,1978-12-17,16,24.185,CLE,@,CIN,L 16-48
