ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-13,1,23.050,BAL,@,NYJ,W 10-9,,1,,,,,0.0%,,,,,,,,,,
2,2010,2010-09-19,2,23.056,BAL,@,CIN,L 10-15,,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,0.0,0,0
3,2010,2010-09-26,3,23.063,BAL,,CLE,W 24-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
4,2010,2010-10-03,4,23.070,BAL,@,PIT,W 17-14,,,,,,,0.0%,,,,,,,,,,
5,2010,2010-10-10,5,23.077,BAL,,DEN,W 31-17,,2,1,58,58.00,0,50.0%,29.00,0,0,,0,0,0,0.0,0,0
6,2010,2010-10-17,6,23.084,BAL,@,NWE,L 20-23,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
7,2010,2010-10-24,7,23.091,BAL,,BUF,W 37-34,*,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,0,0
8,2010,2010-11-07,8,23.105,BAL,,MIA,W 26-10,,,,,,,0.0%,,,,,,,,,,
9,2010,2010-11-11,9,23.109,BAL,@,ATL,L 21-26,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
10,2010,2010-11-21,10,23.119,BAL,@,CAR,W 37-13,,2,,,,,0.0%,,,,,,,,,,
11,2010,2010-12-05,12,23.133,BAL,,PIT,L 10-13,,7,3,21,7.00,0,42.9%,3.00,0,0,,0,0,0,0.0,1,0
12,2010,2010-12-13,13,23.141,BAL,@,HOU,W 34-28,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
13,2010,2010-12-19,14,23.147,BAL,,NOR,W 30-24,*,2,2,33,16.50,1,100.0%,16.50,0,0,,0,1,6,0.0,0,0
14,2010,2010-12-26,15,23.154,BAL,@,CLE,W 20-10,*,1,,,,,0.0%,,,,,,,,,,
15,2010,2011-01-02,16,23.161,BAL,,CIN,W 13-7,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
16,2011,2011-09-11,1,24.048,BAL,,PIT,W 35-7,*,5,5,59,11.80,1,100.0%,11.80,0,0,,0,1,6,0.0,0,0
17,2011,2011-09-18,2,24.055,BAL,@,TEN,L 13-26,*,6,2,25,12.50,0,33.3%,4.17,0,0,,0,0,0,0.0,0,0
18,2011,2011-09-25,3,24.062,BAL,@,STL,W 37-7,*,9,5,51,10.20,0,55.6%,5.67,0,0,,0,0,0,0.0,0,0
19,2011,2011-10-02,4,24.069,BAL,,NYJ,W 34-17,*,12,4,45,11.25,0,33.3%,3.75,0,0,,0,0,0,0.0,0,0
20,2011,2011-10-16,5,24.083,BAL,,HOU,W 29-14,*,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,0.0,0,0
