ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2000,2000-09-04,1,23.185,STL,,DEN,W 41-36,,,,,,,,,,,0.0%,,,,,,,
2,2000,2000-09-10,2,23.191,STL,@,SEA,W 37-34,,1,1,1.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
3,2000,2000-11-12,10,23.254,STL,@,NYG,W 38-24,,2,5,2.50,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0
4,2001,2001-09-09,1,24.190,STL,@,PHI,W 20-17,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
5,2001,2001-09-23,2,24.204,STL,@,SFO,W 30-26,,2,1,0.50,0,0,0,0,,0,0.0%,,2,55,27.50,0,0,0
6,2001,2001-09-30,3,24.211,STL,,MIA,W 42-10,,4,19,4.75,1,0,0,0,,0,0.0%,,3,73,24.33,0,1,6
7,2001,2001-10-08,4,24.219,STL,@,DET,W 35-0,,2,16,8.00,0,0,0,0,,0,0.0%,,1,21,21.00,0,0,0
8,2001,2001-10-14,5,24.225,STL,,NYG,W 15-14,,5,10,2.00,1,3,3,9,3.00,0,100.0%,3.00,3,56,18.67,0,1,6
9,2001,2001-10-21,6,24.232,STL,@,NYJ,W 34-14,*,23,195,8.48,2,3,3,37,12.33,0,100.0%,12.33,0,0,,0,2,12
10,2001,2001-10-28,7,24.239,STL,,NOR,L 31-34,*,12,19,1.58,1,14,10,107,10.70,0,71.4%,7.64,3,62,20.67,0,1,6
11,2001,2001-11-11,8,24.253,STL,,CAR,W 48-14,,16,145,9.06,1,2,1,1,1.00,0,50.0%,0.50,3,64,21.33,0,1,6
12,2001,2001-11-18,9,24.260,STL,@,NWE,W 24-17,,1,1,1.00,0,0,0,0,,0,0.0%,,4,87,21.75,0,0,0
13,2001,2001-11-26,10,24.268,STL,,TAM,L 17-24,,2,13,6.50,0,0,0,0,,0,0.0%,,5,71,14.20,0,0,0
14,2001,2001-12-02,11,24.274,STL,@,ATL,W 35-6,,7,16,2.29,0,0,0,0,,0,0.0%,,2,31,15.50,0,0,0
15,2001,2001-12-09,12,24.281,STL,,SFO,W 27-14,,0,0,,0,1,0,0,,0,0.0%,0.00,2,41,20.50,0,0,0
16,2001,2001-12-17,13,24.289,STL,@,NOR,W 34-21,,0,0,,0,0,0,0,,0,0.0%,,3,84,28.00,0,0,0
17,2001,2001-12-23,14,24.295,STL,@,CAR,W 38-32,,0,0,,0,0,0,0,,0,0.0%,,5,103,20.60,0,0,0
18,2001,2001-12-30,15,24.302,STL,,IND,W 42-17,,,,,,,,,,,0.0%,,,,,,,
19,2001,2002-01-06,16,24.309,STL,,ATL,W 31-13,,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0
20,2002,2002-09-08,1,25.189,STL,@,DEN,L 16-23,,1,5,5.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
21,2002,2002-09-15,2,25.196,STL,,NYG,L 21-26,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
22,2002,2002-09-23,3,25.204,STL,@,TAM,L 14-26,,6,15,2.50,0,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0
23,2002,2002-09-29,4,25.210,STL,,DAL,L 10-13,,,,,,,,,,,0.0%,,,,,,,
24,2002,2002-10-06,5,25.217,STL,@,SFO,L 13-37,,,,,,0,,,,,0.0%,,,,,,,
25,2002,2002-10-13,6,25.224,STL,,OAK,W 28-13,,,,,,,,,,,0.0%,,,,,,,
26,2002,2002-10-20,7,25.231,STL,,SEA,W 37-20,,,,,,,,,,,0.0%,,,,,,,
27,2002,2002-11-03,8,25.245,STL,@,ARI,W 27-14,,5,4,0.80,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0
28,2002,2002-11-10,9,25.252,STL,,SDG,W 28-24,,,,,,,,,,,0.0%,,,,,,,
29,2002,2002-11-18,10,25.260,STL,,CHI,W 21-16,,,,,,0,,,,,0.0%,,,,,,,
30,2002,2002-11-24,11,25.266,STL,@,WAS,L 17-20,,1,22,22.00,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0
31,2002,2002-12-01,12,25.273,STL,@,PHI,L 3-10,,,,,,,,,,,0.0%,,,,,,,
32,2002,2002-12-08,13,25.280,STL,@,KAN,L 10-49,,,,,,,,,,,0.0%,,,,,,,
33,2002,2002-12-15,14,25.287,STL,,ARI,W 30-28,,0,0,,0,0,0,0,,0,0.0%,,5,163,32.60,0,0,0
34,2002,2002-12-22,15,25.294,STL,@,SEA,L 10-30,*,3,2,0.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0
35,2002,2002-12-30,16,25.302,STL,,SFO,W 31-20,,0,0,,0,0,0,0,,0,0.0%,,2,34,17.00,0,0,0
36,2003,2003-09-04,1,26.185,WAS,,NYJ,W 16-13,*,10,46,4.60,0,0,0,0,,0,0.0%,,0,0,,0,0,0
37,2003,2003-09-14,2,26.195,WAS,@,ATL,W 33-31,*,15,89,5.93,0,0,0,0,,0,0.0%,,0,0,,0,0,0
38,2003,2003-09-21,3,26.202,WAS,,NYG,L 21-24,*,9,46,5.11,0,0,0,0,,0,0.0%,,0,0,,0,0,0
39,2003,2003-09-28,4,26.209,WAS,,NWE,W 20-17,*,12,70,5.83,0,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0
40,2003,2003-10-05,5,26.216,WAS,@,PHI,L 25-27,*,8,17,2.13,0,3,3,18,6.00,0,100.0%,6.00,0,0,,0,0,0
41,2003,2003-10-12,6,26.223,WAS,,TAM,L 13-35,*,8,27,3.38,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
42,2003,2003-11-09,9,26.251,WAS,,SEA,W 27-20,*,15,34,2.27,0,1,1,10,10.00,1,100.0%,10.00,0,0,,0,1,6
43,2003,2003-11-16,10,26.258,WAS,@,CAR,L 17-20,*,10,18,1.80,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0
44,2003,2003-11-23,11,26.265,WAS,@,MIA,L 23-24,*,20,69,3.45,1,5,2,12,6.00,0,40.0%,2.40,0,0,,0,1,6
45,2003,2003-11-30,12,26.272,WAS,,NOR,L 20-24,,16,115,7.19,0,2,1,-6,-6.00,0,50.0%,-3.00,0,0,,0,0,0
46,2003,2003-12-07,13,26.279,WAS,@,NYG,W 20-7,*,19,69,3.63,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0
