ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1998,1998-09-20,3,22.092,SEA,,WAS,W 24-14,,,,,,,
2,1998,1998-09-27,4,22.099,SEA,@,PIT,L 10-13,,,,,,,
3,1998,1998-10-04,5,22.106,SEA,@,KAN,L 6-17,,,,,,,
4,1998,1998-10-11,6,22.113,SEA,,DEN,L 16-21,,,,,,,
5,1998,1998-11-08,9,22.141,SEA,,KAN,W 24-12,,,,,,,
6,1998,1998-11-15,10,22.148,SEA,@,OAK,L 17-20,,,,,,,
7,1998,1998-11-22,11,22.155,SEA,@,DAL,L 22-30,,,,,,,
8,1998,1998-11-29,12,22.162,SEA,,TEN,W 20-18,,,,,,,
9,1998,1998-12-06,13,22.169,SEA,@,NYJ,L 31-32,,1,6,0.0,1,36,1
10,1998,1998-12-13,14,22.176,SEA,,SDG,W 38-17,,,,,,,
11,1998,1998-12-20,15,22.183,SEA,,IND,W 27-23,,,,,,,
12,1998,1998-12-27,16,22.190,SEA,@,DEN,L 21-28,,,,,,,
13,1999,1999-09-12,1,23.084,SEA,,DET,L 20-28,*,,,,,,
14,1999,1999-09-19,2,23.091,SEA,@,CHI,W 14-13,*,,,,,,
15,1999,1999-09-26,3,23.098,SEA,@,PIT,W 29-10,*,,,,,,
16,1999,1999-10-03,4,23.105,SEA,,OAK,W 22-21,*,,,,,,
17,1999,1999-10-17,5,23.119,SEA,@,SDG,L 10-13,*,,,,,,
18,1999,1999-10-24,6,23.126,SEA,,BUF,W 26-16,*,,,,,,
19,1999,1999-11-01,7,23.134,SEA,@,GNB,W 27-7,*,,,,,,
20,1999,1999-11-07,8,23.140,SEA,,CIN,W 37-20,*,,,,,,
21,1999,1999-11-14,9,23.147,SEA,,DEN,W 20-17,*,,,,,,
22,1999,1999-11-21,10,23.154,SEA,@,KAN,W 31-19,*,,,,,,
23,1999,1999-11-28,11,23.161,SEA,,TAM,L 3-16,*,,,,,,
24,1999,1999-12-05,12,23.168,SEA,@,OAK,L 21-30,*,,,,,,
25,1999,1999-12-12,13,23.175,SEA,,SDG,L 16-19,*,,,,,,
26,1999,1999-12-19,14,23.182,SEA,@,DEN,L 30-36,*,,,,,,
27,1999,1999-12-26,15,23.189,SEA,,KAN,W 23-14,*,,,,,,
28,1999,2000-01-02,16,23.196,SEA,@,NYJ,L 9-19,*,,,,,,
29,2000,2000-09-03,1,24.075,SEA,@,MIA,L 0-23,,0,0,1.0,0,0,0
30,2000,2000-09-10,2,24.082,SEA,,STL,L 34-37,*,,,,,,
31,2000,2000-09-17,3,24.089,SEA,,NOR,W 20-10,*,,,,,,
32,2000,2000-09-24,4,24.096,SEA,@,SDG,W 20-12,*,0,0,1.0,0,0,0
33,2000,2000-10-02,5,24.104,SEA,@,KAN,L 17-24,*,,,,,,
34,2000,2000-10-08,6,24.110,SEA,@,CAR,L 3-26,,,,,,,
35,2000,2000-10-15,7,24.117,SEA,,IND,L 24-37,*,,,,,,
36,2000,2000-10-22,8,24.124,SEA,@,OAK,L 3-31,*,,,,,,
