ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1975,1975-09-21,1,28.013,SFO,@,MIN,L 17-27,2,2,100.0,1,1,100.0,0,5
2,1975,1975-09-28,2,28.020,SFO,,RAM,L 14-23,2,2,100.0,,2,0.0,0,2
3,1975,1975-10-05,3,28.027,SFO,@,KAN,W 20-3,2,2,100.0,2,3,66.7,0,8
4,1975,1975-10-12,4,28.034,SFO,,ATL,L 3-17,,,,1,2,50.0,0,3
5,1975,1975-10-19,5,28.041,SFO,,NOR,W 35-21,5,5,100.0,,1,0.0,0,5
6,1975,1975-10-26,6,28.048,SFO,@,NWE,L 16-24,1,2,50.0,1,2,50.0,0,4
7,1975,1975-11-02,7,28.055,SFO,,DET,L 17-28,2,2,100.0,1,1,100.0,0,5
8,1975,1975-11-09,8,28.062,SFO,@,RAM,W 24-23,3,3,100.0,1,1,100.0,0,6
9,1975,1975-11-16,9,28.069,SFO,,CHI,W 31-3,4,4,100.0,1,2,50.0,0,7
10,1975,1975-11-23,10,28.076,SFO,@,NOR,W 16-6,1,2,50.0,1,1,100.0,0,4
11,1975,1975-11-30,11,28.083,SFO,@,PHI,L 17-27,2,2,100.0,1,2,50.0,0,5
12,1975,1975-12-07,12,28.090,SFO,,HOU,L 13-27,1,1,100.0,2,4,50.0,0,7
13,1975,1975-12-14,13,28.097,SFO,@,ATL,L 9-31,,1,0.0,1,2,50.0,0,3
14,1975,1975-12-21,14,28.104,SFO,,NYG,L 23-26,2,3,66.7,1,4,25.0,0,5
15,1976,1976-09-12,1,29.004,SFO,@,GNB,W 26-14,2,3,66.7,,1,0.0,0,2
16,1976,1976-09-19,2,29.011,SFO,,CHI,L 12-19,1,1,100.0,1,1,100.0,0,4
17,1976,1976-09-26,3,29.018,SFO,@,SEA,W 37-21,4,4,100.0,3,3,100.0,0,13
18,1976,1976-10-03,4,29.025,SFO,,NYJ,W 17-6,2,2,100.0,1,1,100.0,0,5
