ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1980,1980-09-07,1,24.030,KAN,,OAK,L 14-27,,,,,,,
2,1980,1980-09-14,2,24.037,KAN,,SEA,L 16-17,,,,,,,
3,1980,1980-09-21,3,24.044,KAN,@,CLE,L 13-20,,,,,,,
4,1980,1980-09-28,4,24.051,KAN,,SDG,L 7-24,,,,,,,
5,1980,1980-10-05,5,24.058,KAN,@,OAK,W 31-17,0,0,,0,1,6,0
6,1980,1980-10-12,6,24.065,KAN,,HOU,W 21-20,,,,,,,
7,1980,1980-10-19,7,24.072,KAN,@,DEN,W 23-17,,,,,,,
8,1980,1980-10-26,8,24.079,KAN,,DET,W 20-17,,,,,,,
9,1980,1980-11-02,9,24.086,KAN,,BAL,L 24-31,,,,,,,
10,1980,1980-11-09,10,24.093,KAN,@,SEA,W 31-30,,,,,,,
11,1980,1980-11-16,11,24.100,KAN,@,SDG,L 7-20,,,,,,,
12,1980,1980-11-23,12,24.107,KAN,@,STL,W 21-13,,,,,,,
13,1980,1980-11-30,13,24.114,KAN,,CIN,L 6-20,,,,,,,
14,1980,1980-12-07,14,24.121,KAN,,DEN,W 31-14,,,,,,,
15,1980,1980-12-14,15,24.128,KAN,@,PIT,L 16-21,,,,,,,
16,1980,1980-12-21,16,24.135,KAN,@,BAL,W 38-28,,,,,,,
17,1981,1981-09-06,1,25.029,KAN,@,PIT,W 37-33,0,0,,0,,,
18,1981,1981-09-13,2,25.036,KAN,,TAM,W 19-10,0,0,,0,,,
19,1981,1981-09-20,3,25.043,KAN,,SDG,L 31-42,0,0,,0,,,
20,1981,1981-09-27,4,25.050,KAN,@,SEA,W 20-14,0,0,,0,,,
21,1981,1981-10-04,5,25.057,KAN,@,NWE,L 17-33,1,21,21.00,0,0,0,0
22,1981,1981-11-15,11,25.099,NWE,,NYJ,L 6-17,0,0,,0,,,
23,1981,1981-11-22,12,25.106,NWE,@,BUF,L 17-20,1,21,21.00,0,0,0,0
24,1981,1981-11-29,13,25.113,NWE,,STL,L 20-27,0,0,,0,,,
25,1981,1981-12-06,14,25.120,NWE,@,MIA,L 14-24,0,0,,0,,,
26,1981,1981-12-13,15,25.127,NWE,,BUF,L 10-19,0,0,,0,,,
27,1981,1981-12-20,16,25.134,NWE,@,BAL,L 21-23,1,24,24.00,0,0,0,0
28,1982,1982-09-12,1,26.035,NWE,@,BAL,W 24-13,1,19,19.00,0,0,0,0
29,1982,1982-09-19,2,26.042,NWE,,NYJ,L 7-31,0,0,,0,,,
30,1982,1982-11-21,3,26.105,NWE,@,CLE,L 7-10,0,0,,0,,,
31,1982,1982-11-28,4,26.112,NWE,,HOU,W 29-21,0,0,,0,,,
32,1982,1982-12-05,5,26.119,NWE,@,CHI,L 13-26,0,0,,0,,,
33,1982,1982-12-12,6,26.126,NWE,,MIA,W 3-0,0,0,,0,,,
34,1982,1982-12-19,7,26.133,NWE,@,SEA,W 16-0,0,0,,0,,,
35,1982,1982-12-26,8,26.140,NWE,@,PIT,L 14-37,0,0,,0,,,
36,1982,1983-01-02,9,26.147,NWE,,BUF,W 30-19,0,0,,0,,,
37,1983,1983-11-06,10,27.090,NWE,,BUF,W 21-7,,,,,,,
38,1983,1983-11-13,11,27.097,NWE,,MIA,W 17-6,,,,,,,
39,1983,1983-11-20,12,27.104,NWE,,CLE,L 0-30,,,,,,,
40,1983,1983-11-27,13,27.111,NWE,@,NYJ,L 3-26,,,,,,,
41,1983,1983-12-04,14,27.118,NWE,,NOR,W 7-0,,,,,,,
42,1983,1983-12-11,15,27.125,NWE,@,RAM,W 21-7,,,,,,,
43,1983,1983-12-18,16,27.132,NWE,@,SEA,L 6-24,,,,,,,
44,1984,1984-09-02,1,28.025,NWE,@,BUF,W 21-17,,,,,,,
45,1984,1984-09-09,2,28.032,NWE,@,MIA,L 7-28,,,,,,,
46,1984,1984-09-16,3,28.039,NWE,,SEA,W 38-23,0,0,,0,1,23,0
47,1984,1984-09-23,4,28.046,NWE,,WAS,L 10-26,,,,,,,
48,1984,1984-09-30,5,28.053,NWE,@,NYJ,W 28-21,,,,,,,
49,1984,1984-10-07,6,28.060,NWE,@,CLE,W 17-16,,,,,,,
50,1984,1984-10-14,7,28.067,NWE,,CIN,W 20-14,,,,,,,
51,1984,1984-10-21,8,28.074,NWE,,MIA,L 24-44,,,,,,,
52,1984,1984-10-28,9,28.081,NWE,,NYJ,W 30-20,,,,,,,
53,1984,1984-11-04,10,28.088,NWE,@,DEN,L 19-26,,,,,,,
54,1984,1984-11-11,11,28.095,NWE,,BUF,W 38-10,,,,,,,
55,1984,1984-11-18,12,28.102,NWE,@,IND,W 50-17,,,,,,,
56,1984,1984-11-22,13,28.106,NWE,@,DAL,L 17-20,,,,,,,
57,1984,1984-12-02,14,28.116,NWE,,STL,L 10-33,,,,,,,
58,1985,1985-09-08,1,29.031,TAM,@,CHI,L 28-38,,,,,,,
59,1985,1985-09-15,2,29.038,TAM,,MIN,L 16-31,,,,,,,
60,1985,1985-09-22,3,29.045,TAM,@,NOR,L 13-20,,,,,,,
61,1985,1985-09-29,4,29.052,TAM,@,DET,L 9-30,,,,,,,
62,1985,1985-10-06,5,29.059,TAM,,CHI,L 19-27,,,,,,,
63,1985,1985-10-13,6,29.066,TAM,,RAM,L 27-31,,,,,,,
