ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1978,1978-09-03,1,22.099,PHI,,RAM,L 14-16,,,,,,
2,1978,1978-09-10,2,22.106,PHI,@,WAS,L 30-35,,,,,,
3,1978,1978-09-17,3,22.113,PHI,@,NOR,W 24-17,,,,,,
4,1978,1978-09-24,4,22.120,PHI,,MIA,W 17-3,,,,,,
5,1978,1978-10-01,5,22.127,PHI,@,BAL,W 17-14,,,,,,
6,1978,1978-10-08,6,22.134,PHI,@,NWE,L 14-24,,,,,,
7,1978,1978-10-15,7,22.141,PHI,,WAS,W 17-10,,,,,,
8,1978,1978-10-22,8,22.148,PHI,@,DAL,L 7-14,,,,,,
9,1978,1978-10-29,9,22.155,PHI,,STL,L 10-16,,,,,,
10,1978,1978-11-05,10,22.162,PHI,,GNB,W 10-3,,,,,,
11,1978,1978-11-12,11,22.169,PHI,,NYJ,W 17-9,,,,,,
12,1978,1978-11-19,12,22.176,PHI,@,NYG,W 19-17,,,,,,
13,1978,1978-11-26,13,22.183,PHI,@,STL,W 14-10,,,,,,
14,1978,1978-12-03,14,22.190,PHI,@,MIN,L 27-28,,,,,,
15,1978,1978-12-10,15,22.197,PHI,,DAL,L 13-31,,,,,,
16,1978,1978-12-17,16,22.204,PHI,,NYG,W 20-3,,,,,,
17,1979,1979-09-02,1,23.098,PHI,,NYG,W 23-17,,,,,,
18,1979,1979-09-10,2,23.106,PHI,,ATL,L 10-14,,,,,,
19,1979,1979-09-16,3,23.112,PHI,@,NOR,W 26-14,0,0,0.0,1,0,0
20,1979,1979-09-23,4,23.119,PHI,@,NYG,W 17-13,,,,,,
21,1979,1979-09-30,5,23.126,PHI,,PIT,W 17-14,,,,,,
22,1979,1979-10-07,6,23.133,PHI,,WAS,W 28-17,,,,,,
23,1979,1979-10-14,7,23.140,PHI,@,STL,W 24-20,,,,,,
24,1979,1979-10-21,8,23.147,PHI,@,WAS,L 7-17,,,,,,
25,1979,1979-10-28,9,23.154,PHI,@,CIN,L 13-37,,,,,,
26,1979,1979-11-04,10,23.161,PHI,,CLE,L 19-24,0,0,0.0,1,0,0
27,1979,1979-11-12,11,23.169,PHI,@,DAL,W 31-21,,,,,,
28,1979,1979-11-18,12,23.175,PHI,,STL,W 16-13,,,,,,
29,1979,1979-11-25,13,23.182,PHI,@,GNB,W 21-10,,,,,,
30,1979,1979-12-02,14,23.189,PHI,,DET,W 44-7,,,,,,
31,1979,1979-12-08,15,23.195,PHI,,DAL,L 17-24,,,,,,
32,1979,1979-12-16,16,23.203,PHI,@,HOU,W 26-20,,,,,,
33,1980,1980-09-07,1,24.103,PHI,,DEN,W 27-6,,,,,,
34,1980,1980-09-14,2,24.110,PHI,@,MIN,W 42-7,,,,,,
35,1980,1980-09-22,3,24.118,PHI,,NYG,W 35-3,,,,,,
36,1980,1980-09-28,4,24.124,PHI,@,STL,L 14-24,,,,,,
37,1980,1980-10-05,5,24.131,PHI,,WAS,W 24-14,,,,,,
38,1980,1980-10-12,6,24.138,PHI,@,NYG,W 31-16,,,,,,
39,1980,1980-10-19,7,24.145,PHI,,DAL,W 17-10,0,0,0.0,1,0,0
40,1980,1980-10-26,8,24.152,PHI,,CHI,W 17-14,,,,,,
41,1980,1980-11-02,9,24.159,PHI,@,SEA,W 27-20,,,,,,
42,1980,1980-11-09,10,24.166,PHI,@,NOR,W 34-21,,,,,,
43,1980,1980-11-16,11,24.173,PHI,@,WAS,W 24-0,,,,,,
44,1980,1980-11-23,12,24.180,PHI,,OAK,W 10-7,,,,,,
45,1980,1980-11-30,13,24.187,PHI,@,SDG,L 21-22,,,,,,
46,1980,1980-12-07,14,24.194,PHI,,ATL,L 17-20,,,,,,
47,1980,1980-12-14,15,24.201,PHI,,STL,W 17-3,,,,,,
48,1980,1980-12-21,16,24.208,PHI,@,DAL,L 27-35,,,,,,
49,1981,1981-09-06,1,25.102,PHI,@,NYG,W 24-10,,,,,,
50,1981,1981-09-13,2,25.109,PHI,,NWE,W 13-3,,,,,,
51,1981,1981-09-17,3,25.113,PHI,@,BUF,W 20-14,,,,,,
52,1981,1981-09-27,4,25.123,PHI,,WAS,W 36-13,0,0,0.0,1,11,0
53,1981,1981-10-05,5,25.131,PHI,,ATL,W 16-13,0,0,0.0,1,7,0
54,1981,1981-10-11,6,25.137,PHI,@,NOR,W 31-14,0,1,,,,
55,1981,1981-10-18,7,25.144,PHI,@,MIN,L 23-35,,,,,,
56,1981,1981-10-25,8,25.151,PHI,,TAM,W 20-10,,,,,,
57,1981,1981-11-01,9,25.158,PHI,,DAL,L 14-17,,,,,,
58,1981,1981-11-08,10,25.165,PHI,@,STL,W 52-10,,,,,,
59,1981,1981-11-15,11,25.172,PHI,,BAL,W 38-13,,,,,,
60,1981,1981-11-22,12,25.179,PHI,,NYG,L 10-20,,,,,,
61,1981,1981-11-30,13,25.187,PHI,@,MIA,L 10-13,,,,,,
62,1981,1981-12-06,14,25.193,PHI,@,WAS,L 13-15,,,,,,
63,1981,1981-12-13,15,25.200,PHI,@,DAL,L 10-21,,,,,,
64,1981,1981-12-20,16,25.207,PHI,,STL,W 38-0,,,,,,
65,1982,1982-09-12,1,26.108,PHI,,WAS,L 34-37,,,,,,
66,1982,1982-09-19,2,26.115,PHI,@,CLE,W 24-21,,,,,,
67,1982,1982-11-21,3,26.178,PHI,,CIN,L 14-18,,,,,,
68,1982,1982-11-28,4,26.185,PHI,@,WAS,L 9-13,,,,,,
69,1982,1982-12-05,5,26.192,PHI,,STL,L 20-23,,,,,,
70,1982,1982-12-11,6,26.198,PHI,@,NYG,L 7-23,,,,,,
71,1982,1982-12-19,7,26.206,PHI,,HOU,W 35-14,0,0,1.0,0,0,0
72,1982,1982-12-26,8,26.213,PHI,@,DAL,W 24-20,,,,,,
73,1982,1983-01-02,9,26.220,PHI,,NYG,L 24-26,,,,,,
74,1983,1983-09-18,3,27.114,PHI,@,DEN,W 13-10,,,,,,
75,1983,1983-09-25,4,27.121,PHI,,STL,L 11-14,,,,,,
76,1983,1983-10-02,5,27.128,PHI,@,ATL,W 28-24,,,,,,
77,1983,1983-10-09,6,27.135,PHI,@,NYG,W 17-13,,,,,,
78,1983,1983-10-16,7,27.142,PHI,@,DAL,L 7-37,,,,,,
79,1983,1983-10-23,8,27.149,PHI,,CHI,L 6-7,,,,,,
80,1983,1983-10-30,9,27.156,PHI,,BAL,L 21-22,,,,,,
81,1983,1983-11-06,10,27.163,PHI,,DAL,L 20-27,,,,,,
82,1983,1983-11-13,11,27.170,PHI,@,CHI,L 14-17,,,,,,
83,1983,1983-11-20,12,27.177,PHI,,NYG,L 0-23,,,,,,
84,1983,1983-11-27,13,27.184,PHI,@,WAS,L 24-28,,,,,,
85,1983,1983-12-04,14,27.191,PHI,,RAM,W 13-9,,,,,,
86,1983,1983-12-11,15,27.198,PHI,,NOR,L 17-20,,,,,,
