ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1996,1996-09-01,1,24.041,NYJ,@,DEN,L 6-31,,4,1,50,50.00,0,25.0%,12.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
2,1996,1996-09-08,2,24.048,NYJ,,IND,L 7-21,,9,5,53,10.60,1,55.6%,5.89,0,0,,0,0,0,,0,0,0,,,,,,1,6
3,1996,1996-09-15,3,24.055,NYJ,@,MIA,L 27-36,,8,6,59,9.83,1,75.0%,7.38,0,0,,0,0,0,,0,0,0,,,,,,1,6
4,1996,1996-09-22,4,24.062,NYJ,,NYG,L 6-13,,7,1,14,14.00,0,14.3%,2.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
5,1996,1996-09-29,5,24.069,NYJ,@,WAS,L 16-31,,12,8,74,9.25,0,66.7%,6.17,0,0,,0,0,0,,0,0,0,,,,,,0,0
6,1996,1996-10-20,8,24.090,NYJ,,BUF,L 22-25,,13,8,94,11.75,2,61.5%,7.23,0,0,,0,0,0,,0,0,0,,,,,,2,12
7,1996,1996-10-27,9,24.097,NYJ,@,ARI,W 31-21,,9,7,94,13.43,1,77.8%,10.44,0,0,,0,0,0,,0,0,0,,,,,,1,6
8,1996,1996-11-10,10,24.111,NYJ,,NWE,L 27-31,,9,4,44,11.00,0,44.4%,4.89,0,0,,0,0,0,,0,0,0,,,,,,0,0
9,1996,1996-11-17,11,24.118,NYJ,@,IND,L 29-34,,9,5,91,18.20,0,55.6%,10.11,0,0,,0,0,0,,0,0,0,,,,,,0,0
10,1996,1996-11-24,12,24.125,NYJ,@,BUF,L 10-35,,9,1,10,10.00,0,11.1%,1.11,0,0,,0,0,0,,0,0,0,,,,,,0,0
11,1996,1996-12-01,13,24.132,NYJ,,HOU,L 10-35,,8,3,48,16.00,1,37.5%,6.00,0,0,,0,0,0,,0,0,0,,,,,,1,6
12,1996,1996-12-08,14,24.139,NYJ,@,NWE,L 10-34,,13,7,91,13.00,1,53.8%,7.00,0,0,,0,0,0,,0,0,0,,,,,,1,6
13,1996,1996-12-14,15,24.145,NYJ,,PHI,L 20-21,,8,4,77,19.25,1,50.0%,9.63,0,0,,0,0,0,,0,0,0,,,,,,1,6
14,1996,1996-12-22,16,24.153,NYJ,,MIA,L 28-31,,7,3,45,15.00,0,42.9%,6.43,0,0,,0,0,0,,0,0,0,,,,,,0,0
15,1997,1997-08-31,1,25.040,NYJ,@,SEA,W 41-3,,6,6,68,11.33,0,100.0%,11.33,0,0,,0,0,0,,0,0,0,,,,,,0,0
16,1997,1997-09-07,2,25.047,NYJ,,BUF,L 22-28,,6,3,86,28.67,0,50.0%,14.33,0,0,,0,0,0,,0,0,0,,,,,,0,0
17,1997,1997-09-14,3,25.054,NYJ,@,NWE,L 24-27,,12,6,62,10.33,1,50.0%,5.17,0,0,,0,0,0,,0,0,0,,,,,,1,6
18,1997,1997-09-21,4,25.061,NYJ,,OAK,W 23-22,,6,2,22,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0,,,,,,0,0
19,1997,1997-09-28,5,25.068,NYJ,@,CIN,W 31-14,,11,3,28,9.33,1,27.3%,2.55,0,0,,0,0,0,,0,0,0,,,,,,1,6
20,1997,1997-10-05,6,25.075,NYJ,@,IND,W 16-12,,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0,,0,0,0,,,,,,0,0
21,1997,1997-10-12,7,25.082,NYJ,,MIA,L 20-31,,4,4,80,20.00,1,100.0%,20.00,0,0,,0,0,0,,0,0,0,,,,,,1,6
