ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1990,1990-09-09,1,23.149,CHI,,SEA,W 17-0,0,0,,0
2,1990,1990-09-16,2,23.156,CHI,@,GNB,W 31-13,0,0,,0
3,1990,1990-09-23,3,23.163,CHI,,MIN,W 19-16,0,0,,0
4,1990,1990-09-30,4,23.170,CHI,@,RAI,L 10-24,0,0,,0
5,1990,1990-10-07,5,23.177,CHI,,GNB,W 27-13,0,0,,0
6,1990,1990-10-14,6,23.184,CHI,,RAM,W 38-9,0,0,,0
7,1990,1990-10-28,7,23.198,CHI,@,PHO,W 31-21,0,0,,0
8,1990,1990-11-04,8,23.205,CHI,@,TAM,W 26-6,0,0,,0
9,1990,1990-11-11,9,23.212,CHI,,ATL,W 30-24,0,0,,0
10,1990,1990-11-18,10,23.219,CHI,@,DEN,W 16-13,0,0,,0
11,1990,1990-11-25,11,23.226,CHI,@,MIN,L 13-41,0,0,,0
12,1990,1990-12-02,12,23.233,CHI,,DET,W 23-17,0,0,,0
13,1990,1990-12-09,13,23.240,CHI,@,WAS,L 9-10,0,0,,0
14,1990,1990-12-16,14,23.247,CHI,@,DET,L 21-38,0,0,,0
15,1990,1990-12-23,15,23.254,CHI,,TAM,W 27-14,1,7,7.00,0
16,1990,1990-12-29,16,23.260,CHI,,KAN,L 10-21,0,0,,0
17,1991,1991-09-22,4,24.162,IND,,DET,L 24-33,0,0,,0
18,1991,1991-09-29,5,24.169,IND,@,SEA,L 3-31,0,0,,0
19,1991,1991-10-06,6,24.176,IND,,PIT,L 3-21,1,13,13.00,0
20,1991,1991-10-13,7,24.183,IND,@,BUF,L 6-42,0,0,,0
21,1991,1991-11-03,9,24.204,IND,,MIA,L 6-10,0,0,,0
22,1991,1991-11-10,10,24.211,IND,@,NYJ,W 28-27,0,0,,0
23,1991,1991-11-17,11,24.218,IND,,CHI,L 17-31,0,0,,0
