ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1989,1989-09-10,1,23.020,MIA,,BUF,L 24-27,4,58,14.50,1,0,0,,0,1,6
2,1989,1989-09-17,2,23.027,MIA,@,NWE,W 24-10,1,15,15.00,0,0,0,,0,0,0
3,1989,1989-09-24,3,23.034,MIA,,NYJ,L 33-40,0,0,,0,0,0,,0,,
4,1989,1989-10-01,4,23.041,MIA,@,HOU,L 7-39,1,14,14.00,0,0,0,,0,0,0
5,1989,1989-10-08,5,23.048,MIA,,CLE,W 13-10,0,0,,0,0,0,,0,,
6,1989,1989-10-15,6,23.055,MIA,@,CIN,W 20-13,0,0,,0,0,0,,0,,
7,1989,1989-10-22,7,23.062,MIA,,GNB,W 23-20,0,0,,0,0,0,,0,,
8,1989,1989-10-29,8,23.069,MIA,@,BUF,L 17-31,5,105,21.00,1,1,0,0.00,0,1,6
9,1989,1989-11-05,9,23.076,MIA,,IND,W 19-13,1,10,10.00,1,0,0,,0,1,6
10,1989,1989-11-12,10,23.083,MIA,@,NYJ,W 31-23,1,7,7.00,1,0,0,,0,1,6
11,1989,1989-11-19,11,23.090,MIA,@,DAL,W 17-14,2,72,36.00,1,0,0,,0,1,6
12,1989,1989-11-26,12,23.097,MIA,,PIT,L 14-34,4,73,18.25,0,0,0,,0,0,0
13,1989,1989-12-03,13,23.104,MIA,@,KAN,L 21-26,1,15,15.00,0,1,9,9.00,0,0,0
14,1989,1989-12-10,14,23.111,MIA,,NWE,W 31-10,0,0,,0,0,0,,0,,
15,1989,1989-12-17,15,23.118,MIA,@,IND,L 13-42,3,31,10.33,0,0,0,,0,0,0
16,1989,1989-12-24,16,23.125,MIA,,KAN,L 24-27,1,10,10.00,0,0,0,,0,0,0
17,1990,1990-09-09,1,24.019,MIA,@,NWE,W 27-24,0,0,,0,,,,,,
18,1990,1990-09-16,2,24.026,MIA,,BUF,W 30-7,0,0,,0,,,,,,
19,1990,1990-09-23,3,24.033,MIA,@,NYG,L 3-20,0,0,,0,,,,,,
20,1990,1990-09-30,4,24.040,MIA,@,PIT,W 28-6,1,10,10.00,0,0,0,,0,0,0
21,1990,1990-10-07,5,24.047,MIA,,NYJ,W 20-16,2,39,19.50,0,0,0,,0,0,0
22,1990,1990-10-18,6,24.058,MIA,,NWE,W 17-10,0,0,,0,,,,,,
