ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1992,1992-09-06,1,25.334,SEA,,CIN,L 3-21,2,2,16,8.00,0,100.0%,8.00,0,0
2,1992,1992-09-13,2,25.341,SEA,@,KAN,L 7-26,8,5,41,8.20,1,62.5%,5.13,1,6
3,1992,1992-09-20,3,25.348,SEA,@,NWE,W 10-6,1,1,6,6.00,0,100.0%,6.00,0,0
4,1992,1992-09-27,4,25.355,SEA,,MIA,L 17-19,2,1,4,4.00,0,50.0%,2.00,0,0
5,1993,1993-09-05,1,26.332,SEA,@,SDG,L 12-18,4,3,21,7.00,0,75.0%,5.25,0,0
6,1993,1993-09-19,3,26.346,SEA,@,NWE,W 17-14,1,1,8,8.00,0,100.0%,8.00,0,0
7,1993,1993-09-26,4,26.353,SEA,@,CIN,W 19-10,1,0,0,,0,0.0%,0.00,,
8,1993,1993-10-03,5,26.360,SEA,,SDG,W 31-14,6,4,29,7.25,0,66.7%,4.83,0,0
9,1993,1993-10-17,6,27.009,SEA,@,DET,L 10-30,3,1,17,17.00,0,33.3%,5.67,0,0
10,1993,1993-10-24,7,27.016,SEA,,NWE,W 10-9,4,2,23,11.50,0,50.0%,5.75,0,0
11,1993,1993-10-31,8,27.023,SEA,@,DEN,L 17-28,2,1,14,14.00,0,50.0%,7.00,0,0
12,1993,1993-11-07,9,27.030,SEA,@,HOU,L 14-24,2,0,0,,0,0.0%,0.00,,
13,1993,1993-11-14,10,27.037,SEA,,CLE,W 22-5,4,1,12,12.00,0,25.0%,3.00,0,0
14,1993,1993-11-28,11,27.051,SEA,,DEN,L 9-17,3,2,8,4.00,0,66.7%,2.67,0,0
15,1993,1993-12-05,12,27.058,SEA,,KAN,L 16-31,2,1,9,9.00,0,50.0%,4.50,0,0
16,1993,1993-12-12,13,27.065,SEA,@,RAI,L 23-27,2,2,11,5.50,0,100.0%,5.50,0,0
17,1993,1993-12-19,14,27.072,SEA,,PHO,L 27-30,6,2,14,7.00,0,33.3%,2.33,0,0
18,1993,1993-12-26,15,27.079,SEA,,PIT,W 16-6,3,1,2,2.00,1,33.3%,0.67,1,6
19,1993,1994-01-02,16,27.086,SEA,@,KAN,L 24-34,4,2,10,5.00,0,50.0%,2.50,0,0
20,1994,1994-09-04,1,27.331,SEA,@,WAS,W 28-7,3,2,14,7.00,0,66.7%,4.67,0,0
21,1994,1994-09-11,2,27.338,SEA,@,RAI,W 38-9,2,2,6,3.00,0,100.0%,3.00,0,0
22,1994,1994-09-18,3,27.345,SEA,,SDG,L 10-24,4,2,9,4.50,0,50.0%,2.25,0,0
23,1994,1994-09-25,4,27.352,SEA,,PIT,W 30-13,0,0,0,,0,0.0%,,,
24,1994,1994-10-02,5,27.359,SEA,@,IND,L 15-17,,0,0,,0,0.0%,,,
25,1994,1994-10-09,6,28.001,SEA,,DEN,L 9-16,0,0,0,,0,0.0%,,,
26,1994,1994-10-23,7,28.015,SEA,@,KAN,L 23-38,2,1,2,2.00,0,50.0%,1.00,0,0
27,1994,1994-10-30,8,28.022,SEA,@,SDG,L 15-35,2,0,0,,0,0.0%,0.00,,
28,1994,1994-11-06,9,28.029,SEA,,CIN,L 17-20,3,2,32,16.00,0,66.7%,10.67,0,0
29,1994,1994-11-13,10,28.036,SEA,@,DEN,L 10-17,,0,0,,0,0.0%,,,
30,1994,1994-11-20,11,28.043,SEA,,TAM,W 22-21,4,2,17,8.50,0,50.0%,4.25,0,0
31,1994,1994-11-27,12,28.050,SEA,,KAN,W 10-9,6,5,38,7.60,0,83.3%,6.33,0,0
32,1994,1994-12-04,13,28.057,SEA,,IND,L 19-31,9,7,35,5.00,1,77.8%,3.89,1,6
33,1994,1994-12-11,14,28.064,SEA,@,HOU,W 16-14,2,1,11,11.00,0,50.0%,5.50,0,0
34,1994,1994-12-18,15,28.071,SEA,,RAI,L 16-17,5,4,32,8.00,0,80.0%,6.40,0,0
