ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2001,2001-11-18,10,22.170,NYJ,@,MIA,W 24-0,,3,0,0,,0,0.0%,0.00,1,-6,-6.00,0,0,0,,0,0,0,,0,0,0,0.0,,
2,2001,2001-12-02,11,22.184,NYJ,,NWE,L 16-17,,7,2,40,20.00,0,28.6%,5.71,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
3,2001,2001-12-23,14,22.205,NYJ,@,IND,W 29-28,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0.0,,
4,2001,2001-12-30,15,22.212,NYJ,,BUF,L 9-14,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,2,33,16.50,0,0,0,0.0,,
5,2001,2002-01-06,16,22.219,NYJ,@,OAK,W 24-22,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,3,49,16.33,0,0,0,0.0,,
6,2002,2002-09-08,1,23.099,NYJ,@,BUF,W 37-31,*,1,1,17,17.00,0,100.0%,17.00,1,12,12.00,0,0,0,,0,1,10,10.00,0,0,0,0.0,,
7,2002,2002-09-15,2,23.106,NYJ,,NWE,L 7-44,,9,1,35,35.00,0,11.1%,3.89,0,0,,0,0,0,,0,1,18,18.00,0,0,0,0.0,,
8,2002,2002-09-22,3,23.113,NYJ,@,MIA,L 3-30,*,0,0,0,,0,0.0%,,1,5,5.00,0,0,0,,0,1,0,0.00,0,0,0,0.0,,
9,2002,2002-10-06,5,23.127,NYJ,,KAN,L 25-29,*,4,4,57,14.25,1,100.0%,14.25,1,8,8.00,0,0,0,,0,0,0,,0,1,6,0.0,,
10,2002,2002-10-20,6,23.141,NYJ,,MIN,W 20-7,,6,5,111,22.20,0,83.3%,18.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
11,2002,2002-10-27,7,23.148,NYJ,,CLE,L 21-24,,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,4,103,25.75,1,1,6,0.0,,
12,2002,2002-11-03,8,23.155,NYJ,@,SDG,W 44-13,,3,2,8,4.00,0,66.7%,2.67,1,0,0.00,0,0,0,,0,5,116,23.20,1,1,6,0.0,,
13,2002,2002-11-10,9,23.162,NYJ,,MIA,W 13-10,,4,2,16,8.00,0,50.0%,4.00,1,-4,-4.00,0,0,0,,0,2,4,2.00,0,0,0,0.0,,
14,2002,2002-11-17,10,23.169,NYJ,@,DET,W 31-14,,4,2,15,7.50,1,50.0%,3.75,1,13,13.00,0,0,0,,0,1,13,13.00,0,1,6,0.0,,
15,2002,2002-11-24,11,23.176,NYJ,,BUF,W 31-13,,4,2,38,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,1,32,32.00,0,0,0,0.0,,
16,2002,2002-12-02,12,23.184,NYJ,@,OAK,L 20-26,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,2,34,17.00,0,0,0,0.0,,
17,2002,2002-12-08,13,23.190,NYJ,,DEN,W 19-13,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
18,2002,2002-12-15,14,23.197,NYJ,@,CHI,L 13-20,,4,2,7,3.50,0,50.0%,1.75,0,0,,0,0,0,,0,1,8,8.00,0,0,0,0.0,,
19,2002,2002-12-22,15,23.204,NYJ,@,NWE,W 30-17,,5,4,77,19.25,1,80.0%,15.40,0,0,,0,0,0,,0,3,47,15.67,0,1,6,0.0,,
20,2002,2002-12-29,16,23.211,NYJ,,GNB,W 42-17,,3,2,20,10.00,1,66.7%,6.67,1,14,14.00,0,0,0,,0,3,28,9.33,0,1,6,0.0,,
21,2003,2003-09-04,1,24.095,NYJ,@,WAS,L 13-16,,4,3,12,4.00,0,75.0%,3.00,1,9,9.00,0,0,0,,0,1,26,26.00,0,0,0,0.0,,
22,2003,2003-09-14,2,24.105,NYJ,,MIA,L 10-21,,9,5,142,28.40,1,55.6%,15.78,1,-11,-11.00,0,0,0,,0,3,12,4.00,0,1,6,0.0,,
