ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1978,1978-09-03,1,26.123,SFO,@,CLE,L 7-24
2,1978,1978-09-10,2,26.130,SFO,,CHI,L 13-16
3,1978,1978-09-17,3,26.137,SFO,@,HOU,L 19-20
4,1978,1978-09-24,4,26.144,SFO,@,NYG,L 10-27
5,1978,1978-10-01,5,26.151,SFO,,CIN,W 28-12
6,1978,1978-10-08,6,26.158,SFO,@,RAM,L 10-27
7,1978,1978-10-15,7,26.165,SFO,,NOR,L 7-14
8,1978,1978-10-22,8,26.172,SFO,,ATL,L 17-20
9,1978,1978-10-29,9,26.179,SFO,@,WAS,L 20-38
10,1978,1978-11-05,10,26.186,SFO,@,ATL,L 10-21
11,1978,1978-11-12,11,26.193,SFO,,STL,L 10-16
12,1978,1978-11-19,12,26.200,SFO,,RAM,L 28-31
13,1978,1978-11-27,13,26.208,SFO,,PIT,L 7-24
14,1978,1978-12-03,14,26.214,SFO,@,NOR,L 13-24
15,1978,1978-12-10,15,26.221,SFO,,TAM,W 6-3
16,1978,1978-12-17,16,26.228,SFO,@,DET,L 14-33
