ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1974,1974-11-10,9,23.330,SDG,@,KAN,W 14-7,0,0,,0,3,26,8.67,0,0,0,0
2,1974,1974-11-17,10,23.337,SDG,@,OAK,L 10-17,1,20,20.00,0,1,14,14.00,0,0,0,0
3,1974,1974-11-24,11,23.344,SDG,@,GNB,L 0-34,5,104,20.80,0,2,-1,-0.50,0,0,0,0
4,1974,1974-12-01,12,23.351,SDG,@,NYJ,L 14-27,2,42,21.00,0,1,15,15.00,0,0,0,0
5,1974,1974-12-08,13,23.358,SDG,,CHI,W 28-21,1,25,25.00,0,4,35,8.75,0,0,0,0
6,1974,1974-12-15,14,24.000,SDG,,DEN,W 17-0,1,24,24.00,0,4,39,9.75,0,0,0,0
7,1975,1975-09-21,1,24.280,SDG,,PIT,L 0-37,,,,,,,,,,,
8,1975,1975-09-28,2,24.287,SDG,@,HOU,L 17-33,,,,,,,,,,,
9,1975,1975-10-05,3,24.294,SDG,,OAK,L 0-6,,,,,,,,,,,
10,1975,1975-10-12,4,24.301,SDG,,RAM,L 10-13,,,,,,,,,,,
11,1975,1975-10-19,5,24.308,SDG,,KAN,L 10-12,,,,,,,,,,,
12,1975,1975-10-26,6,24.315,SDG,@,OAK,L 0-25,4,65,16.25,0,0,0,,0,0,0,0
13,1975,1975-11-01,7,24.321,SDG,@,NYG,L 24-35,1,26,26.00,0,0,0,,0,1,0,0
14,1975,1975-11-16,9,24.336,SDG,,DEN,L 17-27,,,,,,,,,,,
15,1975,1975-11-23,10,24.343,SDG,@,MIN,L 13-28,,,,,,,,,,,
16,1975,1975-11-30,11,24.350,SDG,@,DEN,L 10-13,0,0,,0,2,32,16.00,0,1,10,0
17,1975,1975-12-07,12,24.357,SDG,@,KAN,W 28-20,,,,,,,,,,,
18,1975,1975-12-15,13,25.000,SDG,,NYJ,W 24-16,,,,,,,,,,,
19,1975,1975-12-21,14,25.006,SDG,@,CIN,L 17-47,,,,,,,,,,,
20,1976,1976-09-12,1,25.272,SDG,@,KAN,W 30-16,,,,,,,,,,,
21,1976,1976-09-19,2,25.279,SDG,@,TAM,W 23-0,,,,,,,,,,,
22,1976,1976-09-26,3,25.286,SDG,,STL,W 43-24,,,,,,,,,,,
23,1976,1976-10-03,4,25.293,SDG,@,DEN,L 0-26,,,,,,,,,,,
24,1976,1976-10-10,5,25.300,SDG,,OAK,L 17-27,,,,,,,,,,,
25,1976,1976-10-17,6,25.307,SDG,,HOU,W 30-27,,,,,,,,,,,
26,1976,1976-10-24,7,25.314,SDG,@,CLE,L 17-21,,,,,,,,,,,
27,1976,1976-10-31,8,25.321,SDG,@,PIT,L 0-23,,,,,,,,,,,
28,1976,1976-11-14,10,25.335,SDG,,DEN,L 0-17,,,,,,,,,,,
29,1976,1976-11-21,11,25.342,SDG,@,BUF,W 34-13,,,,,,,,,,,
30,1976,1976-11-28,12,25.349,SDG,,KAN,L 20-23,,,,,,,,,,,
31,1976,1976-12-05,13,25.356,SDG,,SFO,W 13-7,,,,,,,,,,,
32,1976,1976-12-12,14,25.363,SDG,@,OAK,L 0-24,,,,,,,,,,,
