ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1986,1986-09-08,1,23.079,DAL,,NYG,W 31-28,,1,16,16.00,0,,,0,0,,0,0,0
2,1986,1986-09-14,2,23.085,DAL,@,DET,W 31-7,,0,0,,0,,,0,0,,0,0,
3,1986,1986-09-21,3,23.092,DAL,,ATL,L 35-37,,2,53,26.50,1,,,0,0,,0,1,6
4,1986,1986-09-29,4,23.100,DAL,@,STL,W 31-7,,1,39,39.00,1,,,0,0,,0,1,6
5,1986,1986-10-05,5,23.106,DAL,@,DEN,L 14-29,,3,64,21.33,0,,,0,0,,0,0,0
6,1986,1986-10-12,6,23.113,DAL,,WAS,W 30-6,,2,38,19.00,1,,,0,0,,0,1,6
7,1986,1986-10-19,7,23.120,DAL,@,PHI,W 17-14,,1,13,13.00,0,,,0,0,,0,0,0
8,1986,1986-10-26,8,23.127,DAL,,STL,W 37-6,,5,111,22.20,1,,,0,0,,0,1,6
9,1986,1986-11-02,9,23.134,DAL,@,NYG,L 14-17,,1,21,21.00,0,,,0,0,,0,0,0
10,1986,1986-11-09,10,23.141,DAL,,RAI,L 13-17,,1,14,14.00,0,,,0,0,,0,0,0
11,1986,1986-11-16,11,23.148,DAL,@,SDG,W 24-21,,4,115,28.75,1,,,1,3,3.00,0,1,6
12,1986,1986-11-23,12,23.155,DAL,@,WAS,L 14-41,,4,58,14.50,0,,,1,8,8.00,0,0,0
13,1986,1986-11-27,13,23.159,DAL,,SEA,L 14-31,,4,61,15.25,0,,,0,0,,0,0,0
14,1986,1986-12-07,14,23.169,DAL,@,RAM,L 10-29,,5,64,12.80,0,,,0,0,,0,0,0
15,1986,1986-12-14,15,23.176,DAL,,PHI,L 21-23,,3,41,13.67,0,,,0,0,,0,0,0
16,1986,1986-12-21,16,23.183,DAL,,CHI,L 10-24,,4,36,9.00,0,,,0,0,,0,0,0
