ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1992,1992-09-06,1,22.258,IND,,CLE,W 14-3,19,52,2.74,1,8,7,78,11.14,0,87.5%,9.75,0,0,,0,1,6
2,1992,1992-09-13,2,22.265,IND,,HOU,L 10-20,17,45,2.65,0,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0
3,1992,1992-09-20,3,22.272,IND,@,BUF,L 0-38,14,14,1.00,0,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0
4,1992,1992-10-04,4,22.286,IND,@,TAM,W 24-14,1,2,2.00,1,,0,0,,0,0.0%,,0,0,,0,1,6
5,1992,1992-10-11,5,22.293,IND,,NYJ,W 6-3,3,2,0.67,0,3,0,0,,0,0.0%,0.00,0,0,,0,0,0
6,1992,1992-10-18,6,22.300,IND,,SDG,L 14-34,1,-1,-1.00,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0
7,1992,1992-10-25,7,22.307,IND,@,MIA,W 31-20,2,7,3.50,1,,0,0,,0,0.0%,,0,0,,0,1,6
8,1992,1992-11-01,8,22.314,IND,@,SDG,L 0-26,0,0,,0,,0,0,,0,0.0%,,,,,,0,
9,1992,1992-11-08,9,22.321,IND,,MIA,L 0-28,3,4,1.33,0,,0,0,,0,0.0%,,0,0,,0,0,0
10,1992,1992-11-15,10,22.328,IND,,NWE,L 34-37,4,10,2.50,1,1,1,1,1.00,1,100.0%,1.00,0,0,,0,2,12
11,1992,1992-11-22,11,22.335,IND,@,PIT,L 14-30,2,3,1.50,1,1,1,4,4.00,1,100.0%,4.00,0,0,,0,2,12
12,1992,1992-11-29,12,22.342,IND,,BUF,W 16-13,5,10,2.00,1,,0,0,,0,0.0%,,0,0,,0,1,6
13,1992,1992-12-06,13,22.349,IND,@,NWE,W 6-0,28,53,1.89,0,6,5,46,9.20,0,83.3%,7.67,0,0,,0,0,0
14,1992,1992-12-13,14,22.356,IND,@,NYJ,W 10-6,3,21,7.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
15,1992,1992-12-20,15,22.363,IND,,PHO,W 16-13,5,7,1.40,0,,0,0,,0,0.0%,,0,0,,0,0,0
16,1992,1992-12-27,16,23.004,IND,@,CIN,W 21-17,14,92,6.57,1,7,7,51,7.29,0,100.0%,7.29,0,0,,0,1,6
17,1993,1993-09-05,1,23.256,IND,,MIA,L 20-24,1,1,1.00,0,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0
18,1993,1993-09-12,2,23.263,IND,@,CIN,W 9-6,3,18,6.00,0,1,1,12,12.00,0,100.0%,12.00,1,20,20.00,0,0,0
19,1993,1993-09-26,3,23.277,IND,,CLE,W 23-10,2,-1,-0.50,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
20,1993,1993-10-03,4,23.284,IND,@,DEN,L 13-35,2,3,1.50,0,,0,0,,0,0.0%,,0,0,,0,0,0
21,1993,1993-10-10,5,23.291,IND,,DAL,L 3-27,2,-6,-3.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
22,1993,1993-10-24,6,23.305,IND,@,MIA,L 27-41,6,8,1.33,2,1,1,3,3.00,1,100.0%,3.00,0,0,,0,3,18
