ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1989,1989-09-10,1,22.257,SDG,@,RAI,L 14-40,0,0,,0,0,0,,0,2,6,3.00,0,0,0
2,1989,1989-10-08,5,22.285,SDG,@,DEN,L 10-16,0,0,,0,0,0,,0,0,0,,0,0,
3,1989,1989-10-15,6,22.292,SDG,,SEA,L 16-17,3,71,23.67,0,0,0,,0,0,0,,0,0,0
4,1989,1989-10-22,7,22.299,SDG,,NYG,L 13-20,0,0,,0,0,0,,0,2,22,11.00,0,0,0
5,1989,1989-10-29,8,22.306,SDG,@,SEA,L 7-10,3,36,12.00,0,0,0,,0,0,0,,0,0,0
6,1989,1989-11-05,9,22.313,SDG,,PHI,W 20-17,2,65,32.50,0,0,0,,0,1,0,0.00,0,0,0
7,1989,1989-11-12,10,22.320,SDG,,RAI,W 14-12,0,0,,0,0,0,,0,0,0,,0,0,
8,1989,1989-11-19,11,22.327,SDG,@,PIT,L 17-20,3,20,6.67,0,0,0,,0,1,3,3.00,0,0,0
9,1989,1989-11-26,12,22.334,SDG,@,IND,L 6-10,3,35,11.67,0,0,0,,0,0,0,,0,0,0
10,1989,1989-12-03,13,22.341,SDG,,NYJ,L 17-20,2,39,19.50,0,0,0,,0,0,0,,0,0,0
11,1989,1989-12-10,14,22.348,SDG,@,WAS,L 21-26,7,105,15.00,1,0,0,,0,0,0,,0,1,6
12,1989,1989-12-17,15,22.355,SDG,@,KAN,W 20-13,0,0,,0,1,9,9.00,0,0,0,,0,0,0
13,1989,1989-12-24,16,22.362,SDG,,DEN,W 19-16,1,24,24.00,0,0,0,,0,0,0,,0,0,0
