ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2008,2008-09-07,1,23.284,KAN,@,NWE,L 10-17,,,,,,,0.0%,
2,2008,2008-09-14,2,23.291,KAN,,OAK,L 8-23,,,,,,,0.0%,
3,2008,2008-09-21,3,23.298,KAN,@,ATL,L 14-38,,,,,,,0.0%,
4,2008,2008-09-28,4,23.305,KAN,,DEN,W 33-19,*,,,,,,0.0%,
5,2008,2008-10-05,5,23.312,KAN,@,CAR,L 0-34,*,,,,,,0.0%,
6,2008,2008-10-19,6,23.326,KAN,,TEN,L 10-34,,1,,,,,0.0%,
7,2008,2008-10-26,7,23.333,KAN,@,NYJ,L 24-28,*,6,4,34,8.50,0,66.7%,5.67
8,2008,2008-11-02,8,23.340,KAN,,TAM,L 27-30,*,1,1,8,8.00,0,100.0%,8.00
9,2008,2008-11-09,9,23.347,KAN,@,SDG,L 19-20,*,,,,,,0.0%,
10,2008,2008-11-16,10,23.354,KAN,,NOR,L 20-30,*,1,1,19,19.00,0,100.0%,19.00
11,2008,2008-11-23,11,23.361,KAN,,BUF,L 31-54,,1,,,,,0.0%,
12,2008,2008-11-30,12,24.002,KAN,@,OAK,W 20-13,,1,1,2,2.00,0,100.0%,2.00
13,2008,2008-12-07,13,24.009,KAN,@,DEN,L 17-24,*,,,,,,0.0%,
14,2008,2008-12-14,14,24.016,KAN,,SDG,L 21-22,,,,,,,0.0%,
15,2008,2008-12-21,15,24.023,KAN,,MIA,L 31-38,,,,,,,0.0%,
16,2008,2008-12-28,16,24.030,KAN,@,CIN,L 6-16,,,,,,,0.0%,
17,2009,2009-09-13,1,24.289,KAN,@,BAL,L 24-38,,,,,,,0.0%,
18,2009,2009-09-27,3,24.303,KAN,@,PHI,L 14-34,,1,1,11,11.00,0,100.0%,11.00
19,2009,2009-11-15,9,24.352,KAN,@,OAK,W 16-10,,1,,,,,0.0%,
20,2009,2009-11-22,10,24.359,KAN,,PIT,W 27-24,,,,,,,0.0%,
21,2009,2009-11-29,11,25.001,KAN,@,SDG,L 14-43,,2,,,,,0.0%,
22,2009,2009-12-06,12,25.008,KAN,,DEN,L 13-44,*,5,3,21,7.00,0,60.0%,4.20
23,2009,2009-12-13,13,25.015,KAN,,BUF,L 10-16,,1,1,26,26.00,0,100.0%,26.00
24,2009,2009-12-20,14,25.022,KAN,,CLE,L 34-41,,5,4,62,15.50,0,80.0%,12.40
