ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-10-11,5,22.067,DAL,@,KAN,W 26-20,,0,0,0,,0,0.0%,,0,0,,0,4,94,23.50,0,0,0,,0,0,0,0.0,0,0
2,2009,2009-11-01,7,22.088,DAL,,SEA,W 38-17,,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
3,2009,2009-11-08,8,22.095,DAL,@,PHI,W 20-16,,2,2,38,19.00,0,100.0%,19.00,1,6,6.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2009,2009-11-15,9,22.102,DAL,@,GNB,L 7-17,,1,1,1,1.00,0,100.0%,1.00,0,0,,0,1,22,22.00,0,0,0,,0,0,0,0.0,0,0
5,2009,2009-11-22,10,22.109,DAL,,WAS,W 7-6,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
6,2009,2009-11-26,11,22.113,DAL,,OAK,W 24-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0.0,0,0
7,2009,2009-12-06,12,22.123,DAL,@,NYG,L 24-31,,0,0,0,,0,0.0%,,0,0,,0,2,30,15.00,0,0,0,,0,0,0,0.0,0,0
8,2009,2009-12-13,13,22.130,DAL,,SDG,L 17-20,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
9,2009,2009-12-19,14,22.136,DAL,@,NOR,W 24-17,,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2009,2009-12-27,15,22.144,DAL,@,WAS,W 17-0,,1,0,0,,0,0.0%,0.00,0,0,,0,1,20,20.00,0,0,0,,0,0,0,0.0,0,0
11,2009,2010-01-03,16,22.151,DAL,,PHI,W 24-0,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
12,2010,2010-09-12,1,23.038,DAL,@,WAS,L 7-13,,1,0,0,,0,0.0%,0.00,0,0,,0,1,13,13.00,0,0,0,,0,0,0,0.0,0,0
13,2010,2010-09-19,2,23.045,DAL,,CHI,L 20-27,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
14,2010,2010-09-26,3,23.052,DAL,@,HOU,W 27-13,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
15,2010,2010-10-10,4,23.066,DAL,,TEN,L 27-34,,0,0,0,,0,0.0%,,0,0,,0,1,15,15.00,0,0,0,,0,0,0,0.0,0,0
16,2010,2010-12-05,12,23.122,DAL,@,IND,W 38-35,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
17,2010,2010-12-12,13,23.129,DAL,,PHI,L 27-30,,5,3,34,11.33,0,60.0%,6.80,0,0,,0,4,81,20.25,0,0,0,,0,0,0,0.0,0,0
18,2011,2011-09-11,1,24.037,DAL,@,NYJ,L 24-27,,2,2,12,6.00,0,100.0%,6.00,1,7,7.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
19,2011,2011-09-18,2,24.044,DAL,@,SFO,W 27-24,*,4,2,50,25.00,0,50.0%,12.50,1,-4,-4.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
20,2011,2011-09-26,3,24.052,DAL,,WAS,W 18-16,,7,3,19,6.33,0,42.9%,2.71,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2011,2011-10-02,4,24.058,DAL,,DET,L 30-34,,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
22,2011,2011-10-16,5,24.072,DAL,@,NWE,L 16-20,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
23,2011,2011-10-23,6,24.079,DAL,,STL,W 34-7,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
24,2011,2011-10-30,7,24.086,DAL,@,PHI,L 7-34,,0,0,0,,0,0.0%,,0,0,,0,3,50,16.67,0,2,35,17.50,0,0,0,0.0,0,0
25,2011,2011-11-06,8,24.093,DAL,,SEA,W 23-13,,0,0,0,,0,0.0%,,0,0,,0,2,39,19.50,0,0,0,,0,0,0,0.0,1,0
26,2011,2011-11-13,9,24.100,DAL,,BUF,W 44-7,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
27,2011,2011-11-20,10,24.107,DAL,@,WAS,W 27-24,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
28,2011,2011-11-24,11,24.111,DAL,,MIA,W 20-19,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,
29,2011,2011-12-04,12,24.121,DAL,@,ARI,L 13-19,,5,3,25,8.33,0,60.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
30,2011,2011-12-11,13,24.128,DAL,,NYG,L 34-37,,0,0,0,,0,0.0%,,0,0,,0,1,25,25.00,0,0,0,,0,0,0,0.0,0,0
31,2011,2011-12-17,14,24.134,DAL,@,TAM,W 31-15,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
32,2012,2012-09-05,1,25.031,DAL,@,NYG,W 24-17,,11,8,114,14.25,2,72.7%,10.36,0,0,,0,0,0,,0,0,0,,0,2,12,0.0,0,0
33,2012,2012-09-16,2,25.042,DAL,@,SEA,L 7-27,,1,1,26,26.00,0,100.0%,26.00,1,5,5.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
34,2012,2012-09-23,3,25.049,DAL,,TAM,W 16-10,,7,5,57,11.40,0,71.4%,8.14,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
35,2012,2012-10-01,4,25.057,DAL,,CHI,L 18-34,*,5,3,24,8.00,0,60.0%,4.80,1,4,4.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
36,2012,2012-10-14,5,25.070,DAL,@,BAL,L 29-31,,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
37,2012,2012-10-21,6,25.077,DAL,@,CAR,W 19-14,,6,4,27,6.75,0,66.7%,4.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
