ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1977,1977-09-18,1,22.077,HOU,,NYJ,W 20-0,,,,
2,1977,1977-09-25,2,22.084,HOU,@,GNB,W 16-10,,,,
3,1977,1977-10-02,3,22.091,HOU,@,MIA,L 7-27,2,34,17.00,0
4,1977,1977-10-09,4,22.098,HOU,,PIT,W 27-10,2,46,23.00,0
5,1977,1977-10-16,5,22.105,HOU,,CLE,L 23-24,1,24,24.00,0
6,1977,1977-10-23,6,22.112,HOU,@,PIT,L 10-27,3,78,26.00,0
7,1977,1977-10-30,7,22.119,HOU,@,CIN,L 10-13,,,,
8,1977,1977-11-06,8,22.126,HOU,,CHI,W 47-0,,,,
9,1978,1978-12-03,14,23.153,STL,,DET,W 21-14,,,,
10,1978,1978-12-17,16,23.167,STL,,ATL,W 42-21,,,,
