ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1982,1982-09-13,1,21.291,PIT,@,DAL,W 36-28,,,,,0,0,,0,,,,,,
2,1982,1982-09-19,2,21.297,PIT,,CIN,W 26-20,,,,,0,0,,0,,,,,,
3,1982,1982-11-21,3,21.360,PIT,@,HOU,W 24-10,,,,,0,0,,0,,,,,,
4,1982,1982-11-28,4,22.002,PIT,@,SEA,L 0-16,0,0,,0,1,3,3.00,0,0,0,0.0,0,0,0
5,1982,1982-12-05,5,22.009,PIT,,KAN,W 35-14,,,,,0,0,,0,,,,,,
6,1982,1982-12-12,6,22.016,PIT,@,BUF,L 0-13,,,,,0,0,,0,,,,,,
7,1982,1982-12-19,7,22.023,PIT,@,CLE,L 9-10,,,,,0,0,,0,,,,,,
8,1982,1982-12-26,8,22.030,PIT,,NWE,W 37-14,,,,,0,0,,0,,,,,,
9,1982,1983-01-02,9,22.037,PIT,,CLE,W 37-21,,,,,0,0,,0,,,,,,
10,1983,1983-09-04,1,22.282,PIT,,DEN,L 10-14,,,,,,,,,,,,,,
11,1983,1983-09-11,2,22.289,PIT,@,GNB,W 25-21,,,,,,,,,,,,,,
12,1983,1983-09-18,3,22.296,PIT,@,HOU,W 40-28,,,,,,,,,,,,,,
13,1983,1983-09-25,4,22.303,PIT,,NWE,L 23-28,,,,,,,,,,,,,,
14,1983,1983-10-02,5,22.310,PIT,,HOU,W 17-10,,,,,,,,,,,,,,
15,1983,1983-10-10,6,22.318,PIT,@,CIN,W 24-14,,,,,,,,,,,,,,
16,1983,1983-10-16,7,22.324,PIT,,CLE,W 44-17,0,0,,0,0,0,,0,1,6,0.0,2,55,1
17,1983,1983-10-23,8,22.331,PIT,@,SEA,W 27-21,,,,,,,,,,,,,,
18,1983,1983-10-30,9,22.338,PIT,,TAM,W 17-12,,,,,,,,,,,,,,
19,1983,1983-11-06,10,22.345,PIT,,SDG,W 26-3,0,0,,0,0,0,,0,0,0,0.0,1,0,0
20,1983,1983-11-13,11,22.352,PIT,@,BAL,W 24-13,,,,,,,,,,,,,,
21,1983,1983-11-20,12,22.359,PIT,,MIN,L 14-17,,,,,,,,,,,,,,
22,1983,1983-11-24,13,22.363,PIT,@,DET,L 3-45,,,,,,,,,,,,,,
23,1983,1983-12-04,14,23.008,PIT,,CIN,L 10-23,,,,,,,,,,,,,,
24,1983,1983-12-10,15,23.014,PIT,@,NYJ,W 34-7,,,,,,,,,,,,,,
