ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1995,1995-09-03,1,21.118,MIN,@,CHI,L 14-31,,,0,0,,0,0.0%,
2,1995,1995-09-10,2,21.125,MIN,,DET,W 20-10,,,0,0,,0,0.0%,
3,1995,1995-09-17,3,21.132,MIN,,DAL,L 17-23,,,0,0,,0,0.0%,
4,1995,1995-09-24,4,21.139,MIN,@,PIT,W 44-24,,,0,0,,0,0.0%,
5,1995,1995-10-08,5,21.153,MIN,,HOU,W 23-17,,0,0,0,,0,0.0%,
6,1995,1995-10-15,6,21.160,MIN,@,TAM,L 17-20,,,0,0,,0,0.0%,
7,1995,1995-10-22,7,21.167,MIN,@,GNB,L 21-38,,,0,0,,0,0.0%,
8,1995,1995-10-30,8,21.175,MIN,,CHI,L 6-14,,,0,0,,0,0.0%,
9,1995,1995-11-05,9,21.181,MIN,,GNB,W 27-24,,,0,0,,0,0.0%,
10,1995,1995-11-12,10,21.188,MIN,@,ARI,W 30-24,,,0,0,,0,0.0%,
11,1995,1995-11-19,11,21.195,MIN,,NOR,W 43-24,,,0,0,,0,0.0%,
12,1995,1995-11-23,12,21.199,MIN,@,DET,L 38-44,,0,0,0,,0,0.0%,
13,1995,1995-12-03,13,21.209,MIN,,TAM,W 31-17,,,0,0,,0,0.0%,
14,1995,1995-12-09,14,21.215,MIN,,CLE,W 27-11,,,0,0,,0,0.0%,
15,1995,1995-12-18,15,21.224,MIN,@,SFO,L 30-37,,,0,0,,0,0.0%,
16,1995,1995-12-24,16,21.230,MIN,@,CIN,L 24-27,,1,1,-1,-1.00,0,100.0%,-1.00
17,1996,1996-09-01,1,22.116,MIN,,DET,W 17-13,,,,,,,0.0%,
18,1996,1996-09-08,2,22.123,MIN,@,ATL,W 23-17,,,,,,,0.0%,
19,1996,1996-09-15,3,22.130,MIN,@,CHI,W 20-14,,,,,,,0.0%,
20,1996,1996-09-22,4,22.137,MIN,,GNB,W 30-21,,,,,,,0.0%,
21,1996,1996-09-29,5,22.144,MIN,@,NYG,L 10-15,,,,,,,0.0%,
22,1996,1996-10-06,6,22.151,MIN,,CAR,W 14-12,,,,,,,0.0%,
23,1996,1996-10-13,7,22.158,MIN,@,TAM,L 13-24,,,,,,,0.0%,
24,1996,1996-10-28,8,22.173,MIN,,CHI,L 13-15,,,,,,,0.0%,
