ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1967,1967-09-10,2,21.156,DEN,@,OAK,L 0-51,1,5,5.00,0,0,0,,0,0,0,,0,0,0,0
2,1967,1967-10-08,6,21.184,DEN,,BUF,L 16-17,0,0,,0,0,0,,0,1,9,9.00,0,0,0,0
3,1967,1967-10-29,8,21.205,DEN,@,KAN,L 9-52,0,0,,0,0,0,,0,0,0,,0,1,24,0
4,1967,1967-11-12,10,21.219,DEN,,HOU,L 18-20,0,0,,0,0,0,,0,1,2,2.00,0,0,0,0
5,1967,1967-11-23,12,21.230,DEN,@,SDG,L 20-24,0,0,,0,1,19,19.00,0,0,0,,0,0,0,0
6,1967,1967-12-03,13,21.240,DEN,@,NYJ,W 33-24,0,0,,0,0,0,,0,1,3,3.00,0,0,0,0
