ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1996,1996-09-01,1,21.250,JAX,,PIT,W 24-9,,,,,,,
2,1996,1996-09-08,2,21.257,JAX,,HOU,L 27-34,,,,,,,
3,1996,1996-09-15,3,21.264,JAX,@,OAK,L 3-17,,,,,,,
4,1996,1996-09-22,4,21.271,JAX,@,NWE,L 25-28,,,,,,,
5,1996,1996-09-29,5,21.278,JAX,,CAR,W 24-14,,0,0,2.0,0,0,0
6,1996,1996-10-06,6,21.285,JAX,@,NOR,L 13-17,,,,,,,
7,1996,1996-10-13,7,21.292,JAX,,NYJ,W 21-17,,,,,,,
8,1996,1996-10-20,8,21.299,JAX,@,STL,L 14-17,,,,,,,
9,1996,1996-10-27,9,21.306,JAX,@,CIN,L 21-28,,0,0,1.0,0,0,0
10,1996,1996-11-10,10,21.320,MIA,,IND,W 37-13,,,,,,,
11,1996,1996-11-10,10,21.320,JAX,,BAL,W 30-27,,0,0,1.0,0,0,0
12,1996,1996-11-17,11,21.327,JAX,@,PIT,L 3-28,,0,0,1.0,0,0,0
13,1996,1996-11-24,12,21.334,NWE,,IND,W 27-13,,,,,,,
14,1996,1996-12-01,13,21.341,JAX,,CIN,W 30-27,,,,,,,
15,1996,1996-12-08,14,21.348,JAX,@,HOU,W 23-17,,0,0,1.0,0,0,0
16,1996,1996-12-15,15,21.355,JAX,,SEA,W 20-13,,0,0,1.0,1,27,0
17,1996,1996-12-22,16,21.362,JAX,,ATL,W 19-17,,,,,,,
18,1997,1997-08-31,1,22.248,MIA,,IND,W 16-10,,,,,,,
19,1997,1997-09-07,2,22.255,JAX,,NYG,W 40-13,,,,,,,
20,1997,1997-09-22,3,22.270,JAX,,PIT,W 30-21,,0,0,1.0,0,0,0
21,1997,1997-09-28,4,22.276,JAX,@,WAS,L 12-24,,0,0,1.0,0,0,0
22,1997,1997-10-05,5,22.283,JAX,,CIN,W 21-13,,0,0,1.0,0,0,0
23,1997,1997-10-12,6,22.290,JAX,,PHI,W 38-21,,0,0,1.0,0,0,0
24,1997,1997-10-19,7,22.297,JAX,@,DAL,L 22-26,,,,,,,
25,1997,1997-10-26,8,22.304,JAX,@,PIT,L 17-23,,0,0,2.0,0,0,0
26,1997,1997-11-02,9,22.311,JAX,@,TEN,W 30-24,,,,,,,
27,1997,1997-11-09,10,22.318,JAX,,KAN,W 24-10,,0,0,1.0,0,0,0
28,1997,1997-11-23,12,22.332,JAX,@,CIN,L 26-31,,,,,,,
29,1997,1997-11-30,13,22.339,NWE,,IND,W 20-17,,,,,,,
30,1997,1997-12-07,14,22.346,JAX,,NWE,L 20-26,,,,,,,
31,1997,1997-12-14,15,22.353,JAX,@,BUF,W 20-14,,,,,,,
32,1997,1997-12-21,16,22.360,JAX,@,OAK,W 20-9,,,,,,,
33,1998,1998-10-12,5,23.290,JAX,,MIA,W 28-21,,0,0,1.0,0,0,0
34,1998,1998-10-18,6,23.296,JAX,@,BUF,L 16-17,,,,,,,
35,1998,1998-10-25,7,23.303,JAX,@,DEN,L 24-37,,,,,,,
36,1998,1998-11-08,9,23.317,JAX,,CIN,W 24-11,,,,,,,
37,1998,1998-11-15,10,23.324,JAX,,TAM,W 29-24,,,,,,,
38,1998,1998-11-22,11,23.331,JAX,@,PIT,L 15-30,,,,,,,
39,1998,1998-11-29,12,23.338,JAX,@,CIN,W 34-17,,,,,,,
40,1998,1998-12-06,13,23.345,JAX,,DET,W 37-22,,0,0,1.0,0,0,0
41,1998,1998-12-13,14,23.352,JAX,,TEN,L 13-16,,0,0,1.0,0,0,0
42,1998,1998-12-20,15,23.359,JAX,@,MIN,L 10-50,,,,,,,
43,1998,1998-12-28,16,24.002,JAX,,PIT,W 21-3,,0,0,0.5,0,0,0
44,1999,1999-09-12,1,24.260,JAX,,SFO,W 41-3,*,0,0,1.0,0,0,0
45,1999,1999-09-19,2,24.267,JAX,@,CAR,W 22-20,*,,,,,,
46,1999,1999-09-26,3,24.274,JAX,,TEN,L 19-20,*,0,0,0.5,0,0,0
47,1999,1999-10-03,4,24.281,JAX,@,PIT,W 17-3,*,0,0,2.5,0,0,0
48,1999,1999-10-11,5,24.289,JAX,@,NYJ,W 16-6,*,0,0,2.0,0,0,0
49,1999,1999-10-17,6,24.295,JAX,,CLE,W 24-7,*,,,,,,
50,1999,1999-10-31,7,24.309,JAX,@,CIN,W 41-10,*,0,0,1.0,0,0,0
51,1999,1999-11-07,8,24.316,JAX,@,ATL,W 30-7,*,0,0,0.0,1,0,0
52,1999,1999-11-14,9,24.323,JAX,,BAL,W 6-3,*,0,0,1.0,0,0,0
53,1999,1999-11-21,10,24.330,JAX,,NOR,W 41-23,*,,,,,,
