ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1985,1985-09-08,1,23.334,NWE,,GNB,W 26-20,,,,,,,,,
2,1986,1986-09-07,1,24.333,NWE,,IND,W 33-3,,,,,,,,,
3,1986,1986-09-11,2,24.337,NWE,@,NYJ,W 20-6,,,,,,,,,
4,1986,1986-10-05,5,24.361,NWE,,MIA,W 34-7,,,,,,,,,
5,1986,1986-10-19,7,25.010,NWE,@,PIT,W 34-0,,,,,,,,,
6,1986,1986-11-09,10,25.031,NWE,@,IND,W 30-21,,,,,,,,,
7,1986,1986-11-16,11,25.038,NWE,@,RAM,W 30-28,,,,,,,,,
8,1986,1986-11-23,12,25.045,NWE,,BUF,W 22-19,,,,,,,,,
9,1986,1986-11-30,13,25.052,NWE,@,NOR,W 21-20,,,,,,,,,
10,1986,1986-12-07,14,25.059,NWE,,CIN,L 7-31,,,,,,,,,
11,1986,1986-12-14,15,25.066,NWE,,SFO,L 24-29,,,,,,,,,
12,1986,1986-12-22,16,25.074,NWE,@,MIA,W 34-27,,,,,,,,,
13,1987,1987-11-15,9,26.037,NWE,,DAL,L 17-23,,,,,,,,,
14,1987,1987-11-29,11,26.051,NWE,,PHI,L 31-34,,,,,,,,,
15,1987,1987-12-06,12,26.058,NWE,@,DEN,L 20-31,,,,,,,,,
16,1987,1987-12-13,13,26.065,NWE,,NYJ,W 42-20,,,,,,,,,
17,1987,1987-12-20,14,26.072,NWE,@,BUF,W 13-7,,,,,,,,,
18,1987,1987-12-28,15,26.080,NWE,@,MIA,W 24-10,,,,,,,,,
19,1988,1988-09-04,1,26.331,NWE,,NYJ,W 28-3,,,,,,,,,
20,1988,1988-09-11,2,26.338,NWE,@,MIN,L 6-36,,,,,,,,,
21,1988,1988-09-18,3,26.345,NWE,,BUF,L 14-16,,,,,,,,,
22,1988,1988-09-25,4,26.352,NWE,@,HOU,L 6-31,,,,,,,,,
23,1988,1988-10-09,6,27.000,NWE,@,GNB,L 3-45,,,,,,,,,
24,1988,1988-10-16,7,27.007,NWE,,CIN,W 27-21,,,,,,,,,
25,1988,1988-10-23,8,27.014,NWE,@,BUF,L 20-23,,,,,,,,,
26,1988,1988-11-27,13,27.049,NWE,@,IND,L 21-24,,,,,,,,,
27,1989,1989-10-01,4,27.357,DET,,PIT,L 3-23,,,,,,,,,
28,1989,1989-10-15,6,28.006,DET,@,TAM,W 17-16,,,,,,,,,
29,1989,1989-10-29,8,28.020,DET,@,GNB,L 20-23,,,,,,,,,
30,1989,1989-11-05,9,28.027,DET,@,HOU,L 31-35,,,,,,,,,
31,1989,1989-11-12,10,28.034,DET,,GNB,W 31-22,,,,,,,,,
32,1989,1989-11-19,11,28.041,DET,@,CIN,L 7-42,,,,,,,,,
33,1989,1989-11-23,12,28.045,DET,,CLE,W 13-10,,,,,,,,,
34,1989,1989-12-03,13,28.055,DET,,NOR,W 21-14,,,,,,,,,
