ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
28,1988,1988-09-04,1,23.316,SEA,@,DEN,W 21-14,0,0,,0,,,,,,
29,1988,1988-09-11,2,23.323,SEA,,KAN,W 31-10,0,0,,0,,,,,,
30,1988,1988-09-25,4,23.337,SEA,,SFO,L 7-38,0,0,,0,,,,,,
31,1988,1988-10-02,5,23.344,SEA,@,ATL,W 31-20,0,0,,0,,,,,,
32,1988,1988-10-09,6,23.351,SEA,@,CLE,W 16-10,0,0,,0,,,,,,
33,1988,1988-10-16,7,23.358,SEA,,NOR,L 19-20,0,0,,0,,,,,,
34,1988,1988-10-23,8,23.365,SEA,@,RAM,L 10-31,0,0,,0,,,,,,
35,1988,1988-10-30,9,24.006,SEA,,SDG,W 17-14,0,0,,0,,,,,,
36,1988,1988-12-11,15,24.048,SEA,,DEN,W 42-14,0,0,,0,,,,,,
37,1988,1988-12-18,16,24.055,SEA,@,RAI,W 43-37,1,0,0.00,0,0,0,0.0,0,0,0
38,1989,1989-09-10,1,24.321,SEA,@,PHI,L 7-31,,,,,,,,,,
39,1989,1989-09-17,2,24.328,SEA,,PHO,L 24-34,,,,,,,,,,
40,1989,1989-09-24,3,24.335,SEA,@,NWE,W 24-3,,,,,,,,,,
41,1989,1989-10-01,4,24.342,SEA,@,RAI,W 24-20,,,,,,,,,,
42,1989,1989-10-08,5,24.349,SEA,,KAN,L 16-20,,,,,,,,,,
43,1989,1989-10-15,6,24.356,SEA,@,SDG,W 17-16,,,,,,,,,,
44,1989,1989-10-22,7,24.363,SEA,,DEN,L 21-24,,,,,,,,,,
45,1989,1989-10-29,8,25.005,SEA,,SDG,W 10-7,,,,,,,,,,
46,1989,1989-11-05,9,25.012,SEA,@,KAN,L 10-20,,,,,,,,,,
47,1989,1989-11-12,10,25.019,SEA,,CLE,L 7-17,,,,,,,,,,
48,1989,1989-11-19,11,25.026,SEA,@,NYG,L 3-15,,,,,,,,,,
49,1989,1989-11-26,12,25.033,SEA,@,DEN,L 14-41,,,,,,,,,,
50,1989,1989-12-04,13,25.041,SEA,,BUF,W 17-16,,,,,,,,,,
51,1989,1989-12-10,14,25.047,SEA,@,CIN,W 24-17,0,0,,0,0,0,1.0,0,0,0
52,1989,1989-12-17,15,25.054,SEA,,RAI,W 23-17,,,,,,,,,,
53,1989,1989-12-23,16,25.060,SEA,,WAS,L 0-29,,,,,,,,,,
54,1990,1990-09-09,1,25.320,SEA,@,CHI,L 0-17,,,,,,,,,,
55,1990,1990-09-16,2,25.327,SEA,,RAI,L 13-17,,,,,,,,,,
56,1990,1990-09-23,3,25.334,SEA,@,DEN,L 31-34,,,,,,,,,,
57,1990,1990-10-01,4,25.342,SEA,,CIN,W 31-16,,,,,,,,,,
58,1990,1990-10-07,5,25.348,SEA,@,NWE,W 33-20,,,,,,,,,,
59,1990,1990-10-14,6,25.355,SEA,@,RAI,L 17-24,,,,,,,,,,
60,1990,1990-10-21,7,25.362,SEA,,KAN,W 19-7,,,,,,,,,,
61,1990,1990-11-04,8,26.011,SEA,,SDG,L 14-31,,,,,,,,,,
62,1990,1990-11-11,9,26.018,SEA,@,KAN,W 17-16,,,,,,,,,,
63,1990,1990-11-18,10,26.025,SEA,,MIN,L 21-24,,,,,,,,,,
64,1990,1990-11-25,11,26.032,SEA,@,SDG,W 13-10,0,0,,0,0,0,0.0,1,0,0
65,1990,1990-12-02,12,26.039,SEA,,HOU,W 13-10,,,,,,,,,,
66,1990,1990-12-09,13,26.046,SEA,@,GNB,W 20-14,,,,,,,,,,
67,1990,1990-12-16,14,26.053,SEA,@,MIA,L 17-24,,,,,,,,,,
68,1990,1990-12-23,15,26.060,SEA,,DEN,W 17-12,,,,,,,,,,
69,1990,1990-12-30,16,26.067,SEA,,DET,W 30-10,,,,,,,,,,
70,1991,1991-09-01,1,26.312,SEA,@,NOR,L 24-27,,,,,,,,,,
71,1991,1991-09-08,2,26.319,SEA,,NYJ,W 20-13,,,,,,,,,,
72,1991,1991-09-15,3,26.326,SEA,@,DEN,L 10-16,,,,,,,,,,
73,1991,1991-09-22,4,26.333,SEA,@,KAN,L 13-20,,,,,,,,,,
74,1991,1991-09-29,5,26.340,SEA,,IND,W 31-3,,,,,,,,,,
75,1991,1991-10-06,6,26.347,SEA,@,CIN,W 13-7,,,,,,,,,,
76,1991,1991-10-13,7,26.354,SEA,,RAI,L 20-23,0,0,,0,1,6,0.0,1,32,1
77,1991,1991-10-20,8,26.361,SEA,@,PIT,W 27-7,,,,,,,,,,
78,1991,1991-10-27,9,27.003,SEA,,SDG,W 20-9,,,,,,,,,,
79,1991,1991-11-10,10,27.017,SEA,@,SDG,L 14-17,,,,,,,,,,
80,1991,1991-11-17,11,27.024,SEA,@,RAI,L 7-31,,,,,,,,,,
81,1991,1991-11-24,12,27.031,SEA,,DEN,W 13-10,,,,,,,,,,
82,1991,1991-12-01,13,27.038,SEA,,KAN,L 6-19,,,,,,,,,,
83,1991,1991-12-08,14,27.045,SEA,,SFO,L 22-24,,,,,,,,,,
84,1991,1991-12-15,15,27.052,SEA,@,ATL,L 13-26,,,,,,,,,,
85,1992,1992-09-06,1,27.318,SEA,,CIN,L 3-21,,,,,,,,,,
86,1992,1992-09-13,2,27.325,SEA,@,KAN,L 7-26,,,,,,,,,,
87,1992,1992-09-20,3,27.332,SEA,@,NWE,W 10-6,0,0,,0,0,0,0.0,1,0,0
88,1992,1992-09-27,4,27.339,SEA,,MIA,L 17-19,,,,,,,,,,
89,1992,1992-10-04,5,27.346,SEA,@,SDG,L 6-17,,,,,,,,,,
90,1992,1992-10-11,6,27.353,SEA,@,DAL,L 0-27,0,0,,0,0,0,0.0,1,0,0
91,1992,1992-10-18,7,27.360,SEA,,RAI,L 0-19,,,,,,,,,,
92,1992,1992-10-25,8,28.001,SEA,@,NYG,L 10-23,,,,,,,,,,
93,1992,1992-11-08,9,28.015,SEA,,WAS,L 3-16,,,,,,,,,,
94,1992,1992-11-15,10,28.022,SEA,@,RAI,L 3-20,,,,,,,,,,
95,1992,1992-11-22,11,28.029,SEA,,KAN,L 14-24,,,,,,,,,,
96,1992,1992-11-30,12,28.037,SEA,,DEN,W 16-13,,,,,,,,,,
97,1992,1992-12-06,13,28.043,SEA,@,PIT,L 14-20,,,,,,,,,,
98,1992,1992-12-13,14,28.050,SEA,,PHI,L 17-20,,,,,,,,,,
99,1992,1992-12-20,15,28.057,SEA,@,DEN,L 6-10,,,,,,,,,,
100,1992,1992-12-27,16,28.064,SEA,,SDG,L 14-31,,,,,,,,,,
101,1993,1993-09-05,1,28.316,SEA,@,SDG,L 12-18,,,,,,,,,,
102,1993,1993-09-12,2,28.323,SEA,,RAI,L 13-17,,,,,,,,,,
103,1993,1993-09-19,3,28.330,SEA,@,NWE,W 17-14,,,,,,,,,,
104,1993,1993-09-26,4,28.337,SEA,@,CIN,W 19-10,,,,,,,,,,
105,1993,1993-10-03,5,28.344,SEA,,SDG,W 31-14,,,,,,,,,,
106,1993,1993-10-17,6,28.358,SEA,@,DET,L 10-30,0,0,,0,0,0,0.0,1,4,0
107,1993,1993-10-24,7,29.000,SEA,,NWE,W 10-9,0,0,,0,0,0,0.0,1,34,0
108,1993,1993-10-31,8,29.007,SEA,@,DEN,L 17-28,,,,,,,,,,
109,1993,1993-11-07,9,29.014,SEA,@,HOU,L 14-24,0,0,,0,0,0,0.0,1,16,0
110,1993,1993-11-14,10,29.021,SEA,,CLE,W 22-5,,,,,,,,,,
111,1993,1993-11-28,11,29.035,SEA,,DEN,L 9-17,,,,,,,,,,
112,1993,1993-12-05,12,29.042,SEA,,KAN,L 16-31,,,,,,,,,,
113,1993,1993-12-12,13,29.049,SEA,@,RAI,L 23-27,,,,,,,,,,
114,1993,1993-12-26,15,29.063,SEA,,PIT,W 16-6,,,,,,,,,,
115,1993,1994-01-02,16,29.070,SEA,@,KAN,L 24-34,0,0,,0,0,0,0.0,1,0,0
116,1994,1994-09-04,1,29.315,SEA,@,WAS,W 28-7,,,,,,,,,,
117,1994,1994-09-11,2,29.322,SEA,@,RAI,W 38-9,0,0,,0,0,0,0.0,1,34,0
118,1994,1994-09-18,3,29.329,SEA,,SDG,L 10-24,0,0,,0,0,0,0.0,1,51,0
119,1994,1994-11-06,9,30.013,SEA,,CIN,L 17-20,,,,,,,,,,
120,1994,1994-12-04,13,30.041,SEA,,IND,L 19-31,0,0,,0,0,0,0.0,1,0,0
121,1995,1995-09-03,1,30.314,ARI,@,WAS,L 7-27,0,0,,0,0,0,0.0,1,0,0
122,1995,1995-09-10,2,30.321,ARI,,PHI,L 19-31,0,0,,0,0,0,0.0,1,21,0
123,1995,1995-09-17,3,30.328,ARI,@,DET,W 20-17,,,,,,,,,,
124,1995,1995-09-24,4,30.335,ARI,@,DAL,L 20-34,,,,,,,,,,
125,1995,1995-10-01,5,30.342,ARI,,KAN,L 3-24,,,,,,,,,,
