ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1970,1970-09-20,1,21.307,DET,@,GNB,W 40-0,,0,0,,0,0,0,,0,0,,,0,0,,0,3,149,49.67,0
2,1970,1970-09-27,2,21.314,DET,,CIN,W 38-3,,0,0,,0,0,0,,0,0,,,0,0,,0,4,162,40.50,0
3,1970,1970-10-05,3,21.322,DET,,CHI,W 28-14,,0,0,,0,0,0,,0,0,,,0,0,,0,5,150,30.00,0
4,1970,1970-10-11,4,21.328,DET,@,WAS,L 10-31,,0,0,,0,0,0,,0,0,,,0,0,,0,4,152,38.00,0
5,1970,1970-10-18,5,21.335,DET,@,CLE,W 41-24,,0,0,,0,0,0,,0,0,,,0,0,,0,4,168,42.00,0
6,1970,1970-10-25,6,21.342,DET,@,CHI,W 16-10,,0,0,,0,0,0,,0,0,,,0,0,,0,8,333,41.63,0
7,1970,1970-11-01,7,21.349,DET,,MIN,L 17-30,,0,0,,0,0,0,,0,0,,,0,0,,0,7,295,42.14,0
8,1970,1970-11-08,8,21.356,DET,@,NOR,L 17-19,,0,0,,0,0,0,,0,0,,,0,0,,0,3,94,31.33,0
9,1970,1970-11-15,9,21.363,DET,@,MIN,L 20-24,,0,0,,0,0,0,,0,0,,,0,0,,0,3,84,28.00,1
10,1970,1970-11-22,10,22.005,DET,,SFO,W 28-7,,0,0,,0,0,0,,0,0,,,0,0,,0,4,187,46.75,0
11,1970,1970-11-26,11,22.009,DET,,OAK,W 28-14,,0,0,,0,0,0,,0,0,,,0,0,,0,2,84,42.00,0
12,1970,1970-12-06,12,22.019,DET,,STL,W 16-3,,0,0,,0,0,0,,0,0,,,0,0,,0,6,211,35.17,0
13,1970,1970-12-14,13,22.027,DET,@,RAM,W 28-23,,0,0,,0,0,0,,0,0,,,0,0,,0,5,236,47.20,0
14,1970,1970-12-20,14,22.033,DET,,GNB,W 20-0,,0,0,,0,0,0,,0,0,,,0,0,,0,4,178,44.50,0
15,1971,1971-09-20,1,22.307,DET,,MIN,L 13-16,,0,0,,0,0,0,,0,0,,,0,0,,0,4,169,42.25,0
16,1971,1971-09-26,2,22.313,DET,@,NWE,W 34-7,,0,0,,0,0,0,,0,0,,,0,0,,0,3,145,48.33,0
17,1971,1971-10-03,3,22.320,DET,,ATL,W 41-38,,0,0,,0,0,0,,0,0,,,0,0,,0,3,52,17.33,1
18,1971,1971-10-10,4,22.327,DET,,GNB,W 31-28,,0,0,,0,0,0,,0,0,,,0,0,,0,1,48,48.00,0
19,1971,1971-10-17,5,22.334,DET,@,HOU,W 31-7,,0,0,,0,0,0,,0,0,,,0,0,,0,5,232,46.40,0
20,1971,1971-10-24,6,22.341,DET,,CHI,L 23-28,,0,0,,0,0,0,,0,0,,,0,0,,0,3,154,51.33,0
21,1971,1971-11-01,7,22.349,DET,@,GNB,T 14-14,,0,0,,0,0,0,,0,0,,,0,0,,0,2,94,47.00,0
22,1971,1971-11-07,8,22.355,DET,@,DEN,W 24-20,,0,0,,0,0,0,,0,0,,,0,0,,0,3,136,45.33,0
23,1971,1971-11-14,9,22.362,DET,,RAM,L 13-21,,0,0,,0,0,0,,0,0,,,0,0,,0,4,184,46.00,0
24,1971,1971-11-21,10,23.004,DET,@,CHI,W 28-3,,0,0,,0,0,0,,0,0,,,0,0,,0,6,249,41.50,0
25,1971,1971-12-05,12,23.018,DET,,PHI,L 20-23,,0,0,,0,0,0,,0,0,,,0,0,,0,1,51,51.00,0
26,1971,1971-12-11,13,23.024,DET,@,MIN,L 10-29,,0,0,,0,0,0,,0,0,,,0,0,,0,5,144,28.80,1
27,1971,1971-12-19,14,23.032,DET,@,SFO,L 27-31,,0,0,,0,0,0,,0,0,,,0,0,,0,2,94,47.00,0
28,1972,1972-09-17,1,23.305,DET,,NYG,W 30-16,,0,0,,0,0,0,,0,0,,,0,0,,0,3,113,37.67,0
29,1972,1972-09-24,2,23.312,DET,,MIN,L 10-34,,0,0,,0,0,0,,0,0,,,0,0,,0,2,68,34.00,0
30,1972,1972-10-01,3,23.319,DET,@,CHI,W 38-24,,0,0,,0,0,0,,0,0,,,0,0,,0,1,33,33.00,0
