ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2001,2001-09-09,1,22.276,IND,@,NYJ,W 45-24,*,,,
2,2001,2001-09-23,2,22.290,IND,,BUF,W 42-26,*,,,
3,2001,2001-09-30,3,22.297,IND,@,NWE,L 13-44,*,,,
4,2001,2001-10-14,4,22.311,IND,,OAK,L 18-23,*,,,
5,2001,2001-10-21,5,22.318,IND,,NWE,L 17-38,*,,,
6,2001,2001-10-25,6,22.322,IND,@,KAN,W 35-28,*,1,0,0
7,2001,2001-11-04,7,22.332,IND,@,BUF,W 30-14,*,,,
8,2001,2001-11-11,8,22.339,IND,,MIA,L 24-27,*,,,
9,2001,2001-11-18,9,22.346,IND,@,NOR,L 20-34,*,,,
10,2001,2001-12-02,11,22.360,IND,@,BAL,L 27-39,*,,,
11,2001,2001-12-10,12,23.003,IND,@,MIA,L 6-41,*,,,
12,2001,2001-12-16,13,23.009,IND,,ATL,W 41-27,*,,,
13,2001,2001-12-23,14,23.016,IND,,NYJ,L 28-29,*,,,
14,2001,2001-12-30,15,23.023,IND,@,STL,L 17-42,*,,,
15,2001,2002-01-06,16,23.030,IND,,DEN,W 29-10,*,,,
16,2002,2002-09-08,1,23.275,IND,@,JAX,W 28-25,*,,,
17,2002,2002-09-15,2,23.282,IND,,MIA,L 13-21,*,,,
18,2002,2002-09-22,3,23.289,IND,@,HOU,W 23-3,*,1,0,0
19,2002,2002-10-06,4,23.303,IND,,CIN,W 28-21,*,1,4,0
20,2002,2002-10-13,5,23.310,IND,,BAL,W 22-20,*,,,
21,2002,2002-10-21,6,23.318,IND,@,PIT,L 10-28,*,,,
22,2002,2002-10-27,7,23.324,IND,@,WAS,L 21-26,*,,,
23,2002,2002-11-03,8,23.331,IND,,TEN,L 15-23,*,,,
24,2002,2002-11-10,9,23.338,IND,@,PHI,W 35-13,*,,,
25,2002,2002-11-17,10,23.345,IND,,DAL,W 20-3,*,,,
26,2002,2002-11-24,11,23.352,IND,@,DEN,W 23-20,*,,,
27,2002,2002-12-01,12,23.359,IND,,HOU,W 19-3,*,,,
28,2002,2002-12-22,15,24.015,IND,,NYG,L 27-44,*,,,
29,2002,2002-12-29,16,24.022,IND,,JAX,W 20-13,*,,,
30,2003,2003-09-07,1,24.274,IND,@,CLE,W 9-6,*,,,
31,2003,2003-09-14,2,24.281,IND,,TEN,W 33-7,*,,,
32,2003,2003-09-21,3,24.288,IND,,JAX,W 23-13,*,,,
33,2003,2003-09-28,4,24.295,IND,@,NOR,W 55-21,*,,,
34,2003,2003-10-06,5,24.303,IND,@,TAM,W 38-35,*,,,
35,2003,2003-10-12,6,24.309,IND,,CAR,L 20-23,*,1,9,0
36,2003,2003-10-26,7,24.323,IND,,HOU,W 30-21,*,1,0,0
37,2003,2003-11-02,8,24.330,IND,@,MIA,W 23-17,*,,,
38,2003,2003-12-28,16,25.021,IND,@,HOU,W 20-17,*,,,
39,2004,2004-09-09,1,25.277,IND,@,NWE,L 24-27,*,,,
40,2004,2004-09-19,2,25.287,IND,@,TEN,W 31-17,*,,,
41,2004,2004-09-26,3,25.294,IND,,GNB,W 45-31,*,,,
42,2004,2004-10-10,5,25.308,IND,,OAK,W 35-14,*,,,
43,2004,2004-10-24,6,25.322,IND,,JAX,L 24-27,*,,,
44,2004,2004-10-31,7,25.329,IND,@,KAN,L 35-45,*,,,
45,2004,2004-11-08,8,25.337,IND,,MIN,W 31-28,*,,,
46,2004,2004-11-14,9,25.343,IND,,HOU,W 49-14,*,,,
47,2004,2004-11-21,10,25.350,IND,@,CHI,W 41-10,*,,,
48,2004,2004-11-25,11,25.354,IND,@,DET,W 41-9,*,,,
49,2004,2004-12-05,12,25.364,IND,,TEN,W 51-24,*,,,
50,2004,2004-12-12,13,26.005,IND,@,HOU,W 23-14,*,,,
51,2004,2004-12-19,14,26.012,IND,,BAL,W 20-10,*,,,
52,2005,2005-09-11,1,26.278,CAR,,NOR,L 20-23,,,,
53,2005,2005-09-18,2,26.285,CAR,,NWE,W 27-17,,,,
54,2005,2005-09-25,3,26.292,CAR,@,MIA,L 24-27,,,,
55,2005,2005-10-03,4,26.300,CAR,,GNB,W 32-29,,,,
56,2005,2005-10-09,5,26.306,CAR,@,ARI,W 24-20,,,,
57,2005,2005-10-16,6,26.313,CAR,@,DET,W 21-20,,,,
58,2005,2005-10-30,7,26.327,CAR,,MIN,W 38-13,,,,
59,2005,2005-11-06,8,26.334,CAR,@,TAM,W 34-14,,,,
60,2005,2005-11-13,9,26.341,CAR,,NYJ,W 30-3,,,,
61,2005,2005-11-27,11,26.355,CAR,@,BUF,W 13-9,,,,
62,2005,2005-12-11,13,27.004,CAR,,TAM,L 10-20,,,,
63,2007,2007-09-09,1,28.276,DET,@,OAK,W 36-21,,,,
64,2007,2007-09-16,2,28.283,DET,,MIN,W 20-17,,1,0,0
65,2007,2007-09-23,3,28.290,DET,@,PHI,L 21-56,*,,,
66,2007,2007-09-30,4,28.297,DET,,CHI,W 37-27,,,,
67,2007,2007-10-07,5,28.304,DET,@,WAS,L 3-34,,,,
68,2007,2007-10-21,6,28.318,DET,,TAM,W 23-16,,,,
69,2007,2007-11-04,8,28.332,DET,,DEN,W 44-7,,,,
70,2007,2007-11-11,9,28.339,DET,@,ARI,L 21-31,,,,
71,2007,2007-11-18,10,28.346,DET,,NYG,L 10-16,,,,
