ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1983,1983-10-16,7,23.254,TAM,,STL,L 27-34,
2,1983,1983-10-23,8,23.261,TAM,,NOR,L 21-24,
3,1983,1983-10-30,9,23.268,TAM,@,PIT,L 12-17,
4,1983,1983-11-06,10,23.275,TAM,@,MIN,W 17-12,
5,1983,1983-11-13,11,23.282,TAM,@,CLE,L 0-20,
6,1983,1983-11-20,12,23.289,TAM,,CHI,L 0-27,
7,1983,1983-11-27,13,23.296,TAM,,HOU,W 33-24,
8,1983,1983-12-04,14,23.303,TAM,@,SFO,L 21-35,
9,1983,1983-12-12,15,23.311,TAM,,GNB,L 9-12,
10,1983,1983-12-18,16,23.317,TAM,@,DET,L 20-23,
11,1984,1984-10-21,8,24.260,TAM,,CHI,L 9-44,
12,1984,1984-10-28,9,24.267,TAM,@,KAN,L 20-24,
13,1984,1984-11-04,10,24.274,TAM,@,MIN,L 24-27,
14,1984,1984-11-11,11,24.281,TAM,,NYG,W 20-17,
15,1984,1984-11-18,12,24.288,TAM,@,SFO,L 17-24,
16,1984,1984-11-25,13,24.295,TAM,,RAM,L 33-34,
17,1984,1984-12-02,14,24.302,TAM,@,GNB,L 14-27,
18,1984,1984-12-09,15,24.309,TAM,,ATL,W 23-6,
19,1984,1984-12-16,16,24.316,TAM,,NYJ,W 41-21,
20,1987,1987-10-04,3,27.242,DET,,TAM,L 27-31,
21,1987,1987-10-11,4,27.249,DET,@,GNB,W 19-16,1.0
22,1987,1987-10-18,5,27.256,DET,,SEA,L 14-37,1.0
