ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
24,1985,1985-11-10,10,23.093,PIT,@,KAN,W 36-28,,3,40,13.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,6,128,21.33,1,1,6
25,1985,1985-11-17,11,23.100,PIT,@,HOU,W 30-7,,4,77,19.25,0,,,0,0,,0,0,0,,0,0,0,,,,,,1,21,21.00,0,4,29,7.25,0,0,0
26,1985,1985-11-24,12,23.107,PIT,,WAS,L 23-30,,5,121,24.20,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,32,8.00,0,1,6
27,1985,1985-12-01,13,23.114,PIT,,DEN,L 23-31,,3,60,20.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,3,64,21.33,0,2,16,8.00,0,1,6
28,1985,1985-12-08,14,23.121,PIT,@,SDG,L 44-54,,3,31,10.33,1,,,1,15,15.00,1,0,0,,0,0,0,,,,,,6,84,14.00,0,2,15,7.50,0,2,12
29,1985,1985-12-15,15,23.128,PIT,,BUF,W 30-24,,4,116,29.00,1,,,1,1,1.00,0,0,0,,0,0,0,,,,,,1,19,19.00,0,1,0,0.00,0,1,6
30,1985,1985-12-21,16,23.134,PIT,@,NYG,L 10-28,,1,17,17.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,2,49,24.50,0,2,13,6.50,0,0,0
31,1986,1986-09-07,1,24.029,PIT,@,SEA,L 0-30,,0,0,,0,,,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
32,1986,1986-09-15,2,24.037,PIT,,DEN,L 10-21,,6,70,11.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
33,1986,1986-09-21,3,24.043,PIT,@,MIN,L 7-31,,2,54,27.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,6,3.00,0,0,0
34,1986,1986-10-05,5,24.057,PIT,,CLE,L 24-27,,2,17,8.50,1,,,1,-7,-7.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
35,1986,1986-10-13,6,24.065,PIT,@,CIN,L 22-24,,1,7,7.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
36,1986,1986-10-19,7,24.071,PIT,,NWE,L 0-34,,3,46,15.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
37,1986,1986-10-26,8,24.078,PIT,,CIN,W 30-9,,2,22,11.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,10,10.00,0,0,0
38,1986,1986-11-16,11,24.099,PIT,,HOU,W 21-10,,0,0,,0,,,0,0,,0,,,,,,,,,,,,,,,,0,0,,0,0,
39,1986,1986-11-23,12,24.106,PIT,@,CLE,L 31-37,,4,85,21.25,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
40,1986,1986-11-30,13,24.113,PIT,@,CHI,L 10-13,,2,18,9.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
41,1986,1986-12-07,14,24.120,PIT,,DET,W 27-17,,8,150,18.75,2,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
42,1986,1986-12-13,15,24.126,PIT,@,NYJ,W 45-24,,2,29,14.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
43,1986,1986-12-21,16,24.134,PIT,,KAN,L 19-24,,6,92,15.33,0,,,2,-4,-2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
44,1987,1987-09-13,1,25.035,PIT,,SFO,W 30-17,,3,44,14.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,6,42,7.00,0,0,0
45,1987,1987-09-20,2,25.042,PIT,@,CLE,L 10-34,,5,68,13.60,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,4,4.00,0,0,0
46,1987,1987-12-20,14,25.133,PIT,@,HOU,L 16-24,,1,18,18.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
47,1987,1987-12-26,15,25.139,PIT,,CLE,L 13-19,,2,34,17.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
48,1988,1988-09-04,1,26.026,PIT,,DAL,W 24-21,,4,50,12.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
49,1988,1988-09-11,2,26.033,PIT,@,WAS,L 29-30,,3,98,32.67,1,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,8,8.00,0,1,6
50,1988,1988-09-18,3,26.040,PIT,,CIN,L 12-17,,5,59,11.80,1,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,3,22,7.33,0,1,6
51,1988,1988-09-25,4,26.047,PIT,@,BUF,L 28-36,,2,43,21.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
52,1988,1988-10-02,5,26.054,PIT,,CLE,L 9-23,,1,13,13.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
53,1988,1988-10-09,6,26.061,PIT,@,PHO,L 14-31,,3,42,14.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
54,1988,1988-10-16,7,26.068,PIT,,HOU,L 14-34,,8,109,13.63,0,,,1,17,17.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
55,1988,1988-10-23,8,26.075,PIT,,DEN,W 39-21,,2,32,16.00,0,,,1,23,23.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
56,1988,1988-10-30,9,26.082,PIT,@,NYJ,L 20-24,,2,51,25.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
57,1988,1988-11-06,10,26.089,PIT,@,CIN,L 7-42,,2,27,13.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
58,1988,1988-11-13,11,26.096,PIT,,PHI,L 26-27,,6,171,28.50,1,,,1,11,11.00,0,1,1,100.00,13,1,0,158.3,0,0,13.00,33.00,0,0,,0,0,0,,0,1,6
59,1988,1988-11-20,12,26.103,PIT,@,CLE,L 7-27,,2,40,20.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
60,1988,1988-11-27,13,26.110,PIT,,KAN,W 16-10,,2,24,12.00,0,,,1,32,32.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
61,1988,1988-12-04,14,26.117,PIT,@,HOU,W 37-34,,4,166,41.50,2,,,1,7,7.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,2,12
62,1988,1988-12-11,15,26.124,PIT,@,SDG,L 14-20,,2,28,14.00,0,,,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0,,0,0,0
63,1988,1988-12-18,16,26.131,PIT,,MIA,W 40-24,,2,20,10.00,0,,,1,39,39.00,1,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
64,1989,1989-09-10,1,27.032,PIT,,CLE,L 0-51,,1,7,7.00,0,,,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
65,1989,1989-09-17,2,27.039,PIT,@,CIN,L 10-41,,5,122,24.40,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
66,1989,1989-09-24,3,27.046,PIT,,MIN,W 27-14,,2,26,13.00,0,,,2,36,18.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
67,1989,1989-10-01,4,27.053,PIT,@,DET,W 23-3,,7,126,18.00,1,,,2,15,7.50,0,0,0,,0,0,0,,,,,,0,0,,0,4,27,6.75,0,1,6
68,1989,1989-10-08,5,27.060,PIT,,CIN,L 16-26,,8,99,12.38,0,,,1,10,10.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
69,1989,1989-10-15,6,27.067,PIT,@,CLE,W 17-7,,1,20,20.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
70,1989,1989-10-22,7,27.074,PIT,@,HOU,L 0-27,,2,23,11.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
71,1989,1989-10-29,8,27.081,PIT,,KAN,W 23-17,,7,130,18.57,2,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
72,1989,1989-11-05,9,27.088,PIT,@,DEN,L 7-34,,1,9,9.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
73,1989,1989-11-12,10,27.095,PIT,,CHI,L 0-20,,4,112,28.00,0,,,1,0,0.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
74,1989,1989-11-19,11,27.102,PIT,,SDG,W 20-17,,2,25,12.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
75,1989,1989-11-26,12,27.109,PIT,@,MIA,W 34-14,,0,0,,0,,,0,0,,0,,,,,,,,,,,,,,,,0,0,,0,0,
76,1989,1989-12-03,13,27.116,PIT,,HOU,L 16-23,,0,0,,0,,,4,38,9.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
77,1989,1989-12-10,14,27.123,PIT,@,NYJ,W 13-0,,4,75,18.75,0,,,1,20,20.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
78,1989,1989-12-17,15,27.130,PIT,,NWE,W 28-10,,2,33,16.50,0,,,1,58,58.00,1,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
79,1989,1989-12-24,16,27.137,PIT,@,TAM,W 31-22,,4,137,34.25,2,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
80,1990,1990-09-09,1,28.031,PIT,@,CLE,L 3-13,,3,60,20.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
81,1990,1990-09-16,2,28.038,PIT,,HOU,W 20-9,,1,9,9.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
82,1990,1990-09-23,3,28.045,PIT,@,RAI,L 3-20,,4,33,8.25,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
83,1990,1990-09-30,4,28.052,PIT,,MIA,L 6-28,,4,64,16.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
84,1990,1990-10-07,5,28.059,PIT,,SDG,W 36-14,,4,51,12.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,1,9,9.00,0,0,0,,0,0,0
85,1990,1990-10-14,6,28.066,PIT,@,DEN,W 34-17,,9,141,15.67,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
86,1990,1990-10-21,7,28.073,PIT,@,SFO,L 7-27,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
87,1990,1990-10-29,8,28.081,PIT,,RAM,W 41-10,,2,32,16.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
88,1990,1990-11-04,9,28.087,PIT,,ATL,W 21-9,,2,20,10.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
89,1990,1990-11-18,10,28.101,PIT,@,CIN,L 3-27,,2,19,9.50,0,,,1,-5,-5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
90,1990,1990-11-25,11,28.108,PIT,@,NYJ,W 24-7,,5,65,13.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
91,1990,1990-12-02,12,28.115,PIT,,CIN,L 12-16,,7,97,13.86,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
92,1990,1990-12-23,15,28.136,PIT,,CLE,W 35-0,,3,46,15.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
93,1990,1990-12-30,16,28.143,PIT,@,HOU,L 14-34,,3,34,11.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
94,1991,1991-09-01,1,29.023,PIT,,SDG,W 26-20,,1,14,14.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
95,1991,1991-09-08,2,29.030,PIT,@,BUF,L 34-52,,3,29,9.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
96,1991,1991-09-15,3,29.037,PIT,,NWE,W 20-6,,7,86,12.29,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
97,1991,1991-09-22,4,29.044,PIT,@,PHI,L 14-23,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1991,1991-10-14,6,29.066,PIT,,NYG,L 20-23,,5,64,12.80,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
99,1991,1991-10-20,7,29.072,PIT,,SEA,L 7-27,,3,28,9.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
100,1991,1991-10-27,8,29.079,PIT,@,CLE,L 14-17,,5,69,13.80,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
101,1991,1991-11-03,9,29.086,PIT,@,DEN,L 13-20,,5,81,16.20,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
102,1991,1991-11-10,10,29.093,PIT,@,CIN,W 33-27,,4,47,11.75,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
103,1991,1991-11-17,11,29.100,PIT,,WAS,L 14-41,,4,59,14.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
104,1991,1991-11-24,12,29.107,PIT,,HOU,W 26-14,,3,24,8.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
105,1991,1991-11-28,13,29.111,PIT,@,DAL,L 10-20,,5,54,10.80,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
106,1991,1991-12-08,14,29.121,PIT,@,HOU,L 6-31,,6,71,11.83,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
107,1991,1991-12-15,15,29.128,PIT,,CIN,W 17-10,,3,33,11.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
108,1991,1991-12-22,16,29.135,PIT,,CLE,W 17-10,,1,12,12.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
109,1992,1992-09-27,4,30.049,NOR,,SFO,L 10-16,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,2,2.00,0,0,0
110,1992,1992-10-04,5,30.056,NOR,@,DET,W 13-7,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,20,5.00,0,0,0
