ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2015,2015-09-13,1,22.333,CIN,@,OAK,W 33-13,,0,0,0,,0,0.0%,,0,0
2,2015,2015-09-20,2,22.340,CIN,,SDG,W 24-19,,0,0,0,,0,0.0%,,0,0
3,2015,2015-09-27,3,22.347,CIN,@,BAL,W 28-24,,0,0,0,,0,0.0%,,0,0
4,2015,2015-10-04,4,22.354,CIN,,KAN,W 36-21,,0,0,0,,0,0.0%,,0,0
5,2015,2015-10-11,5,22.361,CIN,,SEA,W 27-24,*,0,0,0,,0,0.0%,,0,0
6,2015,2015-10-18,6,23.003,CIN,@,BUF,W 34-21,,0,0,0,,0,0.0%,,0,0
7,2015,2015-11-01,7,23.017,CIN,@,PIT,W 16-10,,0,0,0,,0,0.0%,,0,0
8,2015,2015-11-05,8,23.021,CIN,,CLE,W 31-10,,0,0,0,,0,0.0%,,0,0
9,2015,2015-11-16,9,23.032,CIN,,HOU,L 6-10,,0,0,0,,0,0.0%,,0,0
10,2015,2015-11-22,10,23.038,CIN,@,ARI,L 31-34,,1,0,0,,0,0.0%,0.00,0,0
11,2015,2015-11-29,11,23.045,CIN,,STL,W 31-7,*,1,1,4,4.00,0,100.0%,4.00,0,0
12,2015,2015-12-06,12,23.052,CIN,@,CLE,W 37-3,*,1,1,17,17.00,0,100.0%,17.00,0,0
13,2015,2015-12-13,13,23.059,CIN,,PIT,L 20-33,,3,2,31,15.50,0,66.7%,10.33,0,0
14,2015,2015-12-20,14,23.066,CIN,@,SFO,W 24-14,*,3,3,31,10.33,1,100.0%,10.33,1,6
15,2015,2015-12-28,15,23.074,CIN,@,DEN,L 17-20,*,6,4,46,11.50,0,66.7%,7.67,0,0
16,2015,2016-01-03,16,23.080,CIN,,BAL,W 24-16,*,0,0,0,,0,0.0%,,0,0
17,2016,2016-09-11,1,23.332,CIN,@,NYJ,W 23-22,,0,0,0,,0,0.0%,,0,0
18,2016,2016-09-18,2,23.339,CIN,@,PIT,L 16-24,,4,3,35,11.67,0,75.0%,8.75,0,0
19,2016,2016-09-25,3,23.346,CIN,,DEN,L 17-29,*,0,0,0,,0,0.0%,,0,0
20,2016,2016-09-29,4,23.350,CIN,,MIA,W 22-7,*,0,0,0,,0,0.0%,,0,0
21,2016,2016-10-09,5,23.360,CIN,@,DAL,L 14-28,*,3,3,29,9.67,0,100.0%,9.67,0,0
22,2016,2016-10-16,6,24.001,CIN,@,NWE,L 17-35,*,2,2,19,9.50,0,100.0%,9.50,0,0
23,2016,2016-10-23,7,24.008,CIN,,CLE,W 31-17,*,1,1,3,3.00,0,100.0%,3.00,0,0
24,2016,2016-10-30,8,24.015,CIN,,WAS,T 27-27,*,1,1,6,6.00,0,100.0%,6.00,0,0
25,2016,2016-11-14,9,24.030,CIN,@,NYG,L 20-21,*,1,0,0,,0,0.0%,0.00,0,0
26,2016,2016-11-20,10,24.036,CIN,,BUF,L 12-16,,0,0,0,,0,0.0%,,0,0
27,2016,2016-11-27,11,24.043,CIN,@,BAL,L 14-19,*,0,0,0,,0,0.0%,,0,0
28,2016,2016-12-04,12,24.050,CIN,,PHI,W 32-14,*,0,0,0,,0,0.0%,,0,0
29,2016,2016-12-11,13,24.057,CIN,@,CLE,W 23-10,*,0,0,0,,0,0.0%,,0,0
30,2016,2016-12-18,14,24.064,CIN,,PIT,L 20-24,*,0,0,0,,0,0.0%,,0,0
31,2017,2017-09-10,1,24.330,CIN,,BAL,L 0-20,*,1,1,5,5.00,0,100.0%,5.00,0,0
32,2017,2017-09-14,2,24.334,CIN,,HOU,L 9-13,*,0,0,0,,0,0.0%,,0,0
33,2017,2017-09-24,3,24.344,CIN,@,GNB,L 24-27,*,4,3,28,9.33,0,75.0%,7.00,0,0
34,2017,2017-10-01,4,24.351,CIN,@,CLE,W 31-7,*,7,6,68,11.33,2,85.7%,9.71,2,12
35,2017,2017-10-08,5,24.358,CIN,,BUF,W 20-16,*,5,4,38,9.50,0,80.0%,7.60,0,0
36,2017,2017-10-22,6,25.007,CIN,@,PIT,L 14-29,*,4,4,23,5.75,1,100.0%,5.75,1,6
37,2017,2017-10-29,7,25.014,CIN,,IND,W 24-23,*,6,5,46,9.20,0,83.3%,7.67,0,0
38,2017,2017-11-05,8,25.021,CIN,@,JAX,L 7-23,*,2,2,79,39.50,0,100.0%,39.50,0,0
39,2017,2017-11-12,9,25.028,CIN,@,TEN,L 20-24,*,6,1,4,4.00,0,16.7%,0.67,0,0
40,2017,2017-11-19,10,25.035,CIN,@,DEN,W 20-17,*,3,2,12,6.00,1,66.7%,4.00,1,6
41,2017,2017-11-26,11,25.042,CIN,,CLE,W 30-16,*,4,3,14,4.67,1,75.0%,3.50,1,6
42,2017,2017-12-04,12,25.050,CIN,,PIT,L 20-23,*,2,2,30,15.00,0,100.0%,15.00,0,0
43,2017,2017-12-10,13,25.056,CIN,,CHI,L 7-33,*,1,0,0,,0,0.0%,0.00,0,0
44,2017,2017-12-17,14,25.063,CIN,@,MIN,L 7-34,*,4,2,1,0.50,0,50.0%,0.25,0,0
45,2017,2017-12-24,15,25.070,CIN,,DET,W 26-17,*,5,1,3,3.00,0,20.0%,0.60,0,0
46,2017,2017-12-31,16,25.077,CIN,@,BAL,W 31-27,*,8,6,53,8.83,2,75.0%,6.63,2,12
47,2018,2018-09-09,1,25.329,CIN,@,IND,W 34-23,,1,1,9,9.00,0,100.0%,9.00,0,0
48,2018,2018-09-13,2,25.333,CIN,,BAL,W 34-23,*,2,2,11,5.50,0,100.0%,5.50,0,0
49,2018,2018-09-23,3,25.343,CIN,@,CAR,L 21-31,,7,1,16,16.00,0,14.3%,2.29,0,0
