ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1980,1980-09-07,1,22.202,NWE,,CLE,W 34-17,,,,,,,,,,
2,1980,1980-09-14,2,22.209,NWE,,ATL,L 21-37,,,,,,,,,,
3,1980,1980-09-21,3,22.216,NWE,@,SEA,W 37-31,,,,,,,,,,
4,1980,1980-09-29,4,22.224,NWE,,DEN,W 23-14,4,12,3.00,0,0,0,0.0,0,0,0
5,1980,1980-10-05,5,22.230,NWE,@,NYJ,W 21-11,2,17,8.50,0,0,0,0.0,0,0,0
6,1980,1980-10-12,6,22.237,NWE,,MIA,W 34-0,2,37,18.50,0,0,0,0.0,1,13,0
7,1980,1980-10-19,7,22.244,NWE,@,BAL,W 37-21,2,4,2.00,0,0,0,0.0,0,0,0
8,1980,1980-10-26,8,22.251,NWE,@,BUF,L 13-31,,,,,,,,,,
9,1980,1980-11-02,9,22.258,NWE,,NYJ,W 34-21,2,75,37.50,1,1,6,0.0,1,19,0
10,1980,1980-11-10,10,22.266,NWE,@,HOU,L 34-38,2,7,3.50,0,0,0,0.0,0,0,0
11,1980,1980-11-16,11,22.272,NWE,,RAM,L 14-17,6,41,6.83,0,0,0,0.0,0,0,0
12,1980,1980-11-23,12,22.279,NWE,,BAL,W 47-21,1,0,0.00,0,0,0,0.0,1,0,0
13,1980,1980-11-30,13,22.286,NWE,@,SFO,L 17-21,5,98,19.60,0,0,0,0.0,1,0,0
14,1980,1980-12-08,14,22.294,NWE,@,MIA,L 13-16,2,-2,-1.00,0,0,0,0.0,0,0,0
15,1980,1980-12-14,15,22.300,NWE,,BUF,W 24-2,2,10,5.00,0,0,0,0.0,0,0,0
16,1980,1980-12-21,16,22.307,NWE,@,NOR,W 38-27,3,32,10.67,0,0,0,0.0,0,0,0
17,1981,1981-09-06,1,23.200,NWE,,BAL,L 28-29,2,25,12.50,0,0,0,0.0,0,0,0
18,1981,1981-09-13,2,23.207,NWE,@,PHI,L 3-13,2,1,0.50,0,0,0,0.0,0,0,0
19,1981,1981-09-21,3,23.215,NWE,,DAL,L 21-35,1,-1,-1.00,0,0,0,0.0,0,0,0
20,1981,1981-09-27,4,23.221,NWE,@,PIT,L 21-27,0,0,,0,,,,,,
21,1981,1981-10-04,5,23.228,NWE,,KAN,W 33-17,0,0,,0,,,,,,
22,1981,1981-10-11,6,23.235,NWE,@,NYJ,L 24-28,0,0,,0,,,,,,
23,1981,1981-10-18,7,23.242,NWE,,HOU,W 38-10,0,0,,0,,,,,,
24,1981,1981-10-25,8,23.249,NWE,@,WAS,L 22-24,0,0,,0,,,,,,
25,1981,1981-11-01,9,23.256,NWE,@,OAK,L 17-27,0,0,,0,0,0,0.0,1,8,0
26,1981,1981-11-08,10,23.263,NWE,,MIA,L 27-30,0,0,,0,,,,,,
27,1981,1981-11-15,11,23.270,NWE,,NYJ,L 6-17,0,0,,0,0,0,0.0,1,21,0
28,1981,1981-11-22,12,23.277,NWE,@,BUF,L 17-20,0,0,,0,,,,,,
29,1981,1981-11-29,13,23.284,NWE,,STL,L 20-27,0,0,,0,,,,,,
30,1981,1981-12-06,14,23.291,NWE,@,MIA,L 14-24,0,0,,0,,,,,,
31,1981,1981-12-13,15,23.298,NWE,,BUF,L 10-19,0,0,,0,,,,,,
32,1981,1981-12-20,16,23.305,NWE,@,BAL,L 21-23,2,31,15.50,0,0,0,0.0,0,0,0
33,1982,1982-09-12,1,24.206,NWE,@,BAL,W 24-13,,,,,,,,,,
34,1982,1982-09-19,2,24.213,NWE,,NYJ,L 7-31,0,0,,0,0,0,1.0,0,0,0
35,1982,1982-11-21,3,24.276,NWE,@,CLE,L 7-10,,,,,,,,,,
36,1982,1982-11-28,4,24.283,NWE,,HOU,W 29-21,0,0,,0,0,0,0.0,1,0,0
37,1982,1982-12-05,5,24.290,NWE,@,CHI,L 13-26,0,0,,0,0,0,1.0,0,0,0
38,1982,1982-12-12,6,24.297,NWE,,MIA,W 3-0,0,0,,0,0,0,0.0,1,0,0
39,1982,1982-12-19,7,24.304,NWE,@,SEA,W 16-0,0,0,,0,0,0,0.0,1,12,0
40,1983,1983-09-04,1,25.198,NWE,,BAL,L 23-29,,,,,,,,,,
41,1983,1983-09-11,2,25.205,NWE,@,MIA,L 24-34,0,0,,0,0,0,1.0,0,0,0
42,1983,1983-09-18,3,25.212,NWE,,NYJ,W 23-13,,,,,,,,,,
43,1983,1983-09-25,4,25.219,NWE,@,PIT,W 28-23,,,,,,,,,,
44,1983,1983-10-02,5,25.226,NWE,,SFO,L 13-33,,,,,,,,,,
45,1983,1983-10-09,6,25.233,NWE,@,BAL,L 7-12,0,0,,0,0,0,0.0,1,0,0
46,1983,1983-10-16,7,25.240,NWE,,SDG,W 37-21,,,,,,,,,,
47,1983,1983-10-23,8,25.247,NWE,@,BUF,W 31-0,0,0,,0,0,0,0.0,3,63,0
48,1983,1983-10-30,9,25.254,NWE,@,ATL,L 13-24,,,,,,,,,,
