ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
49,1983,1983-11-06,10,25.261,NWE,,BUF,W 21-7,,,,,,,,,,
50,1983,1983-11-13,11,25.268,NWE,,MIA,W 17-6,,,,,,,,,,
51,1983,1983-11-20,12,25.275,NWE,,CLE,L 0-30,0,0,,0,0,0,0.0,1,36,0
52,1983,1983-11-27,13,25.282,NWE,@,NYJ,L 3-26,,,,,,,,,,
53,1983,1983-12-04,14,25.289,NWE,,NOR,W 7-0,,,,,,,,,,
54,1983,1983-12-11,15,25.296,NWE,@,RAM,W 21-7,,,,,,,,,,
55,1983,1983-12-18,16,25.303,NWE,@,SEA,L 6-24,0,0,,0,0,0,1.0,0,0,0
56,1984,1984-09-02,1,26.197,NWE,@,BUF,W 21-17,0,0,,0,,,,,,
57,1984,1984-09-09,2,26.204,NWE,@,MIA,L 7-28,0,0,,0,0,0,0.0,1,0,0
58,1984,1984-09-16,3,26.211,NWE,,SEA,W 38-23,0,0,,0,,,,,,
59,1984,1984-09-23,4,26.218,NWE,,WAS,L 10-26,0,0,,0,,,,,,
60,1984,1984-10-07,6,26.232,NWE,@,CLE,W 17-16,0,0,,0,,,,,,
61,1984,1984-10-14,7,26.239,NWE,,CIN,W 20-14,0,0,,0,,,,,,
62,1984,1984-10-21,8,26.246,NWE,,MIA,L 24-44,0,0,,0,,,,,,
63,1984,1984-10-28,9,26.253,NWE,,NYJ,W 30-20,0,0,,0,0,0,0.0,1,14,0
64,1984,1984-11-04,10,26.260,NWE,@,DEN,L 19-26,0,0,,0,,,,,,
65,1984,1984-11-11,11,26.267,NWE,,BUF,W 38-10,0,0,,0,,,,,,
66,1984,1984-11-18,12,26.274,NWE,@,IND,W 50-17,0,0,,0,,,,,,
67,1984,1984-11-22,13,26.278,NWE,@,DAL,L 17-20,0,0,,0,,,,,,
68,1984,1984-12-02,14,26.288,NWE,,STL,L 10-33,0,0,,0,,,,,,
69,1984,1984-12-09,15,26.295,NWE,@,PHI,L 17-27,0,0,,0,,,,,,
70,1984,1984-12-16,16,26.302,NWE,,IND,W 16-10,0,0,,0,,,,,,
71,1985,1985-09-08,1,27.202,NWE,,GNB,W 26-20,0,0,,0,,,,,,
72,1985,1985-09-15,2,27.209,NWE,@,CHI,L 7-20,0,0,,0,,,,,,
73,1985,1985-09-22,3,27.216,NWE,@,BUF,W 17-14,0,0,,0,,,,,,
74,1985,1985-09-29,4,27.223,NWE,,RAI,L 20-35,0,0,,0,,,,,,
75,1985,1985-10-06,5,27.230,NWE,@,CLE,L 20-24,1,0,0.00,0,,,,,,
76,1985,1985-10-13,6,27.237,NWE,,BUF,W 14-3,1,0,0.00,0,0,0,0.0,1,39,0
77,1985,1985-10-20,7,27.244,NWE,,NYJ,W 20-13,0,0,,0,,,,,,
78,1985,1985-10-27,8,27.251,NWE,@,TAM,W 32-14,0,0,,0,,,,,,
79,1985,1985-11-03,9,27.258,NWE,,MIA,W 17-13,0,0,,0,0,0,0.0,1,0,0
80,1985,1985-11-10,10,27.265,NWE,,IND,W 34-15,1,13,13.00,0,0,0,0.0,0,0,0
81,1985,1985-11-17,11,27.272,NWE,@,SEA,W 20-13,0,0,,0,0,0,0.0,1,0,0
82,1985,1985-11-24,12,27.279,NWE,@,NYJ,L 13-16,0,0,,0,,,,,,
83,1985,1985-12-01,13,27.286,NWE,@,IND,W 38-31,0,0,,0,0,0,0.0,1,12,0
84,1985,1985-12-08,14,27.293,NWE,,DET,W 23-6,0,0,,0,,,,,,
85,1985,1985-12-16,15,27.301,NWE,@,MIA,L 27-30,0,0,,0,,,,,,
86,1985,1985-12-22,16,27.307,NWE,,CIN,W 34-23,0,0,,0,,,,,,
87,1986,1986-09-07,1,28.201,NWE,,IND,W 33-3,0,0,,0,,,,,,
88,1986,1986-09-11,2,28.205,NWE,@,NYJ,W 20-6,0,0,,0,0,0,0.0,1,18,0
89,1986,1986-09-21,3,28.215,NWE,,SEA,L 31-38,0,0,,0,,,,,,
90,1986,1986-10-05,5,28.229,NWE,,MIA,W 34-7,0,0,,0,,,,,,
91,1986,1986-10-12,6,28.236,NWE,,NYJ,L 24-31,0,0,,0,,,,,,
92,1986,1986-10-19,7,28.243,NWE,@,PIT,W 34-0,0,0,,0,,,,,,
93,1986,1986-10-26,8,28.250,NWE,@,BUF,W 23-3,0,0,,0,,,,,,
94,1986,1986-11-02,9,28.257,NWE,,ATL,W 25-17,0,0,,0,,,,,,
95,1986,1986-11-09,10,28.264,NWE,@,IND,W 30-21,0,0,,0,,,,,,
96,1986,1986-11-16,11,28.271,NWE,@,RAM,W 30-28,0,0,,0,0,0,1.0,0,0,0
97,1986,1986-11-23,12,28.278,NWE,,BUF,W 22-19,0,0,,0,,,,,,
98,1986,1986-11-30,13,28.285,NWE,@,NOR,W 21-20,0,0,,0,,,,,,
99,1986,1986-12-07,14,28.292,NWE,,CIN,L 7-31,0,0,,0,,,,,,
100,1986,1986-12-14,15,28.299,NWE,,SFO,L 24-29,0,0,,0,,,,,,
101,1986,1986-12-22,16,28.307,NWE,@,MIA,W 34-27,0,0,,0,0,0,0.0,1,21,0
102,1987,1987-10-25,6,29.249,NWE,@,IND,L 16-30,,,,,,,,,,
103,1987,1987-11-01,7,29.256,NWE,,RAI,W 26-23,,,,,,,,,,
104,1987,1987-11-08,8,29.263,NWE,@,NYG,L 10-17,,,,,,,,,,
105,1987,1987-11-15,9,29.270,NWE,,DAL,L 17-23,0,0,,0,0,0,0.0,1,27,0
106,1987,1987-11-29,11,29.284,NWE,,PHI,L 31-34,,,,,,,,,,
107,1987,1987-12-06,12,29.291,NWE,@,DEN,L 20-31,,,,,,,,,,
108,1987,1987-12-13,13,29.298,NWE,,NYJ,W 42-20,,,,,,,,,,
109,1987,1987-12-20,14,29.305,NWE,@,BUF,W 13-7,,,,,,,,,,
110,1987,1987-12-28,15,29.313,NWE,@,MIA,W 24-10,,,,,,,,,,
111,1988,1988-09-04,1,30.199,NWE,,NYJ,W 28-3,,,,,,,,,,
112,1988,1988-09-11,2,30.206,NWE,@,MIN,L 6-36,0,0,,0,0,0,0.0,1,22,0
113,1988,1988-09-18,3,30.213,NWE,,BUF,L 14-16,,,,,,,,,,
114,1988,1988-09-25,4,30.220,NWE,@,HOU,L 6-31,0,0,,0,0,0,0.0,1,4,0
115,1988,1988-10-02,5,30.227,NWE,,IND,W 21-17,,,,,,,,,,
116,1988,1988-10-09,6,30.234,NWE,@,GNB,L 3-45,,,,,,,,,,
117,1988,1988-10-16,7,30.241,NWE,,CIN,W 27-21,,,,,,,,,,
118,1988,1988-10-30,9,30.255,NWE,,CHI,W 30-7,,,,,,,,,,
119,1988,1988-11-06,10,30.262,NWE,,MIA,W 21-10,0,0,,0,0,0,0.0,1,3,0
120,1988,1988-11-13,11,30.269,NWE,@,NYJ,W 14-13,,,,,,,,,,
121,1988,1988-11-20,12,30.276,NWE,@,MIA,W 6-3,,,,,,,,,,
122,1988,1988-11-27,13,30.283,NWE,@,IND,L 21-24,,,,,,,,,,
123,1988,1988-12-04,14,30.290,NWE,,SEA,W 13-7,,,,,,,,,,
124,1988,1988-12-11,15,30.297,NWE,,TAM,W 10-7,0,0,,0,0,0,0.0,1,1,0
125,1988,1988-12-17,16,30.303,NWE,@,DEN,L 10-21,,,,,,,,,,
126,1989,1989-09-10,1,31.204,NWE,@,NYJ,W 27-24,,,,,,,,,,
127,1989,1989-09-17,2,31.211,NWE,,MIA,L 10-24,0,0,,0,0,0,0.0,1,28,0
128,1989,1989-10-08,5,31.232,NWE,,HOU,W 23-13,,,,,,,,,,
129,1989,1989-10-15,6,31.239,NWE,@,ATL,L 15-16,,,,,,,,,,
130,1989,1989-10-22,7,31.246,NWE,@,SFO,L 20-37,,,,,,,,,,
131,1989,1989-10-29,8,31.253,NWE,@,IND,W 23-20,,,,,,,,,,
132,1989,1989-11-05,9,31.260,NWE,,NYJ,L 26-27,,,,,,,,,,
133,1989,1989-11-12,10,31.267,NWE,,NOR,L 24-28,,,,,,,,,,
134,1989,1989-11-19,11,31.274,NWE,,BUF,W 33-24,0,0,,0,0,0,0.0,1,22,0
135,1989,1989-11-26,12,31.281,NWE,@,RAI,L 21-24,,,,,,,,,,
136,1989,1989-12-03,13,31.288,NWE,,IND,W 22-16,,,,,,,,,,
137,1989,1989-12-10,14,31.295,NWE,@,MIA,L 10-31,,,,,,,,,,
138,1989,1989-12-17,15,31.302,NWE,@,PIT,L 10-28,,,,,,,,,,
139,1989,1989-12-24,16,31.309,NWE,,RAM,L 20-24,,,,,,,,,,
140,1990,1990-09-09,1,32.203,NWE,,MIA,L 24-27,,,,,,,,,,
141,1990,1990-09-16,2,32.210,NWE,@,IND,W 16-14,,,,,,,,,,
142,1990,1990-09-23,3,32.217,NWE,@,CIN,L 7-41,,,,,,,,,,
143,1990,1990-09-30,4,32.224,NWE,,NYJ,L 13-37,,,,,,,,,,
144,1990,1990-12-23,15,32.308,NWE,@,NYJ,L 7-42,,,,,,,,,,
145,1990,1990-12-30,16,32.315,NWE,,NYG,L 10-13,,,,,,,,,,
