ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-09-13,1,22.364,WAS,,PHI,W 34-24,,,,,,,,,,,
2,1987,1987-09-20,2,23.006,WAS,@,ATL,L 20-21,,,,,,,,,,,
3,1987,1987-11-01,7,23.048,WAS,@,BUF,W 27-7,,,,,,,,,,,
4,1987,1987-11-08,8,23.055,WAS,@,PHI,L 27-31,,,,,,,,,,,
5,1987,1987-11-15,9,23.062,WAS,,DET,W 20-13,,,,,,,,,,,
6,1987,1987-11-23,10,23.070,WAS,,RAM,L 26-30,,,,,,,,,,,
7,1987,1987-11-29,11,23.076,WAS,,NYG,W 23-19,,,,,,,,,,,
8,1987,1987-12-06,12,23.083,WAS,@,STL,W 34-17,,,,,,,,,,,
9,1987,1987-12-13,13,23.090,WAS,,DAL,W 24-20,,,,,,,,,,,
10,1987,1987-12-20,14,23.097,WAS,@,MIA,L 21-23,,,,,,,,,,,
11,1987,1987-12-26,15,23.103,WAS,@,MIN,W 27-24,,,,,,,,,,,
12,1988,1988-09-05,1,23.357,WAS,@,NYG,L 20-27,,,,,,,,,,,
13,1988,1988-09-11,2,23.363,WAS,,PIT,W 30-29,,,,,,,,,,,
14,1988,1988-09-18,3,24.004,WAS,,PHI,W 17-10,,,,,,,,,,,
15,1988,1988-09-25,4,24.011,WAS,@,PHO,L 21-30,,,,,,,,,,,
16,1988,1988-10-02,5,24.018,WAS,,NYG,L 23-24,,,,,,,,,,,
17,1988,1988-10-09,6,24.025,WAS,@,DAL,W 35-17,,,,,,,,,,,
18,1988,1988-10-16,7,24.032,WAS,,PHO,W 33-17,,,,,,,,,,,
19,1988,1988-10-23,8,24.039,WAS,@,GNB,W 20-17,,,,,,,,,,,
20,1988,1988-10-30,9,24.046,WAS,@,HOU,L 17-41,,,,,,,,,,,
21,1988,1988-11-06,10,24.053,WAS,,NOR,W 27-24,,,,,,,,,,,
22,1988,1988-11-13,11,24.060,WAS,,CHI,L 14-34,,,,,,,,,,,
23,1988,1988-11-21,12,24.068,WAS,@,SFO,L 21-37,,,,,,,,,,,
24,1988,1988-11-27,13,24.074,WAS,,CLE,L 13-17,,,,,,,,,,,
25,1988,1988-12-04,14,24.081,WAS,@,PHI,W 20-19,,,,,,,,,,,
26,1988,1988-12-11,15,24.088,WAS,,DAL,L 17-24,,,,,,,,,,,
27,1988,1988-12-17,16,24.094,WAS,@,CIN,L 17-20,,,,,,,,,,,
28,1989,1989-09-11,1,24.362,WAS,,NYG,L 24-27,,0,0,,0,,,,,,
29,1989,1989-09-17,2,25.003,WAS,,PHI,L 37-42,,0,0,,0,,,,,,
30,1989,1989-09-24,3,25.010,WAS,@,DAL,W 30-7,,0,0,,0,,,,,,
31,1989,1989-10-01,4,25.017,WAS,@,NOR,W 16-14,,0,0,,0,,,,,,
