ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2002,2002-09-08,1,25.055,STL,@,DEN,L 16-23,*,,,,,,0.0%,,,,,,,,,,
2,2002,2002-09-15,2,25.062,STL,,NYG,L 21-26,*,0,,,,,0.0%,,,,,,,,,,
3,2002,2002-09-23,3,25.070,STL,@,TAM,L 14-26,*,,,,,,0.0%,,,,,,,,,,
4,2002,2002-09-29,4,25.076,STL,,DAL,L 10-13,*,0,,,,,0.0%,,,,,,,,,,
5,2002,2002-10-06,5,25.083,STL,@,SFO,L 13-37,*,,,,,,0.0%,,,,,,,,,,
6,2002,2002-10-13,6,25.090,STL,,OAK,W 28-13,*,0,,,,,0.0%,,,,,,,,,,
7,2002,2002-10-20,7,25.097,STL,,SEA,W 37-20,*,,,,,,0.0%,,,,,,,,,,
8,2002,2002-11-03,8,25.111,STL,@,ARI,W 27-14,*,,,,,,0.0%,,,,,,,,,,
9,2002,2002-11-10,9,25.118,STL,,SDG,W 28-24,*,,,,,,0.0%,,,,,,,,,,
10,2002,2002-11-18,10,25.126,STL,,CHI,W 21-16,*,0,,,,,0.0%,,,,,,,,,,
11,2002,2002-11-24,11,25.132,STL,@,WAS,L 17-20,*,,,,,,0.0%,,,,,,,,,,
12,2002,2002-12-01,12,25.139,STL,@,PHI,L 3-10,*,0,,,,,0.0%,,,,,,,,,,
13,2002,2002-12-08,13,25.146,STL,@,KAN,L 10-49,*,,,,,,0.0%,,,,,,,,,,
14,2002,2002-12-15,14,25.153,STL,,ARI,W 30-28,*,0,,,,,0.0%,,,,,,,,,,
15,2002,2002-12-22,15,25.160,STL,@,SEA,L 10-30,*,,,,,,0.0%,,,,,,,,,,
16,2002,2002-12-30,16,25.168,STL,,SFO,W 31-20,*,,,,,,0.0%,,,,,,,,,,
17,2003,2003-09-07,1,26.054,STL,@,NYG,L 13-23,,,,,,,0.0%,,,,,,,,,,
18,2003,2003-09-14,2,26.061,STL,,SFO,W 27-24,,,,,,,0.0%,,,,,,,,,,
19,2003,2003-09-21,3,26.068,STL,@,SEA,L 23-24,,,,,,,0.0%,,,,,,,,,,
20,2003,2003-09-28,4,26.075,STL,,ARI,W 37-13,,,,,,,0.0%,,,,,,,,,,
21,2003,2003-10-13,5,26.090,STL,,ATL,W 36-0,,0,,,,,0.0%,,,,,,,,,,
22,2003,2003-10-19,6,26.096,STL,,GNB,W 34-24,,,,,,,0.0%,,,,,,,,,,
23,2003,2003-10-26,7,26.103,STL,@,PIT,W 33-21,,,,,,,0.0%,,,,,,,,,,
24,2003,2003-11-02,8,26.110,STL,@,SFO,L 10-30,,0,0,0,,0,0.0%,,1,3,3.00,0,0,0,0.0,,
25,2003,2003-11-09,9,26.117,STL,,BAL,W 33-22,,,,,,,0.0%,,,,,,,,,,
26,2003,2003-11-16,10,26.124,STL,@,CHI,W 23-21,,,,,,,0.0%,,,,,,,,,,
