ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1969,1969-10-12,5,22.237,DEN,,OAK,L 14-24,1,12,12.00,0,0,0,,0
2,1969,1969-11-02,8,22.258,DEN,,SDG,W 13-0,1,14,14.00,0,0,0,,0
3,1969,1969-11-09,9,22.265,DEN,@,OAK,L 10-41,1,5,5.00,0,0,0,,0
4,1970,1970-09-20,1,23.215,DEN,@,BUF,W 25-10,1,10,10.00,0,0,0,,0
5,1970,1970-09-27,2,23.222,DEN,,PIT,W 16-13,,,,,,,,
6,1970,1970-10-04,3,23.229,DEN,,KAN,W 26-13,,,,,,,,
7,1970,1970-10-11,4,23.236,DEN,@,OAK,L 23-35,,,,,,,,
8,1970,1970-10-18,5,23.243,DEN,,ATL,W 24-10,,,,,,,,
9,1970,1970-10-25,6,23.250,DEN,@,SFO,L 14-19,,,,,,,,
10,1970,1970-11-01,7,23.257,DEN,,WAS,L 3-19,,,,,,,,
11,1970,1970-11-08,8,23.264,DEN,@,SDG,L 21-24,,,,,,,,
12,1970,1970-11-15,9,23.271,DEN,,OAK,L 19-24,,,,,,,,
13,1970,1970-11-22,10,23.278,DEN,@,NOR,W 31-6,,,,,,,,
14,1970,1970-11-29,11,23.285,DEN,@,HOU,L 21-31,,,,,,,,
15,1970,1970-12-06,12,23.292,DEN,@,KAN,L 0-16,,,,,,,,
16,1970,1970-12-13,13,23.299,DEN,,SDG,T 17-17,,,,,,,,
17,1970,1970-12-20,14,23.306,DEN,,CLE,L 13-27,1,10,10.00,0,0,0,,0
18,1971,1971-09-19,1,24.214,DEN,,MIA,T 10-10,,,,,,,,
19,1971,1971-09-26,2,24.221,DEN,@,GNB,L 13-34,1,13,13.00,0,0,0,,0
20,1971,1971-10-03,3,24.228,DEN,,KAN,L 3-16,,,,,,,,
21,1971,1971-10-10,4,24.235,DEN,,OAK,L 16-27,,,,,,,,
22,1971,1971-10-17,5,24.242,DEN,,SDG,W 20-16,,,,,,,,
23,1971,1971-10-24,6,24.249,DEN,@,CLE,W 27-0,,,,,,,,
24,1971,1971-10-31,7,24.256,DEN,@,PHI,L 16-17,4,68,17.00,0,0,0,,0
25,1971,1971-11-07,8,24.263,DEN,,DET,L 20-24,,,,,,,,
26,1971,1971-11-14,9,24.270,DEN,,CIN,L 10-24,,,,,,,,
27,1971,1971-11-21,10,24.277,DEN,@,KAN,L 10-28,,,,,,,,
28,1971,1971-11-28,11,24.284,DEN,@,PIT,W 22-10,,,,,,,,
29,1972,1972-09-17,1,25.213,DEN,,HOU,W 30-17,,,,,,,,
30,1972,1972-09-24,2,25.220,DEN,@,SDG,L 14-37,,,,,,,,
31,1972,1972-10-01,3,25.227,DEN,,KAN,L 24-45,,,,,,,,
32,1972,1972-11-19,10,25.276,DEN,,OAK,L 20-37,,,,,,,,
33,1972,1972-11-26,11,25.283,DEN,@,ATL,L 20-23,,,,,,,,
34,1972,1972-12-03,12,25.290,DEN,@,KAN,L 21-24,,,,,,,,
35,1972,1972-12-10,13,25.297,DEN,,SDG,W 38-13,,,,,,,,
36,1972,1972-12-17,14,25.304,DEN,,NWE,W 45-21,,,,,,,,
37,1973,1973-09-16,1,26.211,DEN,,CIN,W 28-10,,,,,,,,
38,1973,1973-09-23,2,26.218,DEN,,SFO,L 34-36,,,,,,,,
39,1973,1973-09-30,3,26.225,DEN,,CHI,L 14-33,,,,,,,,
40,1973,1973-10-07,4,26.232,DEN,@,KAN,L 14-16,,,,,,,,
41,1973,1973-10-14,5,26.239,DEN,@,HOU,W 48-20,,,,,,,,
42,1973,1973-10-22,6,26.247,DEN,,OAK,T 23-23,,,,,,,,
43,1973,1973-10-28,7,26.253,DEN,@,NYJ,W 40-28,,,,,,,,
44,1973,1973-11-04,8,26.260,DEN,@,STL,T 17-17,,,,,,,,
45,1973,1973-11-11,9,26.267,DEN,,SDG,W 30-19,,,,,,,,
46,1973,1973-11-18,10,26.274,DEN,@,PIT,W 23-13,,,,,,,,
47,1973,1973-11-25,11,26.281,DEN,,KAN,W 14-10,0,0,,0,1,0,0.00,0
48,1973,1973-12-02,12,26.288,DEN,,DAL,L 10-22,,,,,,,,
49,1973,1973-12-09,13,26.295,DEN,@,SDG,W 42-28,,,,,,,,
50,1973,1973-12-16,14,26.302,DEN,@,OAK,L 17-21,,,,,,,,
51,1974,1974-09-15,1,27.210,DEN,,RAM,L 10-17,,,,,,,,
52,1974,1974-09-22,2,27.217,DEN,,PIT,T 35-35,,,,,,,,
53,1974,1974-09-30,3,27.225,DEN,@,WAS,L 3-30,1,16,16.00,0,0,0,,0
54,1974,1974-10-06,4,27.231,DEN,@,KAN,W 17-14,,,,,,,,
55,1974,1974-10-13,5,27.238,DEN,,NOR,W 33-17,,,,,,,,
56,1974,1974-10-20,6,27.245,DEN,,SDG,W 27-7,,,,,,,,
57,1974,1974-10-27,7,27.252,DEN,@,CLE,L 21-23,,,,,,,,
58,1974,1974-11-03,8,27.259,DEN,,OAK,L 17-28,,,,,,,,
59,1974,1974-11-10,9,27.266,DEN,@,BAL,W 17-6,1,20,20.00,0,0,0,,0
60,1974,1974-11-18,10,27.274,DEN,,KAN,L 34-42,,,,,,,,
61,1974,1974-11-24,11,27.280,DEN,@,OAK,W 20-17,,,,,,,,
62,1974,1974-11-28,12,27.284,DEN,@,DET,W 31-27,,,,,,,,
63,1974,1974-12-08,13,27.294,DEN,,HOU,W 37-14,,,,,,,,
64,1974,1974-12-15,14,27.301,DEN,@,SDG,L 0-17,1,12,12.00,0,0,0,,0
