ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1995,1995-09-03,1,24.204,NYJ,@,MIA,L 14-52,
2,1995,1995-09-10,2,24.211,NYJ,,IND,L 24-27,
3,1995,1995-10-29,9,24.260,NYJ,@,IND,L 10-17,
4,1995,1995-11-05,10,24.267,NYJ,,NWE,L 7-20,
5,1995,1995-11-19,11,24.281,NYJ,,BUF,L 26-28,
6,1995,1995-11-26,12,24.288,NYJ,@,SEA,W 16-10,
7,1995,1995-12-03,13,24.295,NYJ,,STL,L 20-23,
8,1995,1995-12-10,14,24.302,NYJ,@,NWE,L 28-31,
9,1995,1995-12-17,15,24.309,NYJ,@,HOU,L 6-23,
10,1995,1995-12-24,16,24.316,NYJ,,NOR,L 0-12,
11,1996,1996-12-08,14,25.301,MIA,,NYG,L 7-17,
12,1996,1996-12-16,15,25.309,MIA,,BUF,W 16-14,
13,1997,1997-08-31,1,26.201,MIA,,IND,W 16-10,
14,1997,1997-09-21,4,26.222,MIA,@,TAM,L 21-31,
15,1997,1997-10-05,5,26.236,MIA,,KAN,W 17-14,
16,1997,1997-10-12,6,26.243,MIA,@,NYJ,W 31-20,
17,1997,1997-10-27,8,26.258,MIA,,CHI,L 33-36,
18,1997,1997-11-02,9,26.264,MIA,@,BUF,L 6-9,
19,1997,1997-11-09,10,26.271,MIA,,NYJ,W 24-17,
20,1997,1997-11-17,11,26.279,MIA,,BUF,W 30-13,
21,1997,1997-11-23,12,26.285,MIA,@,NWE,L 24-27,
22,1997,1997-11-30,13,26.292,MIA,@,OAK,W 34-16,
23,1997,1997-12-07,14,26.299,MIA,,DET,W 33-30,
24,1997,1997-12-14,15,26.306,MIA,@,IND,L 0-41,
25,1997,1997-12-22,16,26.314,MIA,,NWE,L 12-14,
26,1998,1998-09-06,1,27.207,MIA,@,IND,W 24-15,
27,1998,1998-09-13,2,27.214,MIA,,BUF,W 13-7,
28,1998,1998-09-20,3,27.221,MIA,,PIT,W 21-0,
29,1998,1998-10-04,4,27.235,MIA,@,NYJ,L 9-20,
30,1998,1998-10-12,5,27.243,MIA,@,JAX,L 21-28,
31,1998,1998-10-18,6,27.249,MIA,,STL,W 14-0,
32,1998,1998-10-25,7,27.256,MIA,,NWE,W 12-9,
33,1998,1998-11-01,8,27.263,MIA,@,BUF,L 24-30,
34,1998,1998-11-08,9,27.270,MIA,,IND,W 27-14,
35,1998,1998-11-15,10,27.277,MIA,@,CAR,W 13-9,
36,1998,1998-11-23,11,27.285,MIA,@,NWE,L 23-26,
37,1998,1998-11-29,12,27.291,MIA,,NOR,W 30-10,
38,1998,1998-12-06,13,27.298,MIA,@,OAK,W 27-17,
39,1998,1998-12-13,14,27.305,MIA,,NYJ,L 16-21,
40,1998,1998-12-21,15,27.313,MIA,,DEN,W 31-21,
41,1998,1998-12-27,16,27.319,MIA,@,ATL,L 16-38,
42,1999,1999-09-13,1,28.214,MIA,@,DEN,W 38-21,
43,1999,1999-09-19,2,28.220,MIA,,ARI,W 19-16,
44,1999,1999-10-04,3,28.235,MIA,,BUF,L 18-23,
45,1999,1999-10-10,4,28.241,MIA,@,IND,W 34-31,
46,1999,1999-10-17,5,28.248,MIA,@,NWE,W 31-30,
47,1999,1999-10-24,6,28.255,MIA,,PHI,W 16-13,
48,1999,1999-10-31,7,28.262,MIA,@,OAK,W 16-9,
49,2000,2000-09-10,2,29.212,MIA,@,MIN,L 7-13,
50,2000,2000-09-17,3,29.219,MIA,,BAL,W 19-6,
51,2000,2000-09-24,4,29.226,MIA,,NWE,W 10-3,
52,2000,2000-10-01,5,29.233,MIA,@,CIN,W 31-16,
53,2000,2000-10-08,6,29.240,MIA,,BUF,W 22-13,
54,2000,2000-10-23,7,29.255,MIA,@,NYJ,L 37-40,*
