ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2010,2010-11-07,8,23.039,DAL,@,GNB,L 7-45,,5,139,27.80,0,0,0,,0,0,0,0.0,1,0,0,0,0
2,2010,2010-11-14,9,23.046,DAL,@,NYG,W 33-20,,1,21,21.00,0,0,0,,0,1,6,0.0,5,0,1,101,1
3,2010,2010-11-21,10,23.053,DAL,,DET,W 35-19,,2,55,27.50,0,1,97,97.00,1,1,6,0.0,1,0,0,0,0
4,2010,2010-11-25,11,23.057,DAL,,NOR,L 27-30,,3,50,16.67,0,0,0,,0,0,0,0.0,0,0,0,0,0
5,2010,2010-12-05,12,23.067,DAL,@,IND,W 38-35,,2,37,18.50,0,0,0,,0,0,0,0.0,5,1,0,0,0
6,2010,2010-12-12,13,23.074,DAL,,PHI,L 27-30,,0,0,,0,1,-13,-13.00,0,0,0,0.0,0,1,0,0,0
7,2010,2010-12-19,14,23.081,DAL,,WAS,W 33-30,,4,89,22.25,0,2,54,27.00,0,0,0,0.0,0,0,0,0,0
8,2010,2010-12-25,15,23.087,DAL,@,ARI,L 26-27,,3,60,20.00,0,3,27,9.00,0,0,0,0.0,0,0,0,0,0
9,2010,2011-01-02,16,23.095,DAL,@,PHI,W 14-13,,3,56,18.67,0,1,0,0.00,0,0,0,0.0,0,0,0,0,0
10,2011,2011-09-11,1,23.347,DAL,@,NYJ,L 24-27,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
11,2011,2011-09-18,2,23.354,DAL,@,SFO,W 27-24,,1,26,26.00,0,2,13,6.50,0,0,0,0.0,0,0,0,0,0
12,2011,2011-10-16,5,24.017,BAL,,HOU,W 29-14,,2,53,26.50,0,0,0,,0,0,0,0.0,0,0,0,0,0
13,2011,2011-10-24,6,24.025,BAL,@,JAX,L 7-12,,0,0,,0,0,0,,0,0,0,0.0,0,1,0,0,0
14,2011,2011-10-30,7,24.031,BAL,,ARI,W 30-27,,,,,,,,,,,,,,,,,
15,2011,2011-11-20,10,24.052,OAK,@,MIN,W 27-21,,2,58,29.00,0,0,0,,0,0,0,0.0,0,0,0,0,0
16,2011,2011-11-27,11,24.059,OAK,,CHI,W 25-20,,1,27,27.00,0,1,1,1.00,0,0,0,0.0,0,0,0,0,0
17,2011,2011-12-04,12,24.066,OAK,@,MIA,L 14-34,,0,0,,0,1,11,11.00,0,0,0,0.0,0,1,0,0,0
18,2011,2011-12-11,13,24.073,OAK,@,GNB,L 16-46,,3,41,13.67,0,0,0,,0,0,0,0.0,0,0,0,0,0
19,2011,2011-12-18,14,24.080,OAK,,DET,L 27-28,,2,38,19.00,0,1,17,17.00,0,0,0,0.0,0,0,0,0,0
20,2011,2011-12-24,15,24.086,OAK,@,KAN,W 16-13,,3,149,49.67,0,0,0,,0,0,0,0.0,0,0,0,0,0
21,2011,2012-01-01,16,24.094,OAK,,SDG,L 26-38,,2,48,24.00,0,0,0,,0,0,0,0.0,0,0,0,0,0
22,2012,2012-11-11,9,25.043,MIA,,TEN,L 3-37,,,,,,,,,,,,,,,,,
23,2012,2012-11-15,10,25.047,MIA,@,BUF,L 14-19,,,,,,,,,,,,,,,,,
24,2012,2012-11-25,11,25.057,MIA,,SEA,W 24-21,,,,,,,,,,,,,,,,,
25,2012,2012-12-02,12,25.064,MIA,,NWE,L 16-23,,,,,,,,,,,,,,,,,
26,2012,2012-12-09,13,25.071,MIA,@,SFO,L 13-27,,,,,,,,,,,,,,,,,
27,2012,2012-12-16,14,25.078,MIA,,JAX,W 24-3,,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
28,2012,2012-12-23,15,25.085,MIA,,BUF,W 24-10,,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
29,2012,2012-12-30,16,25.092,MIA,@,NWE,L 0-28,,0,0,,0,0,0,,0,0,0,1.0,4,0,0,0,0
30,2013,2013-11-24,11,26.056,ARI,,IND,W 40-11,,,,,,,,,,,,,,,,,
31,2013,2013-12-01,12,26.063,ARI,@,PHI,L 21-24,,,,,,,,,,,,,,,,,
32,2013,2013-12-08,13,26.070,ARI,,STL,W 30-10,,,,,,,,,,,,,,,,,
33,2013,2013-12-15,14,26.077,ARI,@,TEN,W 37-34,,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
34,2013,2013-12-22,15,26.084,ARI,@,SEA,W 17-10,,,,,,,,,,,,,,,,,
35,2013,2013-12-29,16,26.091,ARI,,SFO,L 20-23,,,,,,,,,,,,,,,,,
