ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1999,1999-09-12,1,23.085,SEA,,DET,L 20-28,,0,0,0,,0,0.0%,,0,0,,0,3,6,2.00,0,0,0
2,1999,1999-09-19,2,23.092,SEA,@,CHI,W 14-13,,0,0,0,,0,0.0%,,1,19,19.00,0,2,45,22.50,0,0,0
3,1999,1999-09-26,3,23.099,SEA,@,PIT,W 29-10,,0,0,0,,0,0.0%,,0,0,,0,2,106,53.00,1,1,6
4,1999,1999-10-03,4,23.106,SEA,,OAK,W 22-21,,0,0,0,,0,0.0%,,0,0,,0,2,75,37.50,0,0,0
5,1999,1999-10-17,5,23.120,SEA,@,SDG,L 10-13,,0,0,0,,0,0.0%,,0,0,,0,2,3,1.50,0,0,0
6,1999,1999-10-24,6,23.127,SEA,,BUF,W 26-16,,0,0,0,,0,0.0%,,0,0,,0,1,5,5.00,0,0,0
7,1999,1999-11-01,7,23.135,SEA,@,GNB,W 27-7,,0,0,0,,0,0.0%,,0,0,,0,3,5,1.67,0,0,0
8,1999,1999-11-14,9,23.148,SEA,,DEN,W 20-17,,0,0,0,,0,0.0%,,0,0,,0,1,13,13.00,0,0,0
9,1999,1999-11-28,11,23.162,SEA,,TAM,L 3-16,,0,0,0,,0,0.0%,,0,0,,0,3,38,12.67,0,0,0
10,1999,1999-12-12,13,23.176,SEA,,SDG,L 16-19,,0,0,0,,0,0.0%,,5,154,30.80,0,0,0,,0,0,0
11,1999,1999-12-19,14,23.183,SEA,@,DEN,L 30-36,,0,0,0,,0,0.0%,,5,102,20.40,0,1,6,6.00,0,0,0
12,1999,2000-01-02,16,23.197,SEA,@,NYJ,L 9-19,,0,0,0,,0,0.0%,,7,190,27.14,0,2,16,8.00,0,0,0
13,2000,2000-09-03,1,24.076,SEA,@,MIA,L 0-23,,1,0,0,,0,0.0%,0.00,6,108,18.00,0,4,52,13.00,0,0,0
14,2000,2000-09-10,2,24.083,SEA,,STL,L 34-37,,0,0,0,,0,0.0%,,7,192,27.43,0,1,13,13.00,0,0,0
15,2000,2000-09-24,4,24.097,SEA,@,SDG,W 20-12,,0,0,0,,0,0.0%,,4,95,23.75,0,5,44,8.80,0,0,0
16,2000,2000-10-02,5,24.105,SEA,@,KAN,L 17-24,,0,0,0,,0,0.0%,,4,82,20.50,0,3,46,15.33,0,0,0
17,2000,2000-10-08,6,24.111,SEA,@,CAR,L 3-26,,0,0,0,,0,0.0%,,6,129,21.50,0,0,0,,0,0,0
18,2000,2000-10-15,7,24.118,SEA,,IND,L 24-37,,0,0,0,,0,0.0%,,6,198,33.00,0,1,17,17.00,0,0,0
19,2000,2000-10-22,8,24.125,SEA,@,OAK,L 3-31,,0,0,0,,0,0.0%,,3,63,21.00,0,3,45,15.00,0,0,0
20,2000,2000-10-29,9,24.132,SEA,,KAN,L 19-24,,0,0,0,,0,0.0%,,4,99,24.75,0,3,65,21.67,0,0,0
21,2000,2000-11-05,10,24.139,SEA,,SDG,W 17-15,,0,0,0,,0,0.0%,,3,94,31.33,0,0,0,,0,0,0
22,2000,2000-11-12,11,24.146,SEA,@,JAX,W 28-21,,0,0,0,,0,0.0%,,2,36,18.00,0,1,43,43.00,0,0,0
23,2000,2000-11-26,12,24.160,SEA,,DEN,L 31-38,,0,0,0,,0,0.0%,,7,140,20.00,0,2,17,8.50,0,0,0
24,2000,2000-12-03,13,24.167,SEA,@,ATL,W 30-10,,0,0,0,,0,0.0%,,2,39,19.50,0,0,0,,0,0,0
25,2000,2000-12-10,14,24.174,SEA,@,DEN,L 24-31,,0,0,0,,0,0.0%,,3,58,19.33,0,0,0,,0,0,0
26,2000,2000-12-16,15,24.180,SEA,,OAK,W 27-24,,0,0,0,,0,0.0%,,5,125,25.00,0,2,17,8.50,0,0,0
27,2000,2000-12-23,16,24.187,SEA,,BUF,L 23-42,,0,0,0,,0,0.0%,,4,171,42.75,1,1,4,4.00,0,1,6
28,2001,2001-09-09,1,25.082,SEA,@,CLE,W 9-6,,0,0,0,,0,0.0%,,3,93,31.00,0,2,46,23.00,0,0,0
29,2001,2001-09-23,2,25.096,SEA,,PHI,L 3-27,,0,0,0,,0,0.0%,,5,94,18.80,0,5,17,3.40,0,0,0
30,2001,2001-09-30,3,25.103,SEA,@,OAK,L 14-38,,0,0,0,,0,0.0%,,5,75,15.00,0,3,52,17.33,0,0,0
31,2001,2001-10-07,4,25.110,SEA,,JAX,W 24-15,,0,0,0,,0,0.0%,,5,104,20.80,0,2,3,1.50,0,0,0
32,2001,2001-10-28,6,25.131,SEA,,MIA,L 20-24,,0,0,0,,0,0.0%,,5,101,20.20,0,1,0,0.00,0,0,0
33,2001,2001-11-18,9,25.152,SEA,@,BUF,W 23-20,,1,1,7,7.00,0,100.0%,7.00,2,21,10.50,0,1,4,4.00,0,0,0
34,2001,2001-11-25,10,25.159,SEA,@,KAN,L 7-19,,0,0,0,,0,0.0%,,4,106,26.50,0,1,10,10.00,0,0,0
35,2001,2001-12-02,11,25.166,SEA,,SDG,W 13-10,,0,0,0,,0,0.0%,,3,92,30.67,0,1,13,13.00,0,0,0
36,2001,2001-12-09,12,25.173,SEA,@,DEN,L 7-20,,0,0,0,,0,0.0%,,3,60,20.00,0,1,17,17.00,0,0,0
37,2001,2001-12-16,13,25.180,SEA,,DAL,W 29-3,,0,0,0,,0,0.0%,,3,51,17.00,0,0,0,,0,0,0
38,2001,2001-12-23,14,25.187,SEA,@,NYG,L 24-27,,0,0,0,,0,0.0%,,5,119,23.80,0,3,42,14.00,0,0,0
39,2001,2001-12-30,15,25.194,SEA,@,SDG,W 25-22,,0,0,0,,0,0.0%,,5,152,30.40,0,1,12,12.00,0,0,0
40,2001,2002-01-06,16,25.201,SEA,,KAN,W 21-18,,0,0,0,,0,0.0%,,2,52,26.00,0,4,28,7.00,0,0,0
41,2002,2002-09-08,1,26.081,BUF,,NYJ,L 31-37,,0,0,0,,0,0.0%,,6,117,19.50,0,2,12,6.00,0,0,0
42,2002,2002-09-15,2,26.088,BUF,@,MIN,W 45-39,,0,0,0,,0,0.0%,,8,221,27.63,1,1,16,16.00,0,1,6
43,2002,2002-09-22,3,26.095,BUF,@,DEN,L 23-28,,0,0,0,,0,0.0%,,4,81,20.25,0,1,0,0.00,0,0,0
44,2002,2002-09-29,4,26.102,BUF,,CHI,W 33-27,,0,0,0,,0,0.0%,,6,142,23.67,0,3,3,1.00,0,0,0
45,2002,2002-10-06,5,26.109,BUF,,OAK,L 31-49,,0,0,0,,0,0.0%,,3,54,18.00,0,2,20,10.00,0,0,0
46,2002,2002-10-13,6,26.116,BUF,@,HOU,W 31-24,,0,0,0,,0,0.0%,,4,93,23.25,0,2,9,4.50,0,0,0
47,2002,2002-10-20,7,26.123,BUF,@,MIA,W 23-10,,0,0,0,,0,0.0%,,1,17,17.00,0,3,22,7.33,0,0,0
48,2002,2002-10-27,8,26.130,BUF,,DET,W 24-17,,0,0,0,,0,0.0%,,4,50,12.50,0,3,13,4.33,0,0,0
49,2002,2002-11-03,9,26.137,BUF,,NWE,L 7-38,,0,0,0,,0,0.0%,,5,107,21.40,0,0,0,,0,0,0
50,2002,2002-11-17,10,26.151,BUF,@,KAN,L 16-17,,0,0,0,,0,0.0%,,3,58,19.33,0,0,0,,0,0,0
51,2002,2002-11-24,11,26.158,BUF,@,NYJ,L 13-31,,0,0,0,,0,0.0%,,4,67,16.75,0,0,0,,0,0,0
52,2002,2002-12-01,12,26.165,BUF,,MIA,W 38-21,,0,0,0,,0,0.0%,,3,53,17.67,0,1,11,11.00,0,0,0
53,2002,2002-12-08,13,26.172,BUF,@,NWE,L 17-27,,0,0,0,,0,0.0%,,6,109,18.17,0,2,9,4.50,0,0,0
54,2002,2002-12-15,14,26.179,BUF,,SDG,W 20-13,,0,0,0,,0,0.0%,,3,53,17.67,0,3,3,1.00,0,0,0
55,2002,2002-12-22,15,26.186,BUF,@,GNB,L 0-10,,0,0,0,,0,0.0%,,3,41,13.67,0,3,19,6.33,0,0,0
56,2002,2002-12-29,16,26.193,BUF,,CIN,W 27-9,,0,0,0,,0,0.0%,,1,17,17.00,0,0,0,,0,0,0
57,2003,2003-09-07,1,27.080,MIA,,HOU,L 20-21,,0,0,0,,0,0.0%,,5,108,21.60,0,2,4,2.00,0,0,0
58,2003,2003-09-14,2,27.087,MIA,@,NYJ,W 21-10,,0,0,0,,0,0.0%,,2,39,19.50,0,0,0,,0,0,0
59,2003,2003-09-21,3,27.094,MIA,,BUF,W 17-7,,0,0,0,,0,0.0%,,2,38,19.00,0,4,41,10.25,0,0,0
60,2003,2003-10-05,4,27.108,MIA,@,NYG,W 23-10,,1,0,0,,0,0.0%,0.00,1,15,15.00,0,2,36,18.00,0,0,0
61,2003,2003-10-12,5,27.115,MIA,@,JAX,W 24-10,,0,0,0,,0,0.0%,,3,71,23.67,0,0,0,,0,0,0
62,2003,2003-10-19,6,27.122,MIA,,NWE,L 13-19,,0,0,0,,0,0.0%,,3,82,27.33,0,2,9,4.50,0,0,0
63,2003,2003-11-27,12,27.161,MIA,@,DAL,W 40-21,,0,0,0,,0,0.0%,,1,22,22.00,0,4,16,4.00,0,0,0
64,2003,2003-12-07,13,27.171,MIA,@,NWE,L 0-12,,0,0,0,,0,0.0%,,0,0,,0,4,18,4.50,0,0,0
65,2003,2003-12-15,14,27.179,MIA,,PHI,L 27-34,,0,0,0,,0,0.0%,,0,0,,0,1,8,8.00,0,0,0
