ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,2017,2017-12-24,15,25.010,LAR,@,TEN,W 27-23,,3,4,75.0,,1,0.0,0,3
2,2017,2017-12-31,16,25.017,LAR,,SFO,L 13-34,,1,1,100.0,2,2,100.0,0,7
3,2018,2018-09-23,3,25.283,LAR,,LAC,W 35-23,,5,5,100.0,,1,0.0,0,5
4,2018,2018-09-27,4,25.287,LAR,,MIN,W 38-31,,5,5,100.0,1,2,50.0,0,8
